timestamp,Infrared to Red Signal Ratio
05/31/21 00:31:01,0
05/31/21 00:32:01,-55
05/31/21 00:33:01,-6
05/31/21 00:34:01,3
05/31/21 00:35:02,0
05/31/21 00:36:02,-42
05/31/21 00:37:02,8
05/31/21 00:38:02,-29
05/31/21 00:39:02,0
05/31/21 00:40:02,-28
05/31/21 00:41:03,-17
05/31/21 00:42:04,-1
05/31/21 00:43:04,0
05/31/21 00:44:04,-15
05/31/21 00:45:04,-26
05/31/21 00:46:04,-20
05/31/21 00:47:04,8
05/31/21 00:48:05,0
05/31/21 00:49:05,0
05/31/21 00:50:05,-9
05/31/21 00:51:05,-18
05/31/21 00:52:05,-20
05/31/21 00:53:05,-18
05/31/21 00:54:05,0
05/31/21 00:55:06,-13
05/31/21 00:56:09,-20
05/31/21 00:57:09,43
05/31/21 00:58:09,12
05/31/21 00:59:09,-8
05/31/21 01:00:09,0
05/31/21 01:01:09,-2
05/31/21 01:02:09,0
05/31/21 01:03:10,-26
05/31/21 01:04:10,-17
05/31/21 01:05:10,35
05/31/21 01:06:10,8
05/31/21 01:07:10,-15
05/31/21 01:08:10,0
05/31/21 01:09:10,-8
05/31/21 01:10:11,-3
05/31/21 01:11:13,0
05/31/21 01:12:13,0
05/31/21 01:13:13,0
05/31/21 01:14:14,0
05/31/21 01:15:14,0
05/31/21 01:16:14,-4
05/31/21 01:17:14,-13
05/31/21 01:18:14,38
05/31/21 01:19:14,-24
05/31/21 01:20:14,15
05/31/21 01:21:15,0
05/31/21 01:22:15,0
05/31/21 01:23:15,0
05/31/21 01:24:15,-43
05/31/21 01:25:15,-13
05/31/21 01:26:17,-26
05/31/21 01:27:17,0
05/31/21 01:28:17,-14
05/31/21 01:29:17,-25
05/31/21 01:30:17,-35
05/31/21 01:31:18,-48
05/31/21 01:32:18,-51
05/31/21 01:33:18,-4
05/31/21 01:34:18,-65
05/31/21 01:35:18,-6
05/31/21 01:36:18,-5
05/31/21 01:37:18,59
05/31/21 01:38:19,0
05/31/21 01:39:19,7
05/31/21 01:40:19,0
05/31/21 01:41:20,0
05/31/21 01:42:20,-8
05/31/21 01:43:20,2
05/31/21 01:44:20,-18
05/31/21 01:45:20,-1
05/31/21 01:46:20,0
05/31/21 01:47:20,-61
05/31/21 01:48:21,-8
05/31/21 01:49:21,-1
05/31/21 01:50:21,-5
05/31/21 01:51:21,0
05/31/21 01:52:21,0
05/31/21 01:53:21,-15
05/31/21 01:54:21,-25
05/31/21 01:55:22,10
05/31/21 01:56:22,-25
05/31/21 01:57:24,-51
05/31/21 01:58:24,15
05/31/21 01:59:24,-26
05/31/21 02:00:25,-27
05/31/21 02:01:25,14
05/31/21 02:02:25,64
05/31/21 02:03:25,-21
05/31/21 02:04:25,-14
05/31/21 02:05:25,-10
05/31/21 02:06:26,-79
05/31/21 02:07:26,-63
05/31/21 02:08:26,-47
05/31/21 02:09:26,-86
05/31/21 02:10:26,-45
05/31/21 02:11:26,7
05/31/21 02:12:28,-1
05/31/21 02:13:28,-39
05/31/21 02:14:28,0
05/31/21 02:15:29,-61
05/31/21 02:16:29,-10
05/31/21 02:17:29,-51
05/31/21 02:18:29,0
05/31/21 02:19:29,8
05/31/21 02:20:29,5
05/31/21 02:21:29,-4
05/31/21 02:22:30,-2
05/31/21 02:23:30,-24
05/31/21 02:24:30,-1
05/31/21 02:25:30,-31
05/31/21 02:26:30,-24
05/31/21 02:27:31,-34
05/31/21 02:28:31,-11
05/31/21 02:29:32,-47
05/31/21 02:30:32,0
05/31/21 02:31:32,-10
05/31/21 02:32:32,0
05/31/21 02:33:32,3
05/31/21 02:34:32,0
05/31/21 02:35:32,-2
05/31/21 02:36:33,0
05/31/21 02:37:33,-7
05/31/21 02:38:33,-18
05/31/21 02:39:33,-3
05/31/21 02:40:33,-8
05/31/21 02:41:33,6
05/31/21 02:42:35,-28
05/31/21 02:43:35,-11
05/31/21 02:44:35,-35
05/31/21 02:45:35,0
05/31/21 02:46:35,-4
05/31/21 02:47:36,13
05/31/21 02:48:36,-2
05/31/21 02:49:36,-25
05/31/21 02:50:36,1
05/31/21 02:51:36,0
05/31/21 02:52:36,23
05/31/21 02:53:37,-4
05/31/21 02:54:37,0
05/31/21 02:55:37,2
05/31/21 02:56:37,-1
05/31/21 02:57:37,2
