sleep_id,sleep_score_id,data_source,score_utc_offset,score_time,overall_score,duration_score,composition_score,revitalization_score,sleep_time_minutes,deep_sleep_minutes,rem_sleep_percent,resting_heart_rate,sleep_goal_minutes,waso_count_long_wakes,waso_count_all_wake_time,restlessness_normalized,hr_below_resting_hr,sleep_score_created,sleep_score_last_updated
1078029421322622632,7112614060648144520,DERIVED,+01:00,2026-01-06 09:03:30+0000,87.987424438519724,-1,-1,-1,469,90,28.59903381642512,69,465,9.6666666666666679,43,0.077220077220077218,0.74351045650581826,2026-01-06 08:10:39+0000,2026-01-06 08:10:39+0000
1160771342788955464,7998641143918227456,DERIVED,+01:00,2025-12-20 05:51:30+0000,64.655722254947122,-1,-1,-1,233,41,13.480885311871228,73,465,1.1666666666666667,14,0.084337349397590355,0.40333753148614609,2025-12-20 05:14:13+0000,2025-12-20 05:14:13+0000
1279596299098624568,5094660208243555816,DERIVED,+01:00,2026-02-21 08:14:30+0000,85.086208089705636,-1,-1,-1,406,46,24.245689655172413,70,465,12.000000000000002,50,0.060279870828848225,0.93569748192036251,2026-02-21 07:22:09+0000,2026-02-21 07:22:09+0000
1305365840062538816,8710147490372950384,DERIVED,-06:00,2025-11-15 07:50:30+0000,82.856278317287448,-1,-1,-1,470,38,22.435897435897434,75,465,20.333333333333332,69,0.075937785910338521,0.568339483394834,2025-11-15 14:04:07+0000,2025-11-15 14:04:07+0000
1306620085707588152,3463292276770193480,DERIVED,+02:00,2025-10-21 08:16:30+0000,72.769781870205662,-1,-1,-1,369,7,24.843161856963615,72,465,4.666666666666667,25,0.072681704260651625,0.30683362453892449,2025-10-21 06:18:40+0000,2025-10-21 06:18:40+0000
1331416207386539336,1337678018922212072,DERIVED,+01:00,2026-01-04 06:59:30+0000,84.299851034372992,-1,-1,-1,392,75,22.592152199762189,72,465,2,22,0.071258907363420429,0.9657553684608835,2026-01-04 06:03:49+0000,2026-01-04 06:03:49+0000
1360354498399742808,5434484268838169224,DERIVED,+01:00,2025-12-08 06:22:30+0000,76.322208070520958,-1,-1,-1,283,24,27.694859038142621,74,465,1,15,0.056291390728476824,0.882223087910661,2025-12-08 05:24:02+0000,2025-12-08 05:24:02+0000
1364534046330300560,3473623679729435168,DERIVED,-06:00,2025-11-14 04:37:30+0000,87.105405963333254,-1,-1,-1,391,48,29.032258064516128,73,465,0,9,0.060718711276332091,0.97069748245976062,2025-11-14 11:15:25+0000,2025-11-14 11:15:25+0000
1368420391129563440,8249022203264221640,DERIVED,+01:00,2025-11-07 07:39:00+0000,85.810468103432754,-1,-1,-1,491,72,34.139264990328819,68,465,3,21,0.057004830917874394,0.7316419791994957,2025-11-07 07:03:03+0000,2025-11-07 07:03:03+0000
1417315151973597584,2125211746729176384,DERIVED,+02:00,2025-09-19 06:55:30+0000,92.043599985595847,-1,-1,-1,539,86,28.583840139009556,68,465,4.333333333333333,28,0.040834057341442222,0.967712045616536,2025-09-19 05:03:41+0000,2025-09-19 05:03:41+0000
1422709603067890904,4084219759780362224,DERIVED,+01:00,2025-12-04 08:16:30+0000,61.600001506684372,-1,-1,-1,376,45,11.495422177009155,76,465,34.166666666666664,110,0.1290650406504065,0.831753173710429,2025-12-04 07:19:08+0000,2025-12-04 07:19:08+0000
1593649579619295104,2871280790232452800,DERIVED,+02:00,2025-10-07 06:56:30+0000,83.105738189477933,-1,-1,-1,413,53,24.830699774266364,72,465,2.333333333333333,26,0.062006764374295378,0.58664163090128751,2025-10-07 05:04:09+0000,2025-10-07 05:04:09+0000
1611597528150635488,7925529875439656888,DERIVED,+02:00,2025-10-04 07:27:00+0000,88.961585624914463,-1,-1,-1,420,64,27.367205542725173,71,465,1.1666666666666667,9,0.057670126874279123,0.91186870976516454,2025-10-04 05:37:11+0000,2025-10-04 05:37:11+0000
1619428208604973920,6059102264332962480,DERIVED,+01:00,2026-02-07 09:07:30+0000,76.548351303439219,-1,-1,-1,359,38,20.071258907363422,76,465,14.333333333333334,55,0.085409252669039148,0.85150638932935363,2026-02-07 08:12:59+0000,2026-02-07 08:12:59+0000
1735320390878115520,2458427990878031072,DERIVED,+01:00,2025-12-13 07:36:30+0000,85.496160812767457,-1,-1,-1,406,51,26.235294117647058,72,465,1,12,0.070505287896592245,0.70968327434431433,2025-12-13 06:39:41+0000,2025-12-13 06:39:41+0000
1774149545434324312,8889612150643617312,DERIVED,-04:00,2025-09-05 07:03:30+0000,67.581088596512458,-1,-1,-1,329,44,26.806833114323258,73,465,13.333333333333334,46,0.074803149606299218,0.014502900580116024,2025-09-05 11:10:38+0000,2025-09-05 11:10:38+0000
1786446177782345024,5627249540506851344,DERIVED,+01:00,2026-02-24 08:22:00+0000,88.9572893116727,-1,-1,-1,425,71,26.434195725534309,66,465,0,13,0.05955056179775281,0.96196660482374763,2026-02-24 07:29:07+0000,2026-02-24 07:29:07+0000
1787870428353422304,42755849108329064,DERIVED,+01:00,2026-02-02 07:05:30+0000,83.050828437945924,-1,-1,-1,389,39,22.576832151300238,68,465,5.833333333333333,28,0.062573789846517125,0.95950873152945693,2026-02-02 06:15:11+0000,2026-02-02 06:15:11+0000
1831834902135075704,2587417329806174304,DERIVED,+01:00,2025-11-26 16:45:30+0000,68.435408592248521,-1,-1,-1,291,44,20.336605890603085,75,465,16,58,0.13865546218487396,0.8479007422177911,2025-11-26 15:49:37+0000,2025-11-26 15:49:37+0000
1834471290214827296,6847533582755032520,DERIVED,+02:00,2025-09-17 08:28:30+0000,91.8774034269945,-1,-1,-1,513,79,22.920517560073936,69,465,3.333333333333333,23,0.046168051708217916,0.96478178368121437,2025-09-17 06:36:07+0000,2025-09-17 06:36:07+0000
1895389548458210264,5714343286938527032,DERIVED,+02:00,2025-10-13 07:30:30+0000,83.131739924293655,-1,-1,-1,431,58,22.626931567328917,70,465,1.5,16,0.055126791620727672,0.52616906474820146,2025-10-13 05:37:10+0000,2025-10-13 05:37:10+0000
1951268277810829240,4764206999058942672,DERIVED,+01:00,2025-12-12 10:36:30+0000,83.9884778162606,-1,-1,-1,480,56,19.253604749787957,72,465,27.166666666666668,101,0.11271186440677966,0.93797132957402,2025-12-12 09:43:39+0000,2025-12-12 09:43:39+0000
1960774563541976768,1845498069761645032,DERIVED,+01:00,2026-02-17 08:52:30+0000,75.622479360240291,-1,-1,-1,395,62,18.944099378881987,75,465,20.166666666666668,80,0.10961737331954498,0.8709947293566469,2026-02-17 07:56:38+0000,2026-02-17 07:56:38+0000
1981215407063838520,3112817917601291640,DERIVED,-06:00,2025-11-17 06:13:30+0000,88.234248765609451,-1,-1,-1,474,65,17.706422018348626,75,465,16.833333333333332,63,0.064161319890009172,0.97529917152500767,2025-11-18 14:03:13+0000,2025-11-18 14:03:13+0000
1991408813921007080,1574088727515986864,DERIVED,+01:00,2025-11-04 07:32:00+0000,83.913083989769987,-1,-1,-1,428,41,32.639649507119387,70,465,1.1666666666666667,23,0.067833698030634576,0.94161235603963933,2025-11-04 07:15:56+0000,2025-11-04 07:15:56+0000
1994378884504014960,5335815110585174064,DERIVED,+01:00,2026-02-15 06:56:30+0000,71.542197618498562,-1,-1,-1,292,67,21.52974504249292,75,465,13.333333333333332,54,0.12022630834512023,0.90091702080071567,2026-02-15 06:01:47+0000,2026-02-15 06:01:47+0000
