device_id,device_fitbit_device_type,algorithm_version,service_version,start_time,positive,heart_beats
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:40:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:42:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:45:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:47:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:50:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:52:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:55:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 06:57:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:00:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:02:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:05:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:07:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:10:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:12:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:15:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:17:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:20:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:22:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:25:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:27:30+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:30:00+0100,false,[]
81E8288B4C42,MELROY,1.7,2.13,2026-02-14 07:32:30+0100,false,[]
