enrollment_state,last_processed_time,last_conclusive_window,last_processed_timestamps,last_notified_time
ENROLLED,2026-02-28 08:02:30+0000,2026-02-28 08:02:30+0000,"[{""device_id"":""81E8288B4C42"",""time"":""2026-02-28 08:35:00+0000""}]",
