sleep_id,sleep_score_id,data_source,score_utc_offset,score_time,overall_score,duration_score,composition_score,revitalization_score,sleep_time_minutes,deep_sleep_minutes,rem_sleep_percent,resting_heart_rate,sleep_goal_minutes,waso_count_long_wakes,waso_count_all_wake_time,restlessness_normalized,hr_below_resting_hr,sleep_score_created,sleep_score_last_updated
1018174149515927592,2289573710793378648,DERIVED,+00:00,2024-04-17 06:59:00+0000,68.545,-1,-1,-1,324,67,17.59,74,480,8.6666666666666661,36,0.058186738836265225,0.091946308724832213,2024-04-17 06:59:00+0000,2024-04-17 06:59:00+0000
1047350095047495296,7603334141145859032,DERIVED,+00:00,2023-10-04 06:49:00+0000,86.583,86.401,85.128,88.402,438,73,27.47,80,480,1.3333333333333333,19,0.046688382193268187,0.81629551078119478,2023-10-04 06:49:00+0000,2023-10-04 06:49:00+0000
1057761083279294792,7846773251607602832,DERIVED,+00:00,2023-11-18 07:05:30+0000,81.13,82.515,73.746,85.743,468,58,14.84,81,480,14.000000000000002,50,0.085632730732635581,0.86983824928639386,2023-11-18 07:05:30+0000,2023-11-18 07:05:30+0000
1067373259795770464,3124680564895514704,DERIVED,+00:00,2023-11-24 09:23:00+0000,70.065,57.133,73.622,92.37,188,22,17.92,78,480,4,17,0.058111380145278453,0.94504293520686966,2023-11-24 09:23:00+0000,2023-11-24 09:23:00+0000
1084035513624058960,7058803712123757000,DERIVED,+00:00,2024-02-05 09:16:30+0000,89.891,-1,-1,-1,501,91,26.37,80,480,11,46,0.0738073807380738,0.92870784840346166,2024-02-05 09:16:30+0000,2024-02-05 09:16:30+0000
1135517974853199520,2722969625570146984,DERIVED,+00:00,2023-09-06 08:57:30+0000,73.959,69,73.558,84.279,307,60,33.28,81,480,4.833333333333333,19,0.079460269865067462,0.81644378405151063,2023-09-06 08:57:30+0000,2023-09-06 08:57:30+0000
1166818437547976240,4061667283373994656,DERIVED,+00:00,2024-06-24 07:10:30+0000,74.39,-1,-1,-1,311,62,24.16,80,480,6.5,27,0.058565153733528552,0.56763145200192955,2024-06-24 07:10:30+0000,2024-06-24 07:10:30+0000
1177153280158635632,7729317469740796568,DERIVED,+00:00,2024-08-06 09:20:30+0000,86.711,-1,-1,-1,437,66,28.25,80,480,8.1666666666666679,33,0.064382139148494291,0.95718184919822591,2024-08-06 09:20:30+0000,2024-08-06 09:20:30+0000
1183296586977257096,3364452976797324136,DERIVED,+00:00,2024-06-28 06:40:00+0000,72.857,-1,-1,-1,346,71,36.81,80,480,2.5,17,0.056833558863328824,0.48155164636896708,2024-06-28 06:40:00+0000,2024-06-28 06:40:00+0000
1198642865879747800,9067925189686496808,DERIVED,+00:00,2024-01-19 09:01:30+0000,84.781,-1,-1,-1,470,49,29.29,77,480,10.333333333333334,37,0.078564500484966049,0.89071405699647777,2024-01-19 09:01:30+0000,2024-01-19 09:01:30+0000
1236861538534489712,591798156075470496,DERIVED,+00:00,2023-11-01 06:27:00+0000,81.176,80.366,77.031,86.941,403,25,25.93,77,480,1.5,16,0.07359813084112149,0.86225546605293446,2023-11-01 06:27:00+0000,2023-11-01 06:27:00+0000
1269776056835720464,6469412877557577504,DERIVED,+00:00,2024-03-16 05:25:00+0000,75.668,-1,-1,-1,300,31,20,76,480,5.5,24,0.056488549618320609,0.86605597964376591,2024-03-16 05:25:00+0000,2024-03-16 05:25:00+0000
1277313834921605400,1403219323545012936,DERIVED,+00:00,2024-08-03 08:29:00+0000,80.341,-1,-1,-1,340,56,21.69,80,480,6.833333333333333,27,0.060240963855421686,0.96546506453048508,2024-08-03 08:29:00+0000,2024-08-03 08:29:00+0000
1295720337504824288,128632025560658336,DERIVED,+00:00,2024-03-18 08:48:30+0000,72.929,-1,-1,-1,427,48,27.23,75,480,14.666666666666666,64,0.0990990990990991,0,2024-03-18 08:48:30+0000,2024-03-18 08:48:30+0000
1319759865121063312,6519242075481213480,DERIVED,+00:00,2024-02-02 08:30:00+0000,86.398,-1,-1,-1,471,74,22.8,81,480,4,25,0.0769990128331688,0.90972624798711754,2024-02-02 08:30:00+0000,2024-02-02 08:30:00+0000
1367753922473402112,313316267917359360,DERIVED,+00:00,2023-11-02 06:04:30+0000,80.977,81.242,80.617,80.808,477,66,17.39,78,480,15.5,57,0.078196872125115,0.73002127013065943,2023-11-02 06:04:30+0000,2023-11-02 06:04:30+0000
1367962217060758488,7978131230637259272,DERIVED,+00:00,2023-09-30 07:38:00+0000,86.98,85.987,84.84,91.103,469,69,24.35,82,480,5.333333333333333,26,0.0805168986083499,0.98210180623973731,2023-09-30 07:38:00+0000,2023-09-30 07:38:00+0000
1377946126792123992,2533751648286805848,DERIVED,+00:00,2023-09-13 12:15:30+0000,80.645,79.963,79.563,83.092,431,39,18.38,81,480,17.5,63,0.12687312687312688,0.93043623043623047,2023-09-13 12:15:30+0000,2023-09-13 12:15:30+0000
1408066635074187216,7334025913580399448,DERIVED,+00:00,2024-04-07 06:50:00+0000,80.283,-1,-1,-1,423,40,19.1,77,480,18.666666666666664,58,0.11133810010214505,0.77928934010152284,2024-04-07 06:50:00+0000,2024-04-07 06:50:00+0000
1453347060540580464,7183519179278588480,DERIVED,+00:00,2023-12-03 08:28:30+0000,85.653,-1,-1,-1,441,77,22.97,80,480,8.1666666666666679,37,0.068717948717948715,0.8674188034188034,2023-12-03 08:28:30+0000,2023-12-03 08:28:30+0000
1455959805744252896,502376483512520504,DERIVED,+00:00,2023-11-29 08:26:30+0000,85.567,85.889,84.896,85.595,424,78,29.21,80,480,5.5,27,0.038002171552660155,0.72341657618530586,2023-11-29 08:26:30+0000,2023-11-29 08:26:30+0000
1494006229999756656,7510912820393483400,DERIVED,+00:00,2023-10-21 08:03:30+0000,80.661,73.061,84.106,92.416,370,57,27.48,75,480,10.833333333333332,42,0.070489844683393074,0.983273596176822,2023-10-21 08:03:30+0000,2023-10-21 08:03:30+0000
149637964095599408,2578395883568158136,DERIVED,+00:00,2023-11-05 07:47:30+0000,86.68,92.444,90.96,70.872,507,120,18.28,75,480,8.3333333333333321,40,0.056108597285067875,0.42718271827182719,2023-11-05 07:47:30+0000,2023-11-05 07:47:30+0000
1503605800340322328,5608035381377500176,DERIVED,+00:00,2024-03-17 07:50:30+0000,80.971,-1,-1,-1,400,64,33.18,76,480,2.166666666666667,16,0.079102715466351836,0.94048442906574392,2024-03-17 07:50:30+0000,2024-03-17 07:50:30+0000
1507242821445396584,5126866019714471576,DERIVED,+00:00,2023-12-22 06:23:30+0000,82.205,-1,-1,-1,415,54,30.68,79,480,5.8333333333333339,29,0.086378737541528236,0.93519125683060111,2023-12-22 06:23:30+0000,2023-12-22 06:23:30+0000
1532327979624072896,346158532900267336,DERIVED,+00:00,2024-07-21 06:37:00+0000,74.959,-1,-1,-1,334,49,16.21,80,480,11.833333333333334,43,0.088888888888888892,0.92579520697167761,2024-07-21 06:37:00+0000,2024-07-21 06:37:00+0000
1555902125764072288,1935407156526108144,DERIVED,+00:00,2024-04-21 06:29:30+0000,81.347,-1,-1,-1,446,88,22.64,76,480,4.6666666666666661,29,0.06749740394600208,0.39300796123226028,2024-04-21 06:29:30+0000,2024-04-21 06:29:30+0000
1596561870022191984,2306251720237413792,DERIVED,+00:00,2023-10-22 09:19:00+0000,79.414,83.994,84.106,65.563,479,57,25.09,73,480,9.3333333333333339,44,0.099813432835820892,0.43188405797101448,2023-10-22 09:19:00+0000,2023-10-22 09:19:00+0000
1643703172405463176,8553860570633252032,DERIVED,+00:00,2023-11-06 07:06:30+0000,80.855,84.364,79.403,75.289,421,55,17.18,77,480,9.5,39,0.071504802561366057,0.57854855923159021,2023-11-06 07:06:30+0000,2023-11-06 07:06:30+0000
1644215785757878192,1111443073446602520,DERIVED,+00:00,2024-03-07 07:13:30+0000,71.918,-1,-1,-1,390,69,15.71,75,480,13.499999999999998,57,0.070796460176991149,0.376013143483023,2024-03-07 07:13:30+0000,2024-03-07 07:13:30+0000
1650474273286964504,8638437233635554704,DERIVED,+00:00,2023-10-19 07:03:30+0000,86.648,85.138,82.516,93.8,463,44,21.61,77,480,6.4999999999999991,35,0.060455896927651138,0.98612487611496535,2023-10-19 07:03:30+0000,2023-10-19 07:03:30+0000
165112203750714040,8121491372293928000,DERIVED,+00:00,2024-07-22 07:41:00+0000,77.904,-1,-1,-1,324,54,21.98,79,480,10.5,39,0.058344640434192671,0.96459739091318042,2024-07-22 07:41:00+0000,2024-07-22 07:41:00+0000
1672220934937522736,4296967369245357840,DERIVED,+00:00,2024-01-22 09:24:30+0000,90.144,-1,-1,-1,533,103,23.71,76,480,11.833333333333332,48,0.059271803556308213,0.87108298171589316,2024-01-22 09:24:30+0000,2024-01-22 09:24:30+0000
1678893924657849184,2193813452700573072,DERIVED,+00:00,2024-04-22 15:03:00+0000,68.088,-1,-1,-1,273,37,17.68,77,480,10.333333333333334,35,0.15764331210191082,0.89905213270142181,2024-04-22 15:03:00+0000,2024-04-22 15:03:00+0000
