sleep_id,sleep_type,minutes_in_sleep_period,minutes_after_wake_up,minutes_to_fall_asleep,minutes_asleep,minutes_awake,minutes_longest_awakening,minutes_to_persistent_sleep,start_utc_offset,sleep_start,end_utc_offset,sleep_end,data_source,sleep_created,sleep_last_updated
1032936195169759904,STAGES,307,5,0,301,6,0,0,+00:00,2025-01-05 03:48:30+0000,+00:00,2025-01-05 09:01:00+0000,DERIVED,2025-01-05 08:17:00+0000,2025-01-05 08:17:17+0000
1076516528225840024,STAGES,407,3,0,404,3,0,0,+00:00,2025-01-10 00:59:00+0000,+00:00,2025-01-10 07:49:00+0000,DERIVED,2025-01-10 07:21:00+0000,2025-01-10 07:21:31+0000
121158962807775336,STAGES,270,0,0,243,27,0,0,+00:00,2024-12-01 20:50:00+0000,+00:00,2024-12-02 01:20:30+0000,DERIVED,2024-12-02 00:50:00+0000,2024-12-02 00:50:06+0000
1253338893762518688,STAGES,404,0,0,292,112,0,0,+02:00,2025-08-11 23:11:30+0000,+02:00,2025-08-12 05:56:00+0000,DERIVED,2025-08-12 04:19:41+0000,2025-08-12 04:19:43+0000
1291499746769563112,STAGES,580,0,0,554,26,0,0,+00:00,2024-12-23 00:37:00+0000,+00:00,2024-12-23 10:17:00+0000,DERIVED,2024-12-23 09:38:00+0000,2024-12-23 09:38:33+0000
1296694650579281064,STAGES,198,0,0,196,2,0,0,+00:00,2025-02-04 17:08:30+0000,+00:00,2025-02-04 20:27:00+0000,DERIVED,2025-02-05 15:13:00+0000,2025-02-05 15:13:42+0000
1297291851920901040,STAGES,482,9,0,476,6,0,0,+00:00,2025-01-04 01:22:00+0000,+00:00,2025-01-04 09:33:30+0000,DERIVED,2025-01-04 08:46:00+0000,2025-01-04 08:46:28+0000
1410063408396311808,STAGES,457,0,0,379,78,0,0,+02:00,2025-08-17 00:27:30+0000,+02:00,2025-08-17 08:05:00+0000,DERIVED,2025-08-17 06:45:39+0000,2025-08-17 06:45:40+0000
1476929331869780536,STAGES,306,16,0,252,54,0,0,+02:00,2025-08-11 01:04:00+0000,+02:00,2025-08-11 06:10:30+0000,DERIVED,2025-08-11 04:12:22+0000,2025-08-11 04:12:22+0000
1513012786059590888,STAGES,371,0,0,363,8,0,0,+00:00,2024-12-21 03:00:30+0000,+00:00,2024-12-21 09:12:00+0000,DERIVED,2024-12-21 08:33:00+0000,2024-12-21 08:33:51+0000
1625981103602605440,STAGES,576,0,0,486,89,0,0,+02:00,2025-08-04 00:55:00+0000,+02:00,2025-08-04 10:31:00+0000,DERIVED,2025-08-04 08:47:53+0000,2025-08-04 08:47:54+0000
1630867916630491632,STAGES,557,3,0,537,20,0,0,+00:00,2024-12-27 00:21:00+0000,+00:00,2024-12-27 09:41:00+0000,DERIVED,2024-12-27 06:11:00+0000,2024-12-27 08:58:40+0000
1657449238007112168,STAGES,485,0,0,474,11,0,0,+00:00,2024-12-22 03:17:00+0000,+00:00,2024-12-22 11:22:00+0000,DERIVED,2024-12-22 10:40:00+0000,2024-12-22 10:40:35+0000
169067576228409472,STAGES,475,0,0,462,13,0,0,+00:00,2025-01-10 23:34:00+0000,+00:00,2025-01-11 07:29:00+0000,DERIVED,2025-01-11 06:47:00+0000,2025-01-11 06:47:58+0000
1855165788684010944,STAGES,442,1,0,435,7,0,0,+00:00,2025-01-29 22:36:30+0000,+00:00,2025-01-30 05:59:30+0000,DERIVED,2025-01-30 05:16:00+0000,2025-01-30 11:19:03+0000
190851706637053024,STAGES,478,0,0,422,56,0,0,-04:00,2025-08-24 23:11:00+0000,-04:00,2025-08-25 07:09:00+0000,DERIVED,2025-08-25 11:23:27+0000,2025-08-25 11:23:28+0000
1917603974827141024,STAGES,397,1,0,378,19,0,0,+00:00,2025-01-25 01:14:00+0000,+00:00,2025-01-25 07:52:30+0000,DERIVED,2025-01-25 12:53:00+0000,2025-01-25 12:53:09+0000
2066338620917700288,STAGES,599,0,0,569,30,0,0,+00:00,2025-01-23 01:21:30+0000,+00:00,2025-01-23 11:20:30+0000,DERIVED,2025-01-23 11:42:00+0000,2025-01-23 11:42:16+0000
2081046383155677816,CLASSIC,93,0,0,90,3,0,0,+00:00,2024-12-02 02:41:00+0000,+00:00,2024-12-02 04:14:30+0000,DERIVED,2024-12-02 03:51:00+0000,2024-12-02 03:51:15+0000
2081591440964787968,STAGES,533,0,0,499,34,0,0,+00:00,2025-01-01 02:04:00+0000,+00:00,2025-01-01 10:57:30+0000,DERIVED,2025-01-01 10:16:00+0000,2025-01-01 10:16:11+0000
2137417739216710880,STAGES,491,0,0,485,6,0,0,+00:00,2025-01-07 23:49:00+0000,+00:00,2025-01-08 08:00:30+0000,DERIVED,2025-01-08 07:45:00+0000,2025-01-08 07:45:21+0000
2182849862290173408,STAGES,291,0,0,286,5,0,0,+00:00,2025-02-10 03:53:30+0000,+00:00,2025-02-10 08:44:30+0000,DERIVED,2025-02-10 07:58:00+0000,2025-02-10 07:58:45+0000
220577279666577352,STAGES,505,0,0,446,58,0,0,-04:00,2025-08-26 23:49:00+0000,-04:00,2025-08-27 08:14:00+0000,DERIVED,2025-08-27 12:25:30+0000,2025-08-27 12:25:30+0000
