sleep_id,sleep_type,minutes_in_sleep_period,minutes_after_wake_up,minutes_to_fall_asleep,minutes_asleep,minutes_awake,minutes_longest_awakening,minutes_to_persistent_sleep,start_utc_offset,sleep_start,end_utc_offset,sleep_end,data_source,sleep_created,sleep_last_updated
1045274363288449264,STAGES,575,1,0,549,26,0,0,+00:00,2023-03-04 22:10:30+0000,+00:00,2023-03-05 07:46:30+0000,DERIVED,2023-03-05 07:07:00+0000,2023-03-05 07:07:24+0000
1188174673630416720,STAGES,636,0,0,589,47,0,0,+00:00,2022-10-03 01:39:00+0000,+00:00,2022-10-03 12:15:00+0000,DERIVED,2022-10-03 10:32:00+0000,2022-10-03 10:32:35+0000
124260379550957552,CLASSIC,104,0,0,95,9,0,0,+00:00,2023-05-25 12:46:00+0000,+00:00,2023-05-25 14:30:00+0000,DERIVED,2023-05-25 14:52:00+0000,2023-05-25 14:52:52+0000
1253291255344220496,CLASSIC,90,0,0,87,3,0,0,+00:00,2023-06-25 17:33:30+0000,+00:00,2023-06-25 19:04:00+0000,DERIVED,2023-06-25 17:26:00+0000,2023-06-25 17:26:32+0000
1285022861162272704,STAGES,504,0,0,490,14,0,0,+00:00,2022-09-07 00:27:30+0000,+00:00,2022-09-07 08:51:30+0000,DERIVED,2022-09-07 05:11:00+0000,2022-09-07 06:52:50+0000
1347379980397550968,STAGES,412,1,0,392,20,0,0,+00:00,2023-05-17 00:10:00+0000,+00:00,2023-05-17 07:03:00+0000,DERIVED,2023-05-17 05:29:00+0000,2023-05-17 05:29:37+0000
135651414095388968,STAGES,443,8,0,398,45,0,0,+00:00,2023-08-22 00:32:00+0000,+00:00,2023-08-22 08:03:30+0000,DERIVED,2023-08-22 12:20:00+0000,2023-08-22 12:20:30+0000
1357469458614318352,STAGES,558,0,0,537,21,0,0,+00:00,2023-01-08 04:52:00+0000,+00:00,2023-01-08 14:10:00+0000,DERIVED,2023-01-09 04:20:00+0000,2023-01-09 04:20:42+0000
1373117050662647880,STAGES,424,0,0,410,14,0,0,+00:00,2023-01-04 02:20:00+0000,+00:00,2023-01-04 09:24:30+0000,DERIVED,2023-01-04 09:11:00+0000,2023-01-04 09:11:54+0000
1465930989969756352,STAGES,493,1,0,483,10,0,0,+00:00,2023-06-23 22:58:00+0000,+00:00,2023-06-24 07:12:00+0000,DERIVED,2023-06-24 05:57:00+0000,2023-06-24 05:57:16+0000
1496386069878138736,STAGES,689,0,0,661,28,0,0,+00:00,2022-10-10 23:29:00+0000,+00:00,2022-10-11 10:58:00+0000,DERIVED,2022-10-11 09:10:00+0000,2022-10-11 09:10:59+0000
1525416798194600328,STAGES,544,6,0,537,7,0,0,+00:00,2023-03-14 22:39:00+0000,+00:00,2023-03-15 07:49:30+0000,DERIVED,2023-03-15 07:00:00+0000,2023-03-15 07:00:45+0000
1555135117936628848,STAGES,465,0,0,427,38,0,0,+00:00,2022-12-11 01:15:00+0000,+00:00,2022-12-11 09:00:00+0000,DERIVED,2022-12-11 09:56:00+0000,2022-12-11 09:56:57+0000
1559668269469835712,CLASSIC,159,0,0,150,9,0,0,+00:00,2023-04-21 18:26:30+0000,+00:00,2023-04-21 21:06:00+0000,DERIVED,2023-04-23 11:39:00+0000,2023-04-23 11:39:58+0000
1607548295286201912,STAGES,389,0,0,383,6,0,0,+00:00,2023-05-18 23:40:30+0000,+00:00,2023-05-19 06:09:30+0000,DERIVED,2023-05-19 05:45:00+0000,2023-05-19 05:45:15+0000
1633747882380041336,STAGES,411,0,0,392,19,0,0,+00:00,2023-08-29 00:54:00+0000,+00:00,2023-08-29 07:45:30+0000,DERIVED,2023-08-29 12:30:00+0000,2023-08-29 12:30:03+0000
