sleep_id,sleep_score_id,data_source,score_utc_offset,score_time,overall_score,duration_score,composition_score,revitalization_score,sleep_time_minutes,deep_sleep_minutes,rem_sleep_percent,resting_heart_rate,sleep_goal_minutes,waso_count_long_wakes,waso_count_all_wake_time,restlessness_normalized,hr_below_resting_hr,sleep_score_created,sleep_score_last_updated
1032936195169759904,4130946191099437432,DERIVED,+00:00,2025-01-05 09:01:00+0000,73.178,-1,-1,-1,289,63,29.15,70,465,3,14,0.047231270358306189,0.29226666666666667,2025-01-05 09:01:00+0000,2025-01-05 09:01:00+0000
1076516528225840024,5699147114573404344,DERIVED,+00:00,2025-01-10 07:49:00+0000,80.194,-1,-1,-1,367,60,29.41,70,465,3.333333333333333,19,0.04859335038363171,0.653968253968254,2025-01-10 07:49:00+0000,2025-01-10 07:49:00+0000
121158962807775336,2366893497202826072,DERIVED,+00:00,2024-12-02 01:20:30+0000,56.081,-1,-1,-1,233,41,17.01,74,480,10,33,0.11460258780036968,0.015526802218114602,2024-12-02 01:20:30+0000,2024-12-02 01:20:30+0000
1253338893762518688,4318803784419004936,DERIVED,+02:00,2025-08-12 05:56:00+0000,56.291646082626762,-1,-1,-1,292,39,16.753926701570681,83,465,23.666666666666664,82,0.12156862745098039,0.69280775977711273,2025-08-12 04:19:43+0000,2025-08-12 04:19:43+0000
1291499746769563112,5852244689992554784,DERIVED,+00:00,2024-12-23 10:17:00+0000,88.162,-1,-1,-1,536,91,32.73,72,465,7.666666666666667,33,0.087445887445887452,0.97331032499280989,2024-12-23 10:17:00+0000,2024-12-23 10:17:00+0000
1296694650579281064,5139935601620225888,DERIVED,+00:00,2025-02-04 20:27:00+0000,63.642,-1,-1,-1,181,26,28.79,67,465,2.6666666666666665,14,0.042929292929292928,0.034089000839630561,2025-02-04 20:27:00+0000,2025-02-04 20:27:00+0000
1297291851920901040,1295760680922865040,DERIVED,+00:00,2025-01-04 09:33:30+0000,86.508,-1,-1,-1,450,67,29.56,73,465,9.6666666666666661,36,0.0652395514780836,0.99447270261105458,2025-01-04 09:33:30+0000,2025-01-04 09:33:30+0000
1410063408396311808,8428525804692434520,DERIVED,+02:00,2025-08-17 08:05:00+0000,82.928426357453489,-1,-1,-1,379,66,23.227383863080686,76,465,4.333333333333333,24,0.080586080586080591,0.94276775855723227,2025-08-17 06:45:41+0000,2025-08-17 06:45:41+0000
1476929331869780536,4095971411183385680,DERIVED,+02:00,2025-08-11 06:10:30+0000,59.890443774437962,-1,-1,-1,252,0,29.616724738675959,84,465,3.833333333333333,28,0.0817391304347826,0.00065385118347064211,2025-08-11 04:12:23+0000,2025-08-11 04:12:23+0000
1513012786059590888,8608661548895941088,DERIVED,+00:00,2024-12-21 09:12:00+0000,79.218,-1,-1,-1,323,72,28.37,77,465,10.166666666666668,31,0.086776859504132234,0.99111709286675642,2024-12-21 09:12:00+0000,2024-12-21 09:12:00+0000
