timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2025-10-01T00:00:00Z,95.9,90.7,99.3,95.5,1.3,Charge 6
2025-10-02T00:00:00Z,95.8,94.2,97.4,95.4,1.1,Charge 6
2025-10-03T00:00:00Z,94.5,92.2,96.7,95.4,1.1,Charge 6
2025-10-04T00:00:00Z,93.7,93.7,94.4,95.2,1.0,Charge 6
2025-10-05T00:00:00Z,94.7,94.7,95.1,95.2,1.0,Charge 6
2025-10-06T00:00:00Z,96.0,93.7,98.0,95.2,1.0,Charge 6
2025-10-07T00:00:00Z,94.6,93.0,97.0,95.2,1.0,Charge 6
2025-10-08T00:00:00Z,93.9,89.8,97.1,95.2,1.0,Charge 6
2025-10-09T00:00:00Z,96.6,94.6,99.1,95.2,1.0,Charge 6
2025-10-10T00:00:00Z,96.4,96.1,98.9,95.2,1.0,Charge 6
2025-10-11T00:00:00Z,95.7,94.3,97.1,95.2,1.0,Charge 6
2025-10-12T00:00:00Z,94.9,93.4,96.2,95.2,1.0,Charge 6
2025-10-13T00:00:00Z,95.7,91.3,99.2,95.3,1.0,Charge 6
2025-10-14T00:00:00Z,96.3,92.8,99.4,95.3,1.0,Charge 6
2025-10-16T00:00:00Z,97.9,95.9,99.9,95.4,1.1,Charge 6
2025-10-17T00:00:00Z,93.9,91.2,98.0,95.3,1.2,Charge 6
2025-10-19T00:00:00Z,95.0,91.7,98.5,95.3,1.2,Charge 6
2025-10-20T00:00:00Z,95.7,93.1,98.4,95.4,1.1,Charge 6
2025-10-21T00:00:00Z,94.7,92.4,97.0,95.3,1.1,Charge 6
2025-10-22T00:00:00Z,96.2,93.5,99.1,95.4,1.1,Charge 6
2025-10-23T00:00:00Z,93.3,90.0,97.8,95.4,1.1,Charge 6
2025-10-24T00:00:00Z,93.3,91.6,94.6,95.3,1.2,Charge 6
2025-10-25T00:00:00Z,96.1,92.8,98.7,95.3,1.2,Charge 6
2025-10-26T00:00:00Z,93.7,90.3,98.3,95.3,1.2,Charge 6
2025-10-27T00:00:00Z,98.0,97.7,99.4,95.3,1.3,Charge 6
2025-10-28T00:00:00Z,95.5,91.1,100.0,95.2,1.2,Charge 6
2025-10-29T00:00:00Z,92.8,89.6,97.0,95.2,1.3,Charge 6
2025-10-30T00:00:00Z,97.3,96.8,98.1,95.2,1.4,Charge 6
2025-10-31T00:00:00Z,96.2,93.2,99.1,95.3,1.3,Charge 6
