timestamp,level,data source
2025-05-01T06:10:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:11:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:18:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:19:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:20:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:21:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:22:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:23:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:38:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T06:39:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T07:00:29Z,SEDENTARY,Fitbit App
2025-05-01T07:01:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T07:16:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T07:17:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T07:39:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T07:40:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:28:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:29:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:35:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:36:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:37:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:38:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:39:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:40:29Z,MODERATELY_ACTIVE,Fitbit App
2025-05-01T09:41:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-05-01T09:42:29Z,LIGHTLY_ACTIVE,Fitbit App
