timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2024-05-14T00:00:00Z,95.1,90.4,99.2,96.2,1.8,Charge 5
2024-05-15T00:00:00Z,95.9,95.8,96.2,96.3,1.7,Charge 5
2024-05-16T00:00:00Z,96.0,90.8,100.0,96.4,1.6,Charge 5
2024-05-17T00:00:00Z,94.2,92.9,95.6,96.4,1.6,Charge 5
2024-05-18T00:00:00Z,96.7,94.6,98.9,96.5,1.6,Charge 5
2024-05-19T00:00:00Z,97.0,94.1,99.7,96.5,1.6,Charge 5
2024-05-20T00:00:00Z,94.2,94.2,96.0,96.6,1.4,Charge 5
2024-05-23T00:00:00Z,97.9,94.9,100.0,96.6,1.4,Charge 5
2024-05-24T00:00:00Z,96.5,94.6,98.5,96.6,1.4,Charge 5
2024-05-25T00:00:00Z,93.6,93.6,93.6,96.5,1.5,Charge 5
2024-05-26T00:00:00Z,96.3,91.5,99.6,96.6,1.5,Charge 5
2024-05-27T00:00:00Z,94.9,91.5,98.9,96.6,1.5,Charge 5
2024-05-28T00:00:00Z,95.8,94.0,97.3,96.5,1.5,Charge 5
2024-05-29T00:00:00Z,97.1,94.0,99.9,96.5,1.5,Charge 5
2024-05-30T00:00:00Z,98.0,95.6,99.8,96.6,1.5,Charge 5
2024-05-31T00:00:00Z,98.6,97.0,100.0,96.6,1.5,Charge 5
