start time,end time,data source
2023-07-13T05:34:00Z,2023-07-13T07:11:00Z,Fitbit App
2023-07-13T07:15:00Z,2023-07-13T07:36:00Z,Fitbit App
2023-07-13T07:44:00Z,2023-07-13T08:29:00Z,Fitbit App
2023-07-13T08:35:00Z,2023-07-13T08:46:00Z,Fitbit App
2023-07-13T09:24:00Z,2023-07-13T14:10:00Z,Fitbit App
2023-07-13T15:01:00Z,2023-07-13T15:32:00Z,Fitbit App
2023-07-13T15:41:00Z,2023-07-13T16:24:00Z,Fitbit App
2023-07-13T17:09:00Z,2023-07-13T17:49:00Z,Fitbit App
2023-07-13T18:19:00Z,2023-07-13T18:37:00Z,Fitbit App
2023-07-13T18:38:00Z,2023-07-13T20:55:00Z,Fitbit App
