start time,end time,data source
2021-07-24T03:37:00Z,2021-07-24T06:15:00Z,Fitbit App
2021-07-24T06:16:00Z,2021-07-24T07:50:00Z,Fitbit App
2021-07-24T07:54:00Z,2021-07-24T09:07:00Z,Fitbit App
2021-07-24T09:10:00Z,2021-07-24T10:04:00Z,Fitbit App
2021-07-24T11:13:00Z,2021-07-24T12:08:00Z,Fitbit App
2021-07-24T12:09:00Z,2021-07-24T12:35:00Z,Fitbit App
2021-07-24T12:44:00Z,2021-07-24T13:26:00Z,Fitbit App
2021-07-24T14:26:00Z,2021-07-24T14:39:00Z,Fitbit App
2021-07-24T14:48:00Z,2021-07-24T15:02:00Z,Fitbit App
2021-07-24T15:03:00Z,2021-07-24T15:14:00Z,Fitbit App
2021-07-24T15:51:00Z,2021-07-24T16:25:00Z,Fitbit App
2021-07-24T18:35:00Z,2021-07-24T18:57:00Z,Fitbit App
2021-07-24T19:03:00Z,2021-07-24T19:25:00Z,Fitbit App
2021-07-24T19:35:00Z,2021-07-24T19:53:00Z,Fitbit App
2021-07-24T19:55:00Z,2021-07-24T20:55:00Z,Fitbit App
