start time,end time,data source
2021-08-19T06:51:00Z,2021-08-19T07:12:00Z,Fitbit App
2021-08-19T07:13:00Z,2021-08-19T07:39:00Z,Fitbit App
2021-08-19T08:26:00Z,2021-08-19T09:23:00Z,Fitbit App
2021-08-19T09:48:00Z,2021-08-19T10:00:00Z,Fitbit App
2021-08-19T13:18:00Z,2021-08-19T13:30:00Z,Fitbit App
2021-08-19T14:58:00Z,2021-08-19T15:11:00Z,Fitbit App
2021-08-19T18:15:00Z,2021-08-19T19:04:00Z,Fitbit App
2021-08-19T19:06:00Z,2021-08-19T20:27:00Z,Fitbit App
2021-08-19T20:40:00Z,2021-08-19T21:22:00Z,Fitbit App
2021-08-19T21:35:00Z,2021-08-19T22:00:00Z,Fitbit App
2021-08-19T22:04:00Z,2021-08-19T22:44:00Z,Fitbit App
2021-08-19T22:48:00Z,2021-08-19T23:01:00Z,Fitbit App
