timestamp,heart rate zone type,kcal,data source
2024-10-01T00:00:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.47129,Fitbit App
2024-10-01T00:00:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.825354,Fitbit App
2024-10-01T00:01:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.531096,Fitbit App
2024-10-01T00:02:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.708128,Fitbit App
2024-10-01T00:03:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,6.473676,Fitbit App
2024-10-01T00:04:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,11.328933000000001,Fitbit App
2024-10-01T00:05:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,11.917449,Fitbit App
2024-10-01T00:06:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,11.917449,Fitbit App
2024-10-01T00:07:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,6.179418,Fitbit App
2024-10-01T00:08:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,5.296644,Fitbit App
2024-10-01T00:09:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.825354,Fitbit App
2024-10-01T00:10:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.825354,Fitbit App
2024-10-01T00:11:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.531096,Fitbit App
2024-10-01T00:12:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.47129,Fitbit App
2024-10-01T00:13:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.47129,Fitbit App
2024-10-01T00:14:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.47129,Fitbit App
2024-10-01T00:15:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.47129,Fitbit App
2024-10-01T00:16:45Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.47129,Fitbit App
