start time,end time,data source
2022-08-03T08:03:00Z,2022-08-03T10:34:00Z,Fitbit App
2022-08-03T10:43:00Z,2022-08-03T10:54:00Z,Fitbit App
2022-08-03T11:59:00Z,2022-08-03T12:21:00Z,Fitbit App
2022-08-03T12:34:00Z,2022-08-03T12:51:00Z,Fitbit App
2022-08-03T13:32:00Z,2022-08-03T14:14:00Z,Fitbit App
2022-08-03T14:15:00Z,2022-08-03T14:51:00Z,Fitbit App
2022-08-03T15:00:00Z,2022-08-03T15:36:00Z,Fitbit App
2022-08-03T15:40:00Z,2022-08-03T16:02:00Z,Fitbit App
2022-08-03T16:12:00Z,2022-08-03T16:35:00Z,Fitbit App
2022-08-03T16:36:00Z,2022-08-03T17:09:00Z,Fitbit App
2022-08-03T17:28:00Z,2022-08-03T17:44:00Z,Fitbit App
2022-08-03T17:48:00Z,2022-08-03T18:08:00Z,Fitbit App
2022-08-03T18:09:00Z,2022-08-03T18:44:00Z,Fitbit App
2022-08-03T19:17:00Z,2022-08-03T19:44:00Z,Fitbit App
2022-08-03T20:14:00Z,2022-08-03T20:43:00Z,Fitbit App
2022-08-03T20:46:00Z,2022-08-03T22:00:00Z,Fitbit App
2022-08-03T22:00:00Z,2022-08-03T22:32:00Z,Fitbit App
2022-08-03T22:39:00Z,2022-08-03T23:28:00Z,Fitbit App
