start time,end time,data source
2023-12-22T01:12:00Z,2023-12-22T01:32:00Z,Fitbit App
2023-12-22T01:33:00Z,2023-12-22T01:51:00Z,Fitbit App
2023-12-22T02:13:00Z,2023-12-22T03:33:00Z,Fitbit App
2023-12-22T03:56:00Z,2023-12-22T04:45:00Z,Fitbit App
2023-12-22T12:25:00Z,2023-12-22T14:50:00Z,Fitbit App
2023-12-22T15:19:00Z,2023-12-22T17:38:00Z,Fitbit App
2023-12-22T17:44:00Z,2023-12-22T19:29:00Z,Fitbit App
2023-12-22T19:30:00Z,2023-12-22T19:46:00Z,Fitbit App
2023-12-22T20:13:00Z,2023-12-22T20:33:00Z,Fitbit App
2023-12-22T21:01:00Z,2023-12-22T21:20:00Z,Fitbit App
2023-12-22T21:47:00Z,2023-12-22T22:00:00Z,Fitbit App
2023-12-22T22:01:00Z,2023-12-22T22:12:00Z,Fitbit App
2023-12-22T22:48:00Z,2023-12-22T22:58:00Z,Fitbit App
2023-12-22T22:59:00Z,2023-12-22T23:09:00Z,Fitbit App
