timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2023-12-02T00:00:00Z,95.6,95.4,95.6,95.0,1.3,Charge 5
2023-12-03T00:00:00Z,95.4,95.1,96.8,95.0,1.2,Charge 5
2023-12-04T00:00:00Z,93.8,93.8,93.8,95.0,1.2,Charge 5
2023-12-05T00:00:00Z,98.0,95.8,99.2,94.9,1.2,Charge 5
2023-12-06T00:00:00Z,95.4,95.4,95.8,94.9,1.2,Charge 5
2023-12-07T00:00:00Z,95.7,91.5,99.4,95.1,1.1,Charge 5
2023-12-08T00:00:00Z,93.7,90.6,95.4,95.0,1.1,Charge 5
2023-12-09T00:00:00Z,95.6,93.0,98.2,95.0,1.1,Charge 5
2023-12-11T00:00:00Z,95.7,91.7,100.0,95.1,1.1,Charge 5
2023-12-12T00:00:00Z,96.2,93.6,98.7,95.2,1.1,Charge 5
2023-12-14T00:00:00Z,97.3,94.5,99.8,95.2,1.2,Charge 5
2023-12-16T00:00:00Z,96.4,91.1,99.5,95.3,1.2,Charge 5
2023-12-17T00:00:00Z,93.5,90.0,94.6,95.2,1.2,Charge 5
2023-12-19T00:00:00Z,94.3,91.9,95.9,95.2,1.2,Charge 5
2023-12-21T00:00:00Z,96.5,92.0,99.5,95.2,1.3,Charge 5
2023-12-22T00:00:00Z,94.2,92.5,95.2,95.2,1.3,Charge 5
2023-12-23T00:00:00Z,97.3,97.3,98.1,95.2,1.3,Charge 5
2023-12-25T00:00:00Z,94.9,92.8,97.7,95.1,1.3,Charge 5
2023-12-26T00:00:00Z,93.5,93.5,93.6,95.1,1.3,Charge 5
2023-12-27T00:00:00Z,93.8,92.4,94.9,95.0,1.3,Charge 5
2023-12-28T00:00:00Z,94.5,91.7,97.2,95.0,1.3,Charge 5
2023-12-31T00:00:00Z,93.4,89.9,97.1,94.9,1.3,Charge 5
