start time,end time,data source
2023-07-30T00:35:00Z,2023-07-30T01:15:00Z,Fitbit App
2023-07-30T10:26:00Z,2023-07-30T11:06:00Z,Fitbit App
2023-07-30T11:07:00Z,2023-07-30T13:38:00Z,Fitbit App
2023-07-30T13:39:00Z,2023-07-30T13:51:00Z,Fitbit App
2023-07-30T13:57:00Z,2023-07-30T14:07:00Z,Fitbit App
2023-07-30T14:17:00Z,2023-07-30T14:53:00Z,Fitbit App
2023-07-30T14:54:00Z,2023-07-30T15:54:00Z,Fitbit App
2023-07-30T16:02:00Z,2023-07-30T16:56:00Z,Fitbit App
2023-07-30T16:58:00Z,2023-07-30T17:26:00Z,Fitbit App
2023-07-30T17:38:00Z,2023-07-30T17:52:00Z,Fitbit App
2023-07-30T17:54:00Z,2023-07-30T18:06:00Z,Fitbit App
2023-07-30T18:13:00Z,2023-07-30T19:03:00Z,Fitbit App
2023-07-30T19:04:00Z,2023-07-30T19:17:00Z,Fitbit App
2023-07-30T19:19:00Z,2023-07-30T20:06:00Z,Fitbit App
2023-07-30T20:07:00Z,2023-07-30T21:06:00Z,Fitbit App
2023-07-30T21:15:00Z,2023-07-30T21:27:00Z,Fitbit App
2023-07-30T21:43:00Z,2023-07-30T21:53:00Z,Fitbit App
2023-07-30T22:09:00Z,2023-07-30T22:27:00Z,Fitbit App
2023-07-30T22:28:00Z,2023-07-30T22:44:00Z,Fitbit App
2023-07-30T23:05:00Z,2023-07-30T23:39:00Z,Fitbit App
2023-07-30T23:57:00Z,2023-07-31T00:31:00Z,Fitbit App
