timestamp,steps,distance millimeters,altitude gain millimeters,data source
2020-12-18T11:50:13Z,1,0,0,Charge 4
2020-12-18T11:50:14Z,1,0,-304,Charge 4
2020-12-18T11:50:15Z,2,120,304,Charge 4
2020-12-18T11:50:16Z,2,230,-304,Charge 4
2020-12-18T11:50:17Z,1,340,0,Charge 4
2020-12-18T11:50:18Z,2,500,-304,Charge 4
2020-12-18T11:50:19Z,0,570,-304,Charge 4
2020-12-18T11:50:20Z,2,650,-304,Charge 4
2020-12-18T11:50:21Z,2,710,304,Charge 4
2020-12-18T11:50:22Z,2,770,304,Charge 4
2020-12-18T11:50:23Z,1,800,914,Charge 4
2020-12-18T11:50:24Z,0,820,-914,Charge 4
2020-12-18T11:50:25Z,2,1030,609,Charge 4
2020-12-18T11:50:26Z,2,1040,0,Charge 4
2020-12-18T11:50:27Z,2,1040,-609,Charge 4
2020-12-18T11:50:28Z,2,1100,609,Charge 4
2020-12-18T11:50:29Z,2,1200,0,Charge 4
2020-12-18T11:50:30Z,2,1280,0,Charge 4
2020-12-18T11:50:31Z,2,1350,-304,Charge 4
2020-12-18T11:50:32Z,1,1350,304,Charge 4
2020-12-18T11:50:33Z,2,1360,0,Charge 4
2020-12-18T11:50:34Z,2,1360,0,Charge 4
2020-12-18T11:50:35Z,2,1360,0,Charge 4
2020-12-18T11:50:36Z,2,1370,-304,Charge 4
2020-12-18T11:50:37Z,2,1410,304,Charge 4
2020-12-18T11:50:38Z,2,1430,-304,Charge 4
2020-12-18T11:50:39Z,2,1460,304,Charge 4
2020-12-18T11:50:40Z,2,1480,0,Charge 4
2020-12-18T11:50:41Z,1,1480,0,Charge 4
2020-12-18T11:50:42Z,2,1470,-304,Charge 4
2020-12-18T11:50:43Z,2,1470,-304,Charge 4
2020-12-18T11:50:44Z,2,1470,304,Charge 4
2020-12-18T11:50:45Z,1,1460,-304,Charge 4
2020-12-18T11:50:46Z,0,1370,-304,Charge 4
2020-12-18T11:50:47Z,0,1210,304,Charge 4
2020-12-18T11:50:48Z,1,1020,0,Charge 4
2020-12-18T11:50:49Z,2,0,-304,Charge 4
2020-12-18T11:50:50Z,2,390,0,Charge 4
2020-12-18T11:50:51Z,2,650,-304,Charge 4
2020-12-18T11:50:52Z,2,960,609,Charge 4
2020-12-18T11:50:53Z,1,1180,304,Charge 4
2020-12-18T11:50:54Z,2,1440,-609,Charge 4
2020-12-18T11:50:55Z,2,1440,304,Charge 4
2020-12-18T11:50:56Z,2,1430,-304,Charge 4
2020-12-18T11:50:57Z,2,1440,-609,Charge 4
2020-12-18T11:50:58Z,2,1510,304,Charge 4
2020-12-18T11:50:59Z,2,1570,0,Charge 4
2020-12-18T11:51:00Z,3,1670,609,Charge 4
2020-12-18T11:51:01Z,1,1610,-304,Charge 4
2020-12-18T11:51:02Z,2,1600,0,Charge 4
2020-12-18T11:51:03Z,2,1580,609,Charge 4
2020-12-18T11:51:04Z,1,1520,304,Charge 4
2020-12-18T11:51:05Z,4,1550,0,Charge 4
2020-12-18T11:51:06Z,2,1650,0,Charge 4
2020-12-18T11:51:07Z,2,1700,0,Charge 4
2020-12-18T11:51:08Z,2,1750,0,Charge 4
2020-12-18T11:51:09Z,2,1830,-609,Charge 4
2020-12-18T11:51:10Z,1,1660,-914,Charge 4
2020-12-18T11:51:11Z,2,1570,1524,Charge 4
2020-12-18T11:51:12Z,3,1590,-609,Charge 4
2020-12-18T11:51:13Z,2,1610,304,Charge 4
2020-12-18T11:51:14Z,3,1640,304,Charge 4
2020-12-18T11:51:15Z,3,1610,-609,Charge 4
2020-12-18T11:51:16Z,2,1740,0,Charge 4
2020-12-18T11:51:17Z,3,1860,609,Charge 4
2020-12-18T11:51:18Z,2,2020,-609,Charge 4
2020-12-18T11:51:19Z,3,2160,914,Charge 4
2020-12-18T11:51:20Z,2,2180,-1828,Charge 4
2020-12-18T11:51:21Z,3,2210,1524,Charge 4
2020-12-18T11:51:22Z,3,2240,-609,Charge 4
2020-12-18T11:51:23Z,2,2270,0,Charge 4
2020-12-18T11:51:24Z,3,2310,914,Charge 4
2020-12-18T11:51:25Z,3,2350,-914,Charge 4
2020-12-18T11:51:26Z,2,2370,0,Charge 4
2020-12-18T11:51:27Z,3,2390,304,Charge 4
2020-12-18T11:51:28Z,3,2400,0,Charge 4
2020-12-18T11:51:29Z,3,2450,0,Charge 4
2020-12-18T11:51:30Z,2,2460,1219,Charge 4
2020-12-18T11:51:31Z,3,2490,-1828,Charge 4
2020-12-18T11:51:32Z,3,2510,1219,Charge 4
2020-12-18T11:51:33Z,3,2600,-914,Charge 4
2020-12-18T11:51:34Z,2,2630,0,Charge 4
2020-12-18T11:51:35Z,3,2650,914,Charge 4
2020-12-18T11:51:36Z,3,2680,-609,Charge 4
2020-12-18T11:51:37Z,2,2680,0,Charge 4
2020-12-18T11:51:38Z,3,2690,0,Charge 4
2020-12-18T11:51:39Z,3,2690,-304,Charge 4
2020-12-18T11:51:40Z,3,2720,914,Charge 4
2020-12-18T11:51:41Z,2,2710,0,Charge 4
2020-12-18T11:51:42Z,3,2730,-609,Charge 4
2020-12-18T11:51:43Z,3,2720,0,Charge 4
2020-12-18T11:51:44Z,3,2750,304,Charge 4
2020-12-18T11:51:45Z,2,2730,-914,Charge 4
2020-12-18T11:51:46Z,3,2730,304,Charge 4
2020-12-18T11:51:47Z,3,2730,0,Charge 4
2020-12-18T11:51:48Z,2,2700,0,Charge 4
2020-12-18T11:51:49Z,3,2690,1219,Charge 4
2020-12-18T11:51:50Z,3,2690,-1219,Charge 4
2020-12-18T11:51:51Z,2,2680,609,Charge 4
2020-12-18T11:51:52Z,3,2680,0,Charge 4
2020-12-18T11:51:53Z,3,2690,304,Charge 4
2020-12-18T11:51:54Z,2,2680,-304,Charge 4
2020-12-18T11:51:55Z,3,2680,-1524,Charge 4
2020-12-18T11:51:56Z,2,2680,304,Charge 4
2020-12-18T11:51:57Z,2,2680,609,Charge 4
2020-12-18T11:51:58Z,2,2660,-304,Charge 4
2020-12-18T11:51:59Z,2,2640,0,Charge 4
2020-12-18T11:52:00Z,2,2610,-304,Charge 4
2020-12-18T11:52:01Z,2,2600,304,Charge 4
2020-12-18T11:52:02Z,2,2570,304,Charge 4
2020-12-18T11:52:03Z,2,2500,-609,Charge 4
2020-12-18T11:52:04Z,1,2320,914,Charge 4
2020-12-18T11:52:05Z,2,2180,609,Charge 4
2020-12-18T11:52:06Z,2,2070,-304,Charge 4
2020-12-18T11:52:07Z,1,1920,0,Charge 4
2020-12-18T11:52:08Z,2,1800,-609,Charge 4
2020-12-18T11:52:09Z,2,1750,-304,Charge 4
2020-12-18T11:52:10Z,2,1720,304,Charge 4
2020-12-18T11:52:11Z,2,1710,-304,Charge 4
2020-12-18T11:52:12Z,2,1710,304,Charge 4
2020-12-18T11:52:13Z,2,1710,0,Charge 4
2020-12-18T11:52:14Z,2,1710,-304,Charge 4
2020-12-18T11:52:15Z,2,1720,304,Charge 4
2020-12-18T11:52:16Z,2,1720,0,Charge 4
2020-12-18T11:52:17Z,2,1740,304,Charge 4
2020-12-18T11:52:18Z,2,1740,0,Charge 4
2020-12-18T11:52:19Z,2,1740,-304,Charge 4
2020-12-18T11:52:20Z,2,1740,304,Charge 4
2020-12-18T11:52:21Z,2,1750,-304,Charge 4
2020-12-18T11:52:22Z,2,1750,-304,Charge 4
2020-12-18T11:52:23Z,2,1750,304,Charge 4
2020-12-18T11:52:24Z,2,1750,0,Charge 4
2020-12-18T11:52:25Z,2,1740,0,Charge 4
2020-12-18T11:52:26Z,2,1740,0,Charge 4
2020-12-18T11:52:27Z,2,1760,0,Charge 4
2020-12-18T11:52:28Z,2,1760,-304,Charge 4
2020-12-18T11:52:29Z,2,1770,304,Charge 4
2020-12-18T11:52:30Z,2,1750,304,Charge 4
2020-12-18T11:52:31Z,2,1750,304,Charge 4
2020-12-18T11:52:32Z,2,1730,0,Charge 4
2020-12-18T11:52:33Z,2,1740,0,Charge 4
2020-12-18T11:52:34Z,2,1650,-304,Charge 4
2020-12-18T11:52:35Z,2,1750,0,Charge 4
2020-12-18T11:52:36Z,2,1860,-304,Charge 4
2020-12-18T11:52:37Z,2,1970,0,Charge 4
2020-12-18T11:52:38Z,2,2110,0,Charge 4
2020-12-18T11:52:39Z,2,2140,304,Charge 4
2020-12-18T11:52:40Z,2,2190,304,Charge 4
2020-12-18T11:52:41Z,2,2160,-609,Charge 4
2020-12-18T11:52:42Z,2,2170,0,Charge 4
2020-12-18T11:52:43Z,2,2150,304,Charge 4
2020-12-18T11:52:44Z,2,2130,-304,Charge 4
2020-12-18T11:52:45Z,2,2130,304,Charge 4
2020-12-18T11:52:46Z,2,2120,0,Charge 4
2020-12-18T11:52:47Z,2,2120,-304,Charge 4
2020-12-18T11:52:48Z,2,2110,0,Charge 4
2020-12-18T11:52:49Z,2,2120,0,Charge 4
2020-12-18T11:52:50Z,2,2120,0,Charge 4
2020-12-18T11:52:51Z,2,2100,0,Charge 4
2020-12-18T11:52:52Z,2,2100,0,Charge 4
2020-12-18T11:52:53Z,2,2090,-304,Charge 4
2020-12-18T11:52:54Z,2,2080,304,Charge 4
2020-12-18T11:52:55Z,2,2060,-609,Charge 4
2020-12-18T11:52:56Z,2,2040,609,Charge 4
2020-12-18T11:52:57Z,2,2040,0,Charge 4
2020-12-18T11:52:58Z,2,2030,-304,Charge 4
2020-12-18T11:52:59Z,2,2010,304,Charge 4
2020-12-18T11:53:00Z,2,2000,0,Charge 4
2020-12-18T11:53:01Z,2,2000,0,Charge 4
2020-12-18T11:53:02Z,2,2000,0,Charge 4
2020-12-18T11:53:03Z,2,2000,0,Charge 4
2020-12-18T11:53:04Z,2,2000,-304,Charge 4
2020-12-18T11:53:05Z,2,2000,304,Charge 4
2020-12-18T11:53:06Z,2,2000,0,Charge 4
2020-12-18T11:53:07Z,2,2000,-304,Charge 4
2020-12-18T11:53:08Z,2,2000,609,Charge 4
2020-12-18T11:53:09Z,2,2000,-304,Charge 4
2020-12-18T11:53:10Z,2,2000,0,Charge 4
2020-12-18T11:53:11Z,2,2000,0,Charge 4
2020-12-18T11:53:12Z,2,2000,0,Charge 4
2020-12-18T11:53:13Z,2,2000,304,Charge 4
2020-12-18T11:53:14Z,3,2010,609,Charge 4
2020-12-18T11:53:15Z,2,2020,-609,Charge 4
2020-12-18T11:53:16Z,2,2030,0,Charge 4
2020-12-18T11:53:17Z,1,2020,-304,Charge 4
2020-12-18T11:53:18Z,3,2030,-304,Charge 4
2020-12-18T11:53:19Z,1,1960,914,Charge 4
2020-12-18T11:53:20Z,2,1900,-304,Charge 4
2020-12-18T11:53:21Z,1,1820,-304,Charge 4
2020-12-18T11:53:22Z,2,1760,0,Charge 4
2020-12-18T11:53:23Z,2,1710,0,Charge 4
2020-12-18T11:53:24Z,2,1700,0,Charge 4
2020-12-18T11:53:25Z,2,1710,304,Charge 4
2020-12-18T11:53:26Z,2,1720,-304,Charge 4
2020-12-18T11:53:27Z,2,1740,0,Charge 4
2020-12-18T11:53:28Z,2,1750,304,Charge 4
2020-12-18T11:53:29Z,2,1770,0,Charge 4
2020-12-18T11:53:30Z,2,1770,-304,Charge 4
2020-12-18T11:53:31Z,2,1790,304,Charge 4
2020-12-18T11:53:32Z,2,1810,-304,Charge 4
2020-12-18T11:53:33Z,2,1810,0,Charge 4
2020-12-18T11:53:34Z,2,1810,0,Charge 4
2020-12-18T11:53:35Z,2,1830,0,Charge 4
2020-12-18T11:53:36Z,2,1830,304,Charge 4
2020-12-18T11:53:37Z,2,1840,0,Charge 4
2020-12-18T11:53:38Z,2,1820,304,Charge 4
2020-12-18T11:53:39Z,2,1830,-304,Charge 4
2020-12-18T11:53:40Z,2,1840,0,Charge 4
2020-12-18T11:53:41Z,1,1830,609,Charge 4
2020-12-18T11:53:42Z,2,1810,-304,Charge 4
2020-12-18T11:53:43Z,2,1820,0,Charge 4
2020-12-18T11:53:44Z,2,1810,304,Charge 4
2020-12-18T11:53:45Z,2,1810,304,Charge 4
2020-12-18T11:53:46Z,2,1820,-304,Charge 4
2020-12-18T11:53:47Z,2,1820,-304,Charge 4
2020-12-18T11:53:48Z,2,1830,304,Charge 4
2020-12-18T11:53:49Z,2,1830,0,Charge 4
2020-12-18T11:53:50Z,2,1840,0,Charge 4
2020-12-18T11:53:51Z,2,1830,0,Charge 4
2020-12-18T11:53:52Z,2,1820,-304,Charge 4
2020-12-18T11:53:53Z,2,1830,304,Charge 4
2020-12-18T11:53:54Z,2,1810,-609,Charge 4
2020-12-18T11:53:55Z,1,1790,0,Charge 4
2020-12-18T11:53:56Z,2,1780,0,Charge 4
2020-12-18T11:53:57Z,2,1770,0,Charge 4
2020-12-18T11:53:58Z,2,1740,304,Charge 4
2020-12-18T11:53:59Z,2,1740,0,Charge 4
2020-12-18T11:54:00Z,2,1720,-609,Charge 4
2020-12-18T11:54:01Z,2,1730,609,Charge 4
2020-12-18T11:54:02Z,2,1720,0,Charge 4
2020-12-18T11:54:03Z,2,1720,0,Charge 4
2020-12-18T11:54:04Z,2,1720,0,Charge 4
2020-12-18T11:54:05Z,2,1720,0,Charge 4
2020-12-18T11:54:06Z,2,1730,304,Charge 4
2020-12-18T11:54:07Z,2,1730,0,Charge 4
2020-12-18T11:54:08Z,2,1730,-304,Charge 4
2020-12-18T11:54:09Z,2,1730,0,Charge 4
2020-12-18T11:54:10Z,2,1740,0,Charge 4
2020-12-18T11:54:11Z,1,1710,0,Charge 4
2020-12-18T11:54:12Z,2,1710,304,Charge 4
2020-12-18T11:54:13Z,2,1700,-609,Charge 4
2020-12-18T11:54:14Z,2,1700,304,Charge 4
2020-12-18T11:54:15Z,2,3330,609,Charge 4
2020-12-18T11:54:16Z,3,1660,0,Charge 4
2020-12-18T11:54:17Z,1,1630,-609,Charge 4
2020-12-18T11:54:18Z,2,1610,304,Charge 4
2020-12-18T11:54:19Z,2,1600,-304,Charge 4
2020-12-18T11:54:20Z,2,1610,304,Charge 4
2020-12-18T11:54:21Z,2,1610,0,Charge 4
2020-12-18T11:54:22Z,2,1610,0,Charge 4
2020-12-18T11:54:23Z,2,1620,304,Charge 4
2020-12-18T11:54:24Z,2,1620,-304,Charge 4
2020-12-18T11:54:25Z,1,1630,0,Charge 4
2020-12-18T11:54:26Z,2,1610,-304,Charge 4
2020-12-18T11:54:27Z,2,1600,609,Charge 4
2020-12-18T11:54:28Z,2,1600,-304,Charge 4
2020-12-18T11:54:29Z,2,1590,0,Charge 4
2020-12-18T11:54:30Z,2,1610,0,Charge 4
2020-12-18T11:54:31Z,2,1610,304,Charge 4
2020-12-18T11:54:32Z,2,1630,-304,Charge 4
2020-12-18T11:54:33Z,2,1640,0,Charge 4
2020-12-18T11:54:34Z,2,1660,304,Charge 4
2020-12-18T11:54:35Z,2,1660,-609,Charge 4
2020-12-18T11:54:36Z,2,1680,609,Charge 4
2020-12-18T11:54:37Z,1,1680,304,Charge 4
2020-12-18T11:54:38Z,2,1660,0,Charge 4
2020-12-18T11:54:39Z,2,1660,-304,Charge 4
2020-12-18T11:54:40Z,2,1660,0,Charge 4
2020-12-18T11:54:41Z,2,1650,304,Charge 4
2020-12-18T11:54:42Z,2,1640,0,Charge 4
2020-12-18T11:54:43Z,2,1640,0,Charge 4
2020-12-18T11:54:44Z,2,1650,-304,Charge 4
2020-12-18T11:54:45Z,2,1660,304,Charge 4
2020-12-18T11:54:46Z,2,1660,0,Charge 4
2020-12-18T11:54:47Z,2,1670,-304,Charge 4
2020-12-18T11:54:48Z,2,1650,0,Charge 4
2020-12-18T11:54:49Z,2,1660,-304,Charge 4
2020-12-18T11:54:50Z,1,1660,0,Charge 4
2020-12-18T11:54:51Z,2,1640,0,Charge 4
2020-12-18T11:54:52Z,2,1640,0,Charge 4
2020-12-18T11:54:53Z,2,1650,0,Charge 4
2020-12-18T11:54:54Z,2,1630,0,Charge 4
2020-12-18T11:54:55Z,2,1640,0,Charge 4
2020-12-18T11:54:56Z,2,1640,0,Charge 4
2020-12-18T11:54:57Z,2,1630,304,Charge 4
2020-12-18T11:54:58Z,2,1640,-304,Charge 4
2020-12-18T11:54:59Z,2,1640,304,Charge 4
2020-12-18T11:55:00Z,2,1650,304,Charge 4
2020-12-18T11:55:01Z,1,1640,-304,Charge 4
2020-12-18T11:55:02Z,1,1630,304,Charge 4
2020-12-18T11:55:03Z,2,1610,0,Charge 4
2020-12-18T11:55:04Z,2,1610,0,Charge 4
2020-12-18T11:55:05Z,2,1590,0,Charge 4
2020-12-18T11:55:06Z,2,1590,-304,Charge 4
2020-12-18T11:55:07Z,2,1590,304,Charge 4
2020-12-18T11:55:08Z,2,1600,609,Charge 4
2020-12-18T11:55:09Z,2,1610,-304,Charge 4
2020-12-18T11:55:10Z,2,1610,304,Charge 4
2020-12-18T11:55:11Z,2,1620,-304,Charge 4
2020-12-18T11:55:12Z,2,1620,0,Charge 4
2020-12-18T11:55:13Z,2,1630,0,Charge 4
2020-12-18T11:55:14Z,2,1630,0,Charge 4
2020-12-18T11:55:15Z,2,1630,-609,Charge 4
2020-12-18T11:55:16Z,2,1640,0,Charge 4
2020-12-18T11:55:17Z,3,1650,304,Charge 4
2020-12-18T11:55:18Z,2,1650,304,Charge 4
2020-12-18T11:55:19Z,3,1660,-609,Charge 4
2020-12-18T11:55:20Z,3,1750,304,Charge 4
2020-12-18T11:55:21Z,2,1860,304,Charge 4
