start time,end time,data source
2025-02-11T04:43:00Z,2025-02-11T05:05:00Z,Fitbit App
2025-02-11T05:06:00Z,2025-02-11T06:00:00Z,Fitbit App
2025-02-11T06:01:00Z,2025-02-11T06:35:00Z,Fitbit App
2025-02-11T06:53:00Z,2025-02-11T07:05:00Z,Fitbit App
2025-02-11T08:08:00Z,2025-02-11T08:36:00Z,Fitbit App
2025-02-11T08:51:00Z,2025-02-11T10:32:00Z,Fitbit App
2025-02-11T10:34:00Z,2025-02-11T11:18:00Z,Fitbit App
2025-02-11T11:22:00Z,2025-02-11T11:41:00Z,Fitbit App
2025-02-11T11:45:00Z,2025-02-11T11:59:00Z,Fitbit App
2025-02-11T12:00:00Z,2025-02-11T12:27:00Z,Fitbit App
2025-02-11T12:51:00Z,2025-02-11T15:18:00Z,Fitbit App
2025-02-11T15:22:00Z,2025-02-11T15:38:00Z,Fitbit App
2025-02-11T15:39:00Z,2025-02-11T16:43:00Z,Fitbit App
2025-02-11T17:18:00Z,2025-02-11T17:31:00Z,Fitbit App
2025-02-11T17:43:00Z,2025-02-11T18:06:00Z,Fitbit App
2025-02-11T18:08:00Z,2025-02-11T19:15:00Z,Fitbit App
2025-02-11T19:24:00Z,2025-02-11T19:50:00Z,Fitbit App
2025-02-11T20:01:00Z,2025-02-11T20:55:00Z,Fitbit App
2025-02-11T21:16:00Z,2025-02-11T21:57:00Z,Fitbit App
2025-02-11T22:02:00Z,2025-02-11T22:40:00Z,Fitbit App
2025-02-11T22:43:00Z,2025-02-11T23:00:00Z,Fitbit App
2025-02-11T23:00:00Z,2025-02-11T23:29:00Z,Fitbit App
2025-02-11T23:31:00Z,2025-02-11T23:54:00Z,Fitbit App
2025-02-11T23:59:00Z,2025-02-12T00:49:00Z,Fitbit App
