timestamp,gain,data source
2021-09-01T07:19:00Z,3048,Charge 4
2021-09-01T07:48:00Z,3048,Charge 4
2021-09-01T14:42:00Z,3048,Charge 4
2021-09-01T14:44:00Z,6096,Charge 4
2021-09-01T15:08:00Z,3048,Charge 4
2021-09-01T15:10:00Z,3048,Charge 4
2021-09-01T15:11:00Z,3048,Charge 4
2021-09-01T15:12:00Z,3048,Charge 4
2021-09-01T15:13:00Z,3048,Charge 4
2021-09-01T15:14:00Z,3048,Charge 4
2021-09-01T15:17:00Z,3048,Charge 4
2021-09-01T15:19:00Z,3048,Charge 4
2021-09-01T15:20:00Z,6096,Charge 4
2021-09-01T15:21:00Z,6096,Charge 4
2021-09-01T15:22:00Z,6096,Charge 4
2021-09-01T15:43:00Z,9144,Charge 4
2021-09-01T15:45:00Z,9144,Charge 4
2021-09-01T15:46:00Z,9144,Charge 4
2021-09-01T15:47:00Z,6096,Charge 4
2021-09-01T15:49:00Z,3048,Charge 4
2021-09-01T15:50:00Z,9144,Charge 4
2021-09-01T15:51:00Z,6096,Charge 4
2021-09-01T15:52:00Z,3048,Charge 4
2021-09-01T16:02:00Z,6096,Charge 4
2021-09-01T16:03:00Z,3048,Charge 4
2021-09-01T16:04:00Z,3048,Charge 4
2021-09-01T16:05:00Z,6096,Charge 4
2021-09-01T16:06:00Z,3048,Charge 4
2021-09-01T16:07:00Z,6096,Charge 4
2021-09-01T16:08:00Z,9144,Charge 4
2021-09-01T16:09:00Z,6096,Charge 4
2021-09-01T16:10:00Z,6096,Charge 4
2021-09-01T16:11:00Z,9144,Charge 4
2021-09-01T16:34:00Z,3048,Charge 4
2021-09-02T10:30:00Z,3048,Charge 4
2021-09-02T10:38:00Z,3048,Charge 4
2021-09-02T15:20:00Z,3048,Charge 4
2021-09-02T15:27:00Z,3048,Charge 4
2021-09-02T15:28:00Z,3048,Charge 4
2021-09-02T15:56:00Z,3048,Charge 4
2021-09-02T15:58:00Z,3048,Charge 4
2021-09-02T16:00:00Z,3048,Charge 4
2021-09-02T16:01:00Z,3048,Charge 4
2021-09-02T16:03:00Z,3048,Charge 4
2021-09-02T16:55:00Z,3048,Charge 4
2021-09-02T18:34:00Z,3048,Charge 4
2021-09-02T18:35:00Z,3048,Charge 4
2021-09-02T18:36:00Z,3048,Charge 4
2021-09-02T18:37:00Z,3048,Charge 4
2021-09-02T18:42:00Z,3048,Charge 4
2021-09-02T19:02:00Z,3048,Charge 4
2021-09-03T13:43:00Z,3048,Charge 4
2021-09-03T14:32:00Z,6096,Charge 4
2021-09-03T15:34:00Z,3048,Charge 4
2021-09-03T18:41:00Z,3048,Charge 4
2021-09-03T18:42:00Z,3048,Charge 4
2021-09-03T18:43:00Z,3048,Charge 4
2021-09-03T18:45:00Z,3048,Charge 4
2021-09-03T18:51:00Z,3048,Charge 4
2021-09-03T18:52:00Z,6096,Charge 4
2021-09-03T18:57:00Z,3048,Charge 4
2021-09-03T18:58:00Z,6096,Charge 4
2021-09-03T18:59:00Z,3048,Charge 4
2021-09-03T19:01:00Z,3048,Charge 4
2021-09-03T19:02:00Z,6096,Charge 4
2021-09-03T19:03:00Z,3048,Charge 4
2021-09-03T19:05:00Z,3048,Charge 4
2021-09-04T13:01:00Z,3048,Charge 4
2021-09-04T13:04:00Z,3048,Charge 4
2021-09-04T13:06:00Z,3048,Charge 4
2021-09-04T15:06:00Z,3048,Charge 4
2021-09-04T15:09:00Z,3048,Charge 4
2021-09-04T15:50:00Z,3048,Charge 4
2021-09-04T18:40:00Z,3048,Charge 4
2021-09-05T07:10:00Z,3048,Charge 4
2021-09-05T11:51:00Z,3048,Charge 4
2021-09-05T12:02:00Z,3048,Charge 4
2021-09-05T12:03:00Z,3048,Charge 4
2021-09-05T12:16:00Z,9144,Charge 4
2021-09-05T12:31:00Z,3048,Charge 4
2021-09-05T12:36:00Z,3048,Charge 4
2021-09-05T12:46:00Z,3048,Charge 4
2021-09-05T12:47:00Z,3048,Charge 4
2021-09-05T12:50:00Z,3048,Charge 4
2021-09-05T12:53:00Z,3048,Charge 4
2021-09-05T12:57:00Z,3048,Charge 4
2021-09-05T12:58:00Z,3048,Charge 4
2021-09-05T13:01:00Z,3048,Charge 4
2021-09-05T13:13:00Z,3048,Charge 4
2021-09-05T13:16:00Z,3048,Charge 4
2021-09-05T13:23:00Z,3048,Charge 4
2021-09-05T13:25:00Z,3048,Charge 4
2021-09-05T13:27:00Z,3048,Charge 4
2021-09-05T13:30:00Z,3048,Charge 4
2021-09-05T13:33:00Z,3048,Charge 4
2021-09-05T13:36:00Z,3048,Charge 4
2021-09-05T13:39:00Z,3048,Charge 4
2021-09-05T13:42:00Z,3048,Charge 4
2021-09-05T13:43:00Z,3048,Charge 4
2021-09-05T13:59:00Z,3048,Charge 4
2021-09-05T14:01:00Z,3048,Charge 4
2021-09-05T14:02:00Z,3048,Charge 4
2021-09-05T14:04:00Z,3048,Charge 4
2021-09-05T14:17:00Z,3048,Charge 4
2021-09-05T14:48:00Z,3048,Charge 4
2021-09-05T14:49:00Z,3048,Charge 4
2021-09-05T16:23:00Z,3048,Charge 4
2021-09-05T17:16:00Z,3048,Charge 4
2021-09-05T20:33:00Z,3048,Charge 4
2021-09-05T20:36:00Z,3048,Charge 4
2021-09-06T08:14:00Z,3048,Charge 4
2021-09-06T08:15:00Z,3048,Charge 4
2021-09-06T08:53:00Z,3048,Charge 4
2021-09-06T10:25:00Z,3048,Charge 4
2021-09-06T10:26:00Z,3048,Charge 4
2021-09-06T11:09:00Z,3048,Charge 4
2021-09-06T11:16:00Z,3048,Charge 4
2021-09-06T16:43:00Z,3048,Charge 4
2021-09-06T16:44:00Z,6096,Charge 4
2021-09-06T16:46:00Z,6096,Charge 4
2021-09-07T10:30:00Z,3048,Charge 4
2021-09-07T14:25:00Z,3048,Charge 4
2021-09-07T17:36:00Z,3048,Charge 4
2021-09-07T17:38:00Z,3048,Charge 4
2021-09-07T17:44:00Z,3048,Charge 4
2021-09-07T18:08:00Z,6096,Charge 4
2021-09-07T18:09:00Z,6096,Charge 4
2021-09-07T18:10:00Z,3048,Charge 4
2021-09-08T12:14:00Z,3048,Charge 4
2021-09-08T12:16:00Z,3048,Charge 4
2021-09-09T10:14:00Z,3048,Charge 4
2021-09-09T10:15:00Z,3048,Charge 4
2021-09-09T10:32:00Z,3048,Charge 4
2021-09-09T10:45:00Z,3048,Charge 4
2021-09-09T11:01:00Z,3048,Charge 4
2021-09-09T11:05:00Z,3048,Charge 4
2021-09-09T11:06:00Z,3048,Charge 4
2021-09-09T11:09:00Z,3048,Charge 4
2021-09-09T11:16:00Z,3048,Charge 4
2021-09-09T11:21:00Z,3048,Charge 4
2021-09-09T11:24:00Z,3048,Charge 4
2021-09-10T15:08:00Z,3048,Charge 4
2021-09-10T16:03:00Z,3048,Charge 4
2021-09-10T18:30:00Z,3048,Charge 4
2021-09-10T19:11:00Z,3048,Charge 4
2021-09-10T19:37:00Z,3048,Charge 4
2021-09-11T07:41:00Z,3048,Charge 4
2021-09-11T08:15:00Z,3048,Charge 4
2021-09-11T08:23:00Z,3048,Charge 4
2021-09-11T08:27:00Z,3048,Charge 4
2021-09-11T10:14:00Z,3048,Charge 4
2021-09-11T10:15:00Z,3048,Charge 4
2021-09-11T11:32:00Z,3048,Charge 4
2021-09-11T11:33:00Z,3048,Charge 4
2021-09-11T11:34:00Z,3048,Charge 4
2021-09-11T11:53:00Z,6096,Charge 4
