timestamp,latitude,longitude,altitude,data source
2021-01-19T16:10:01Z,48.811132,9.251232,340.7,Charge 4
2021-01-19T16:10:02Z,48.811138,9.251242,340.7,Charge 4
2021-01-19T16:10:03Z,48.811123,9.251230,340.7,Charge 4
2021-01-19T16:10:04Z,48.811127,9.251247,340.7,Charge 4
2021-01-19T16:10:05Z,48.811132,9.251273,340.7,Charge 4
2021-01-19T16:10:06Z,48.811133,9.251287,340.7,Charge 4
2021-01-19T16:10:07Z,48.811136,9.251314,340.7,Fitbit App
2021-01-19T16:10:08Z,48.811142,9.251358,340.7,Charge 4
2021-01-19T16:10:09Z,48.811142,9.251368,341.0,Charge 4
2021-01-19T16:10:10Z,48.811142,9.251360,341.0,Charge 4
2021-01-19T16:10:11Z,48.811140,9.251362,341.0,Charge 4
2021-01-19T16:10:12Z,48.811138,9.251367,341.0,Charge 4
2021-01-19T16:10:13Z,48.811137,9.251382,341.0,Charge 4
2021-01-19T16:10:14Z,48.811139,9.251404,341.0,Fitbit App
2021-01-19T16:10:15Z,48.811137,9.251408,341.0,Charge 4
2021-01-19T16:10:16Z,48.811145,9.251453,341.0,Charge 4
2021-01-19T16:10:17Z,48.811147,9.251470,341.0,Charge 4
2021-01-19T16:10:18Z,48.811150,9.251490,341.0,Charge 4
2021-01-19T16:10:19Z,48.811151,9.251510,340.75,Fitbit App
2021-01-19T16:10:20Z,48.811153,9.251528,340.5,Charge 4
2021-01-19T16:10:21Z,48.811155,9.251552,340.5,Fitbit App
2021-01-19T16:10:22Z,48.811157,9.251568,340.5,Charge 4
2021-01-19T16:10:23Z,48.811162,9.251602,340.5,Charge 4
2021-01-19T16:10:24Z,48.811163,9.251628,340.5,Charge 4
2021-01-19T16:10:25Z,48.811160,9.251655,340.5,Charge 4
2021-01-19T16:10:26Z,48.811160,9.251692,340.5,Charge 4
2021-01-19T16:10:27Z,48.811160,9.251712,340.5,Charge 4
2021-01-19T16:10:28Z,48.811160,9.251730,340.2,Charge 4
2021-01-19T16:10:29Z,48.811162,9.251737,340.2,Fitbit App
2021-01-19T16:10:30Z,48.811162,9.251758,340.2,Charge 4
2021-01-19T16:10:31Z,48.811162,9.251772,340.2,Charge 4
2021-01-19T16:10:32Z,48.811163,9.251790,340.2,Charge 4
2021-01-19T16:10:33Z,48.811168,9.251813,340.2,Charge 4
2021-01-19T16:10:34Z,48.811170,9.251822,340.2,Charge 4
2021-01-19T16:10:35Z,48.811170,9.251835,340.2,Charge 4
2021-01-19T16:10:36Z,48.811173,9.251848,340.2,Charge 4
2021-01-19T16:10:37Z,48.811178,9.251870,340.2,Charge 4
2021-01-19T16:10:38Z,48.811183,9.251893,340.2,Charge 4
2021-01-19T16:10:39Z,48.811192,9.251927,340.2,Charge 4
2021-01-19T16:10:40Z,48.811193,9.251942,340.2,Charge 4
2021-01-19T16:10:41Z,48.811195,9.251943,340.2,Charge 4
2021-01-19T16:10:42Z,48.811197,9.251950,340.2,Charge 4
2021-01-19T16:10:43Z,48.811197,9.251967,340.2,Charge 4
2021-01-19T16:10:44Z,48.811197,9.252012,340.2,Charge 4
2021-01-19T16:10:45Z,48.811197,9.252043,340.2,Charge 4
2021-01-19T16:10:46Z,48.811198,9.252065,340.2,Charge 4
2021-01-19T16:10:47Z,48.811202,9.252078,340.2,Charge 4
2021-01-19T16:10:48Z,48.811207,9.252103,340.2,Charge 4
2021-01-19T16:10:49Z,48.811206,9.252121,340.2,Fitbit App
2021-01-19T16:10:50Z,48.811207,9.252132,340.2,Charge 4
2021-01-19T16:10:51Z,48.811205,9.252172,340.2,Charge 4
2021-01-19T16:10:52Z,48.811207,9.252197,340.2,Charge 4
2021-01-19T16:10:53Z,48.811208,9.252223,340.2,Charge 4
2021-01-19T16:10:54Z,48.811212,9.252245,340.2,Charge 4
2021-01-19T16:10:55Z,48.811215,9.252263,340.2,Charge 4
2021-01-19T16:10:56Z,48.811225,9.252260,340.2,Fitbit App
2021-01-19T16:10:57Z,48.811225,9.252278,340.2,Charge 4
2021-01-19T16:10:58Z,48.811233,9.252295,340.2,Charge 4
2021-01-19T16:10:59Z,48.811238,9.252307,340.2,Charge 4
2021-01-19T16:11:00Z,48.811243,9.252317,340.2,Charge 4
2021-01-19T16:11:01Z,48.811252,9.252330,340.2,Charge 4
2021-01-19T16:11:02Z,48.811263,9.252343,340.5,Charge 4
2021-01-19T16:11:03Z,48.811268,9.252352,340.5,Charge 4
2021-01-19T16:11:04Z,48.811278,9.252367,340.5,Charge 4
2021-01-19T16:11:05Z,48.811285,9.252378,340.5,Charge 4
2021-01-19T16:11:06Z,48.811298,9.252398,340.5,Charge 4
2021-01-19T16:11:07Z,48.811310,9.252413,340.5,Charge 4
2021-01-19T16:11:08Z,48.811328,9.252442,340.5,Charge 4
2021-01-19T16:11:09Z,48.811338,9.252463,340.5,Charge 4
2021-01-19T16:11:10Z,48.811345,9.252483,340.5,Charge 4
2021-01-19T16:11:11Z,48.811348,9.252500,340.5,Charge 4
2021-01-19T16:11:12Z,48.811360,9.252547,340.5,Charge 4
2021-01-19T16:11:13Z,48.811362,9.252578,340.5,Charge 4
2021-01-19T16:11:14Z,48.811363,9.252603,340.5,Charge 4
2021-01-19T16:11:15Z,48.811363,9.252627,340.5,Charge 4
2021-01-19T16:11:16Z,48.811363,9.252645,340.5,Charge 4
2021-01-19T16:11:17Z,48.811352,9.252657,340.5,Charge 4
2021-01-19T16:11:18Z,48.811348,9.252665,340.5,Charge 4
2021-01-19T16:11:19Z,48.811350,9.252687,340.5,Charge 4
2021-01-19T16:11:20Z,48.811352,9.252708,340.5,Charge 4
2021-01-19T16:11:21Z,48.811353,9.252727,340.5,Charge 4
2021-01-19T16:11:22Z,48.811350,9.252737,340.5,Charge 4
2021-01-19T16:11:23Z,48.811345,9.252752,340.5,Charge 4
2021-01-19T16:11:24Z,48.811345,9.252773,340.5,Charge 4
2021-01-19T16:11:25Z,48.811345,9.252795,340.5,Charge 4
2021-01-19T16:11:26Z,48.811345,9.252813,340.5,Charge 4
2021-01-19T16:11:27Z,48.811345,9.252838,340.5,Charge 4
2021-01-19T16:11:28Z,48.811348,9.252858,340.5,Charge 4
2021-01-19T16:11:29Z,48.811348,9.252875,340.5,Charge 4
2021-01-19T16:11:30Z,48.811350,9.252895,340.5,Fitbit App
2021-01-19T16:11:31Z,48.811348,9.252907,340.5,Charge 4
2021-01-19T16:11:32Z,48.811350,9.252937,340.5,Charge 4
2021-01-19T16:11:33Z,48.811357,9.252958,340.5,Fitbit App
2021-01-19T16:11:34Z,48.811355,9.252990,340.5,Charge 4
2021-01-19T16:11:35Z,48.811362,9.253015,340.5,Charge 4
2021-01-19T16:11:36Z,48.811367,9.253033,340.5,Charge 4
2021-01-19T16:11:37Z,48.811373,9.253047,340.5,Charge 4
2021-01-19T16:11:38Z,48.811377,9.253063,340.5,Charge 4
2021-01-19T16:11:39Z,48.811380,9.253077,340.5,Charge 4
2021-01-19T16:11:40Z,48.811383,9.253087,340.5,Charge 4
2021-01-19T16:11:41Z,48.811387,9.253092,340.5,Charge 4
2021-01-19T16:11:42Z,48.811397,9.253107,340.1,Charge 4
2021-01-19T16:11:43Z,48.811400,9.253113,340.1,Charge 4
2021-01-19T16:11:44Z,48.811407,9.253130,340.1,Charge 4
2021-01-19T16:11:45Z,48.811413,9.253142,340.1,Charge 4
2021-01-19T16:11:46Z,48.811423,9.253158,340.1,Charge 4
2021-01-19T16:11:47Z,48.811438,9.253185,340.1,Charge 4
2021-01-19T16:11:48Z,48.811442,9.253202,340.1,Charge 4
2021-01-19T16:11:49Z,48.811442,9.253220,340.1,Charge 4
2021-01-19T16:11:50Z,48.811442,9.253235,340.1,Charge 4
2021-01-19T16:11:51Z,48.811440,9.253257,340.1,Charge 4
2021-01-19T16:11:52Z,48.811442,9.253272,340.1,Charge 4
2021-01-19T16:11:53Z,48.811437,9.253298,340.1,Charge 4
2021-01-19T16:11:54Z,48.811432,9.253312,340.1,Charge 4
2021-01-19T16:11:55Z,48.811430,9.253325,340.1,Charge 4
2021-01-19T16:11:56Z,48.811430,9.253353,340.1,Charge 4
2021-01-19T16:11:57Z,48.811432,9.253375,340.1,Charge 4
2021-01-19T16:11:58Z,48.811433,9.253393,340.1,Charge 4
2021-01-19T16:11:59Z,48.811435,9.253410,340.1,Charge 4
2021-01-19T16:12:00Z,48.811440,9.253443,340.1,Charge 4
2021-01-19T16:12:01Z,48.811440,9.253455,340.1,Charge 4
2021-01-19T16:12:02Z,48.811443,9.253478,340.1,Charge 4
2021-01-19T16:12:03Z,48.811445,9.253508,340.1,Charge 4
2021-01-19T16:12:04Z,48.811447,9.253532,340.1,Charge 4
2021-01-19T16:12:05Z,48.811447,9.253558,340.1,Charge 4
2021-01-19T16:12:06Z,48.811445,9.253578,340.1,Charge 4
2021-01-19T16:12:07Z,48.811442,9.253607,340.1,Charge 4
2021-01-19T16:12:08Z,48.811442,9.253632,340.1,Charge 4
2021-01-19T16:12:09Z,48.811443,9.253657,340.1,Charge 4
2021-01-19T16:12:10Z,48.811453,9.253695,340.1,Fitbit App
