timestamp,distance,data source
2025-10-01T04:50:00Z,9.90,Charge 6
2025-10-01T05:15:00Z,4.60,Charge 6
2025-10-01T05:30:00Z,6.10,Charge 6
2025-10-01T05:31:00Z,4.60,Charge 6
2025-10-01T05:52:00Z,14.60,Charge 6
2025-10-01T06:00:00Z,29.90,Charge 6
2025-10-01T06:01:00Z,5.30,Charge 6
2025-10-01T06:02:00Z,5.30,Charge 6
2025-10-01T06:09:00Z,20.70,Charge 6
2025-10-01T06:16:00Z,7.60,Charge 6
2025-10-01T06:17:00Z,15.30,Charge 6
2025-10-01T06:18:00Z,12.20,Charge 6
2025-10-01T06:19:00Z,17.60,Charge 6
2025-10-01T06:21:00Z,9.90,Charge 6
2025-10-01T06:26:00Z,13.00,Charge 6
2025-10-01T06:38:00Z,19.20,Charge 6
2025-10-01T06:39:00Z,6.10,Charge 6
2025-10-01T06:53:00Z,15.30,Charge 6
2025-10-01T07:33:00Z,16.10,Charge 6
2025-10-01T07:34:00Z,12.30,Charge 6
2025-10-01T07:40:00Z,4.60,Charge 6
2025-10-01T07:45:00Z,6.90,Charge 6
2025-10-01T07:46:00Z,27.60,Charge 6
2025-10-01T07:52:00Z,6.90,Charge 6
2025-10-01T07:56:00Z,7.60,Charge 6
2025-10-01T07:59:00Z,4.60,Charge 6
2025-10-01T08:03:00Z,6.10,Charge 6
2025-10-01T08:04:00Z,27.60,Charge 6
2025-10-01T08:05:00Z,6.90,Charge 6
2025-10-01T08:07:00Z,17.60,Charge 6
2025-10-01T08:25:00Z,3.00,Charge 6
2025-10-01T08:30:00Z,6.10,Charge 6
2025-10-01T08:50:00Z,19.90,Charge 6
2025-10-01T08:52:00Z,26.10,Charge 6
2025-10-01T08:53:00Z,24.50,Charge 6
2025-10-01T08:54:00Z,23.80,Charge 6
2025-10-01T08:55:00Z,24.50,Charge 6
2025-10-01T08:56:00Z,0.70,Charge 6
2025-10-01T09:47:00Z,13.00,Charge 6
2025-10-01T09:49:00Z,28.40,Charge 6
2025-10-01T09:50:00Z,12.20,Charge 6
2025-10-01T10:06:00Z,13.00,Charge 6
2025-10-01T10:07:00Z,40.70,Charge 6
2025-10-01T10:08:00Z,8.40,Charge 6
2025-10-01T10:09:00Z,9.90,Charge 6
2025-10-01T10:24:00Z,29.10,Charge 6
2025-10-01T10:25:00Z,29.10,Charge 6
2025-10-01T10:32:00Z,11.50,Charge 6
2025-10-01T10:33:00Z,36.80,Charge 6
2025-10-01T10:34:00Z,14.60,Charge 6
2025-10-01T10:35:00Z,20.70,Charge 6
2025-10-01T10:36:00Z,19.90,Charge 6
2025-10-01T10:44:00Z,24.50,Charge 6
2025-10-01T10:45:00Z,19.90,Charge 6
2025-10-01T10:46:00Z,23.00,Charge 6
2025-10-01T10:47:00Z,9.20,Charge 6
2025-10-01T10:48:00Z,32.20,Charge 6
2025-10-01T10:49:00Z,17.60,Charge 6
2025-10-01T10:50:00Z,13.00,Charge 6
2025-10-01T10:51:00Z,32.20,Charge 6
2025-10-01T10:52:00Z,26.80,Charge 6
2025-10-01T10:53:00Z,9.20,Charge 6
2025-10-01T10:54:00Z,83.00,Charge 6
2025-10-01T10:55:00Z,74.50,Charge 6
2025-10-01T10:56:00Z,86.20,Charge 6
2025-10-01T10:57:00Z,43.10,Charge 6
2025-10-01T10:58:00Z,64.50,Charge 6
2025-10-01T10:59:00Z,7.40,Charge 6
2025-10-01T11:02:00Z,65.60,Charge 6
2025-10-01T11:03:00Z,64.10,Charge 6
2025-10-01T11:04:00Z,41.10,Charge 6
2025-10-01T11:05:00Z,79.00,Charge 6
2025-10-01T11:06:00Z,61.80,Charge 6
2025-10-01T11:07:00Z,31.20,Charge 6
2025-10-01T11:08:00Z,14.40,Charge 6
2025-10-01T11:09:00Z,17.40,Charge 6
2025-10-01T11:10:00Z,12.70,Charge 6
2025-10-01T11:11:00Z,50.80,Charge 6
2025-10-01T11:12:00Z,4.70,Charge 6
2025-10-01T11:13:00Z,20.10,Charge 6
2025-10-01T11:15:00Z,9.80,Charge 6
2025-10-01T11:16:00Z,10.00,Charge 6
2025-10-01T11:18:00Z,3.40,Charge 6
2025-10-01T11:19:00Z,0.10,Charge 6
2025-10-01T11:20:00Z,27.80,Charge 6
2025-10-01T11:21:00Z,19.30,Charge 6
2025-10-01T11:23:00Z,1.50,Charge 6
2025-10-01T11:24:00Z,4.40,Charge 6
2025-10-01T11:27:00Z,18.30,Charge 6
2025-10-01T11:28:00Z,1.80,Charge 6
2025-10-01T11:30:00Z,11.20,Charge 6
2025-10-01T11:31:00Z,35.30,Charge 6
2025-10-01T11:32:00Z,11.10,Charge 6
2025-10-01T11:33:00Z,6.00,Charge 6
2025-10-01T11:34:00Z,10.20,Charge 6
2025-10-01T11:36:00Z,6.60,Charge 6
2025-10-01T11:37:00Z,4.10,Charge 6
2025-10-01T11:40:00Z,7.20,Charge 6
2025-10-01T11:41:00Z,1.60,Charge 6
2025-10-01T11:42:00Z,4.50,Charge 6
2025-10-01T11:44:00Z,17.10,Charge 6
2025-10-01T11:45:00Z,38.30,Charge 6
2025-10-01T11:46:00Z,10.60,Charge 6
2025-10-01T11:47:00Z,2.10,Charge 6
2025-10-01T11:48:00Z,1.80,Charge 6
2025-10-01T11:51:00Z,13.40,Charge 6
2025-10-01T11:53:00Z,1.70,Charge 6
2025-10-01T11:54:00Z,2.70,Charge 6
2025-10-01T11:55:00Z,1.50,Charge 6
2025-10-01T12:00:00Z,4.30,Charge 6
2025-10-01T12:01:00Z,11.70,Charge 6
2025-10-01T12:02:00Z,14.00,Charge 6
2025-10-01T12:04:00Z,10.00,Charge 6
2025-10-01T12:05:00Z,8.40,Charge 6
2025-10-01T12:06:00Z,1.50,Charge 6
2025-10-01T12:07:00Z,4.80,Charge 6
2025-10-01T12:08:00Z,5.40,Charge 6
2025-10-01T12:09:00Z,6.70,Charge 6
2025-10-01T12:10:00Z,11.10,Charge 6
2025-10-01T12:11:00Z,55.70,Charge 6
2025-10-01T12:12:00Z,3.00,Charge 6
2025-10-01T12:14:00Z,16.10,Charge 6
2025-10-01T12:15:00Z,18.40,Charge 6
2025-10-01T12:16:00Z,36.10,Charge 6
2025-10-01T12:17:00Z,5.30,Charge 6
2025-10-01T12:18:00Z,37.60,Charge 6
2025-10-01T12:19:00Z,66.80,Charge 6
2025-10-01T12:20:00Z,69.10,Charge 6
2025-10-01T12:21:00Z,81.70,Charge 6
2025-10-01T12:22:00Z,81.50,Charge 6
2025-10-01T12:23:00Z,53.00,Charge 6
2025-10-01T12:24:00Z,3.60,Charge 6
2025-10-01T12:25:00Z,17.90,Charge 6
2025-10-01T12:26:00Z,10.80,Charge 6
2025-10-01T12:27:00Z,29.10,Charge 6
2025-10-01T12:28:00Z,27.30,Charge 6
2025-10-01T12:29:00Z,2.70,Charge 6
2025-10-01T12:30:00Z,4.10,Charge 6
2025-10-01T12:31:00Z,3.40,Charge 6
2025-10-01T12:32:00Z,25.80,Charge 6
2025-10-01T12:33:00Z,79.70,Charge 6
2025-10-01T12:34:00Z,69.20,Charge 6
2025-10-01T12:35:00Z,84.40,Charge 6
2025-10-01T12:36:00Z,69.20,Charge 6
2025-10-01T12:37:00Z,21.30,Charge 6
2025-10-01T12:41:00Z,9.20,Charge 6
2025-10-01T12:42:00Z,21.50,Charge 6
2025-10-01T12:43:00Z,81.50,Charge 6
2025-10-01T12:44:00Z,52.80,Charge 6
2025-10-01T12:45:00Z,31.10,Charge 6
2025-10-01T12:46:00Z,43.80,Charge 6
2025-10-01T12:47:00Z,83.50,Charge 6
2025-10-01T12:48:00Z,81.30,Charge 6
2025-10-01T12:49:00Z,71.90,Charge 6
2025-10-01T12:50:00Z,45.80,Charge 6
2025-10-01T12:51:00Z,5.90,Charge 6
2025-10-01T12:52:00Z,21.40,Charge 6
2025-10-01T12:53:00Z,1.20,Charge 6
2025-10-01T12:54:00Z,12.10,Charge 6
2025-10-01T12:57:00Z,38.40,Charge 6
2025-10-01T12:58:00Z,46.10,Charge 6
2025-10-01T12:59:00Z,3.00,Charge 6
2025-10-01T13:00:00Z,4.60,Charge 6
2025-10-01T13:04:00Z,20.70,Charge 6
2025-10-01T13:05:00Z,11.50,Charge 6
2025-10-01T13:06:00Z,22.20,Charge 6
2025-10-01T13:07:00Z,13.00,Charge 6
2025-10-01T13:08:00Z,3.00,Charge 6
2025-10-01T13:09:00Z,6.10,Charge 6
2025-10-01T13:10:00Z,4.60,Charge 6
2025-10-01T13:11:00Z,26.80,Charge 6
2025-10-01T13:14:00Z,20.70,Charge 6
2025-10-01T13:15:00Z,19.20,Charge 6
2025-10-01T13:16:00Z,62.20,Charge 6
2025-10-01T13:17:00Z,13.80,Charge 6
2025-10-01T13:18:00Z,13.80,Charge 6
2025-10-01T13:19:00Z,18.40,Charge 6
2025-10-01T13:20:00Z,13.00,Charge 6
2025-10-01T13:21:00Z,53.70,Charge 6
2025-10-01T13:22:00Z,21.50,Charge 6
2025-10-01T13:23:00Z,36.80,Charge 6
2025-10-01T13:24:00Z,40.70,Charge 6
2025-10-01T13:25:00Z,1.50,Charge 6
2025-10-01T13:26:00Z,23.80,Charge 6
2025-10-01T13:34:00Z,10.70,Charge 6
