timestamp,steps,data source
2021-09-01T05:50:00Z,17,Charge 4
2021-09-01T05:52:00Z,10,Charge 4
2021-09-01T06:50:00Z,11,Charge 4
2021-09-01T07:17:00Z,22,Charge 4
2021-09-01T07:18:00Z,12,Charge 4
2021-09-01T07:19:00Z,22,Charge 4
2021-09-01T07:20:00Z,32,Charge 4
2021-09-01T07:21:00Z,23,Charge 4
2021-09-01T07:22:00Z,24,Charge 4
2021-09-01T07:23:00Z,11,Charge 4
2021-09-01T07:26:00Z,15,Charge 4
2021-09-01T07:28:00Z,6,Charge 4
2021-09-01T07:29:00Z,18,Charge 4
2021-09-01T07:30:00Z,8,Charge 4
2021-09-01T07:31:00Z,44,Charge 4
2021-09-01T07:32:00Z,7,Charge 4
2021-09-01T07:43:00Z,18,Charge 4
2021-09-01T07:44:00Z,39,Charge 4
2021-09-01T07:45:00Z,18,Charge 4
2021-09-01T07:48:00Z,32,Charge 4
2021-09-01T07:49:00Z,3,Charge 4
2021-09-01T07:51:00Z,8,Charge 4
2021-09-01T07:52:00Z,6,Charge 4
2021-09-01T07:53:00Z,4,Charge 4
2021-09-01T08:05:00Z,9,Charge 4
2021-09-01T08:31:00Z,15,Charge 4
2021-09-01T08:55:00Z,12,Charge 4
2021-09-01T08:56:00Z,27,Charge 4
2021-09-01T09:01:00Z,9,Charge 4
2021-09-01T09:02:00Z,4,Charge 4
2021-09-01T09:03:00Z,9,Charge 4
2021-09-01T09:40:00Z,7,Charge 4
2021-09-01T09:52:00Z,11,Charge 4
2021-09-01T10:31:00Z,5,Charge 4
2021-09-01T10:45:00Z,6,Charge 4
2021-09-01T10:47:00Z,9,Charge 4
2021-09-01T10:48:00Z,19,Charge 4
2021-09-01T10:49:00Z,6,Charge 4
2021-09-01T10:50:00Z,7,Charge 4
2021-09-01T10:52:00Z,20,Charge 4
2021-09-01T10:53:00Z,70,Charge 4
2021-09-01T10:54:00Z,27,Charge 4
2021-09-01T10:55:00Z,8,Charge 4
2021-09-01T10:59:00Z,5,Charge 4
2021-09-01T11:00:00Z,16,Charge 4
2021-09-01T11:05:00Z,13,Charge 4
2021-09-01T11:11:00Z,8,Charge 4
2021-09-01T11:30:00Z,6,Charge 4
2021-09-01T12:55:00Z,18,Charge 4
2021-09-01T12:56:00Z,23,Charge 4
2021-09-01T12:57:00Z,24,Charge 4
2021-09-01T12:58:00Z,21,Charge 4
