timestamp,workout,background,total,data source
2025-02-01T00:00:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T00:01:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T00:26:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T00:27:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T00:46:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:01:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:02:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:16:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:27:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:33:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:34:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:44:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:45:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:46:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:47:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:48:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:49:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:50:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:51:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:52:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:53:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:54:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:55:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:56:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:57:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T01:58:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:14:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:19:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:20:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:21:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:22:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:23:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T02:24:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:13:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:14:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:15:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:17:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:18:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:19:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:43:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:44:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:45:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:46:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:50:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T03:51:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T04:08:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T04:15:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T04:25:00Z,0.0,0.0,0.0,Fitbit App
2025-02-01T04:26:00Z,0.0,0.0,0.0,Fitbit App
