timestamp,lap time,stroke count,stroke type,data source
2023-10-01T12:09:37Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-01T12:46:28Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-02T11:21:19Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-02T16:22:17Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-02T16:24:46Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-03T07:04:17Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-03T11:51:12Z,00:00:18.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T05:53:42Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T10:46:25Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T10:46:54Z,00:00:24.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T10:51:32Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T11:25:48Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T11:39:07Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T11:42:30Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-04T13:28:05Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-05T11:12:46Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-05T13:59:09Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-05T14:39:22Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-05T16:44:52Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-07T18:13:07Z,00:00:08.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-09T13:24:34Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-09T15:00:44Z,00:00:14.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-09T15:05:05Z,00:00:14.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-10T09:38:38Z,00:00:08.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T12:49:39Z,00:00:20.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T13:28:43Z,00:00:13.000,13,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T13:29:08Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T17:07:08Z,00:00:15.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:09:37Z,00:00:35.000,21,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:10:49Z,00:00:31.000,20,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:11:27Z,00:00:13.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:11:48Z,00:00:19.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:12:37Z,00:00:52.000,22,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:15:54Z,00:00:42.000,19,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:16:40Z,00:00:10.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-11T18:18:09Z,00:00:41.000,25,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-12T18:30:42Z,00:00:47.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T05:48:37Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:24:05Z,00:00:16.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:25:36Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:27:28Z,00:00:28.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:29:57Z,00:00:57.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:36:33Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:39:09Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:41:34Z,00:00:43.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:46:06Z,00:00:40.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T11:59:41Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T12:09:08Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T12:28:09Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-13T14:24:42Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-14T08:48:02Z,00:00:12.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-14T09:02:02Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-14T10:58:36Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-14T18:06:10Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-14T18:53:22Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T08:51:56Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T08:53:12Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T09:20:11Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T09:42:44Z,00:00:21.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T10:12:19Z,00:00:09.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T10:12:36Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T10:25:35Z,00:00:08.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
2023-10-15T17:19:11Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 5
