start time,end time,data source
2022-06-06T08:13:00Z,2022-06-06T10:12:00Z,Fitbit App
2022-06-06T10:25:00Z,2022-06-06T10:42:00Z,Fitbit App
2022-06-06T10:56:00Z,2022-06-06T11:14:00Z,Fitbit App
2022-06-06T11:18:00Z,2022-06-06T11:39:00Z,Fitbit App
2022-06-06T11:40:00Z,2022-06-06T12:06:00Z,Fitbit App
2022-06-06T12:07:00Z,2022-06-06T13:21:00Z,Fitbit App
2022-06-06T13:22:00Z,2022-06-06T14:42:00Z,Fitbit App
2022-06-06T14:47:00Z,2022-06-06T15:16:00Z,Fitbit App
2022-06-06T16:22:00Z,2022-06-06T16:53:00Z,Fitbit App
2022-06-06T17:00:00Z,2022-06-06T17:16:00Z,Fitbit App
2022-06-06T17:20:00Z,2022-06-06T17:46:00Z,Fitbit App
2022-06-06T17:48:00Z,2022-06-06T18:15:00Z,Fitbit App
2022-06-06T18:16:00Z,2022-06-06T18:41:00Z,Fitbit App
2022-06-06T19:03:00Z,2022-06-06T19:15:00Z,Fitbit App
2022-06-06T19:16:00Z,2022-06-06T20:12:00Z,Fitbit App
2022-06-06T20:14:00Z,2022-06-06T22:00:00Z,Fitbit App
2022-06-06T22:00:00Z,2022-06-06T22:21:00Z,Fitbit App
