timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-09-01T00:00:00Z,93.8,92.9,94.1,94.6,1.5,Charge 4
2022-09-02T00:00:00Z,95.6,95.5,95.7,94.7,1.5,Charge 4
2022-09-03T00:00:00Z,96.7,93.6,99.9,94.8,1.5,Charge 4
2022-09-04T00:00:00Z,92.1,91.1,91.9,94.8,1.5,Charge 4
2022-09-08T00:00:00Z,95.6,96.1,95.8,94.8,1.6,Charge 4
2022-09-11T00:00:00Z,94.5,95.5,95.4,94.8,1.5,Charge 4
2022-09-13T00:00:00Z,95.5,94.2,96.6,94.8,1.5,Charge 4
2022-09-14T00:00:00Z,96.4,93.7,98.0,94.9,1.6,Charge 4
2022-09-15T00:00:00Z,94.9,95.3,96.6,94.9,1.6,Charge 4
2022-09-17T00:00:00Z,91.3,90.5,90.3,94.7,1.7,Charge 4
2022-09-18T00:00:00Z,96.7,92.5,99.6,94.8,1.7,Charge 4
2022-09-21T00:00:00Z,92.7,93.0,92.5,94.7,1.8,Charge 4
2022-09-24T00:00:00Z,93.7,93.3,94.3,94.7,1.7,Charge 4
2022-09-26T00:00:00Z,92.8,94.4,94.1,94.5,1.7,Charge 4
2022-09-30T00:00:00Z,97.0,96.1,98.2,94.6,1.7,Charge 4
