timestamp,distance,data source
2021-12-01T00:24:00Z,11.50,Charge 4
2021-12-01T00:28:00Z,4.60,Charge 4
2021-12-01T01:15:00Z,15.30,Charge 4
2021-12-01T01:17:00Z,13.00,Charge 4
2021-12-01T01:25:00Z,5.30,Charge 4
2021-12-01T01:31:00Z,5.30,Charge 4
2021-12-01T01:32:00Z,4.60,Charge 4
2021-12-01T02:01:00Z,8.40,Charge 4
2021-12-01T02:15:00Z,7.60,Charge 4
2021-12-01T02:21:00Z,6.90,Charge 4
2021-12-01T02:22:00Z,9.90,Charge 4
2021-12-01T02:23:00Z,9.20,Charge 4
2021-12-01T02:25:00Z,3.80,Charge 4
2021-12-01T02:42:00Z,5.30,Charge 4
2021-12-01T03:20:00Z,14.60,Charge 4
2021-12-01T03:21:00Z,6.10,Charge 4
2021-12-01T03:37:00Z,6.90,Charge 4
2021-12-01T03:38:00Z,4.60,Charge 4
2021-12-01T03:39:00Z,5.30,Charge 4
2021-12-01T04:07:00Z,6.90,Charge 4
2021-12-01T04:25:00Z,4.60,Charge 4
2021-12-01T04:56:00Z,3.80,Charge 4
2021-12-01T08:30:00Z,3.80,Charge 4
2021-12-01T09:30:00Z,22.20,Charge 4
2021-12-01T09:31:00Z,11.50,Charge 4
2021-12-01T10:50:00Z,3.00,Charge 4
2021-12-01T10:57:00Z,3.00,Charge 4
2021-12-01T11:34:00Z,6.10,Charge 4
2021-12-01T11:44:00Z,7.60,Charge 4
2021-12-01T11:46:00Z,11.50,Charge 4
2021-12-01T11:47:00Z,20.70,Charge 4
2021-12-01T11:48:00Z,0.70,Charge 4
2021-12-01T11:49:00Z,29.90,Charge 4
2021-12-01T11:58:00Z,8.40,Charge 4
2021-12-01T12:07:00Z,6.90,Charge 4
2021-12-01T12:12:00Z,6.10,Charge 4
2021-12-01T12:13:00Z,7.60,Charge 4
2021-12-01T12:15:00Z,8.40,Charge 4
2021-12-01T12:16:00Z,7.60,Charge 4
2021-12-01T12:57:00Z,6.10,Charge 4
2021-12-01T14:05:00Z,3.00,Charge 4
2021-12-01T14:18:00Z,18.40,Charge 4
2021-12-01T14:35:00Z,14.60,Charge 4
2021-12-01T14:37:00Z,13.80,Charge 4
2021-12-01T14:57:00Z,24.50,Charge 4
2021-12-01T15:04:00Z,9.20,Charge 4
2021-12-01T15:05:00Z,29.90,Charge 4
2021-12-01T15:06:00Z,17.60,Charge 4
2021-12-01T15:07:00Z,5.30,Charge 4
2021-12-01T15:09:00Z,24.50,Charge 4
2021-12-01T15:34:00Z,6.10,Charge 4
2021-12-01T15:39:00Z,25.30,Charge 4
2021-12-01T15:42:00Z,16.10,Charge 4
2021-12-01T15:43:00Z,10.70,Charge 4
2021-12-01T15:46:00Z,9.20,Charge 4
2021-12-01T15:47:00Z,3.80,Charge 4
2021-12-01T15:49:00Z,17.60,Charge 4
2021-12-01T15:50:00Z,25.30,Charge 4
2021-12-01T15:51:00Z,23.00,Charge 4
2021-12-01T15:52:00Z,28.40,Charge 4
2021-12-01T15:53:00Z,56.80,Charge 4
2021-12-01T15:54:00Z,83.80,Charge 4
2021-12-01T15:55:00Z,86.90,Charge 4
2021-12-01T15:56:00Z,85.30,Charge 4
2021-12-01T15:57:00Z,86.90,Charge 4
2021-12-01T15:58:00Z,85.30,Charge 4
2021-12-01T15:59:00Z,85.30,Charge 4
2021-12-01T16:00:00Z,88.40,Charge 4
2021-12-01T16:01:00Z,86.90,Charge 4
2021-12-01T16:02:00Z,86.10,Charge 4
2021-12-01T16:03:00Z,88.40,Charge 4
2021-12-01T16:04:00Z,69.90,Charge 4
