start time,end time,data source
2024-12-16T07:58:00Z,2024-12-16T09:45:00Z,Fitbit App
2024-12-16T10:58:00Z,2024-12-16T11:27:00Z,Fitbit App
2024-12-16T11:30:00Z,2024-12-16T11:46:00Z,Fitbit App
2024-12-16T14:05:00Z,2024-12-16T14:48:00Z,Fitbit App
2024-12-16T16:27:00Z,2024-12-16T17:04:00Z,Fitbit App
2024-12-16T17:37:00Z,2024-12-16T18:14:00Z,Fitbit App
2024-12-16T18:19:00Z,2024-12-16T18:33:00Z,Fitbit App
2024-12-16T19:29:00Z,2024-12-16T19:50:00Z,Fitbit App
2024-12-16T20:29:00Z,2024-12-16T20:41:00Z,Fitbit App
2024-12-16T20:51:00Z,2024-12-16T21:06:00Z,Fitbit App
2024-12-16T21:49:00Z,2024-12-16T21:59:00Z,Fitbit App
2024-12-16T22:17:00Z,2024-12-16T22:42:00Z,Fitbit App
2024-12-16T22:44:00Z,2024-12-16T22:54:00Z,Fitbit App
