start time,end time,data source
2023-02-04T00:08:00Z,2023-02-04T00:21:00Z,Fitbit App
2023-02-04T00:22:00Z,2023-02-04T01:19:00Z,Fitbit App
2023-02-04T01:20:00Z,2023-02-04T01:45:00Z,Fitbit App
2023-02-04T10:10:00Z,2023-02-04T10:20:00Z,Fitbit App
2023-02-04T12:41:00Z,2023-02-04T12:52:00Z,Fitbit App
2023-02-04T15:08:00Z,2023-02-04T15:18:00Z,Fitbit App
2023-02-04T15:31:00Z,2023-02-04T15:48:00Z,Fitbit App
2023-02-04T15:52:00Z,2023-02-04T16:46:00Z,Fitbit App
2023-02-04T16:49:00Z,2023-02-04T17:14:00Z,Fitbit App
2023-02-04T18:51:00Z,2023-02-04T19:02:00Z,Fitbit App
2023-02-04T19:10:00Z,2023-02-04T19:33:00Z,Fitbit App
2023-02-04T19:34:00Z,2023-02-04T19:44:00Z,Fitbit App
2023-02-04T19:45:00Z,2023-02-04T20:00:00Z,Fitbit App
2023-02-04T20:12:00Z,2023-02-04T20:31:00Z,Fitbit App
2023-02-04T20:40:00Z,2023-02-04T20:50:00Z,Fitbit App
2023-02-04T20:55:00Z,2023-02-04T21:10:00Z,Fitbit App
2023-02-04T21:11:00Z,2023-02-04T21:45:00Z,Fitbit App
