timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2023-04-01T00:00:00Z,97.4,93.4,99.6,95.5,1.3,Charge 4
2023-04-02T00:00:00Z,96.9,96.4,97.6,95.5,1.3,Charge 4
2023-04-04T00:00:00Z,95.7,95.3,96.5,95.5,1.3,Charge 4
2023-04-05T00:00:00Z,95.9,95.2,95.6,95.6,1.3,Charge 4
2023-04-06T00:00:00Z,96.5,93.4,100.0,95.6,1.3,Charge 4
2023-04-08T00:00:00Z,95.6,93.8,98.1,95.6,1.3,Charge 4
2023-04-09T00:00:00Z,95.5,95.4,96.0,95.6,1.3,Charge 4
2023-04-10T00:00:00Z,97.3,99.2,95.7,95.7,1.3,Charge 4
2023-04-12T00:00:00Z,96.4,94.5,97.8,95.7,1.3,Charge 4
2023-04-13T00:00:00Z,93.5,94.2,93.5,95.6,1.4,Charge 4
2023-04-14T00:00:00Z,95.3,94.6,98.8,95.6,1.4,Charge 4
2023-04-18T00:00:00Z,95.5,95.5,95.4,95.6,1.4,Charge 4
2023-04-19T00:00:00Z,97.2,94.9,98.9,95.8,1.3,Charge 4
2023-04-20T00:00:00Z,94.6,92.1,98.1,95.7,1.3,Charge 4
2023-04-26T00:00:00Z,96.6,93.0,99.1,95.7,1.3,Charge 4
2023-04-27T00:00:00Z,96.5,93.9,98.8,95.9,1.1,Charge 4
2023-04-28T00:00:00Z,95.6,93.0,99.9,95.8,1.1,Charge 4
2023-04-29T00:00:00Z,96.7,97.1,97.6,95.9,1.1,Charge 4
2023-04-30T00:00:00Z,97.1,94.9,99.4,95.9,1.1,Charge 4
