timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-01-05T09:28:38Z,0,0,0,Charge 6
2025-01-05T09:28:39Z,2,0,0,Charge 6
2025-01-05T09:28:40Z,2,190,0,Charge 6
2025-01-05T09:28:41Z,2,310,0,Charge 6
2025-01-05T09:28:42Z,2,470,0,Charge 6
2025-01-05T09:28:43Z,1,620,0,Charge 6
2025-01-05T09:28:44Z,1,700,0,Charge 6
2025-01-05T09:28:45Z,4,830,0,Charge 6
2025-01-05T09:28:46Z,0,870,0,Charge 6
2025-01-05T09:28:47Z,1,860,0,Charge 6
2025-01-05T09:28:48Z,1,880,0,Charge 6
2025-01-05T09:28:49Z,2,900,0,Charge 6
2025-01-05T09:28:50Z,2,1120,0,Charge 6
2025-01-05T09:28:51Z,2,1140,0,Charge 6
2025-01-05T09:28:52Z,2,1200,0,Charge 6
2025-01-05T09:28:53Z,2,1290,0,Charge 6
2025-01-05T09:28:54Z,2,1340,0,Charge 6
2025-01-05T09:28:55Z,1,1350,0,Charge 6
2025-01-05T09:28:56Z,2,1360,0,Charge 6
2025-01-05T09:28:57Z,1,1360,0,Charge 6
2025-01-05T09:28:58Z,2,1350,0,Charge 6
2025-01-05T09:28:59Z,2,1350,0,Charge 6
2025-01-05T09:29:00Z,2,1350,0,Charge 6
2025-01-05T09:29:01Z,1,1360,0,Charge 6
2025-01-05T09:29:02Z,2,1360,0,Charge 6
2025-01-05T09:29:03Z,1,1360,0,Charge 6
2025-01-05T09:29:04Z,2,1350,0,Charge 6
2025-01-05T09:29:05Z,2,1350,0,Charge 6
2025-01-05T09:29:06Z,1,1340,0,Charge 6
2025-01-05T09:29:07Z,2,1350,0,Charge 6
2025-01-05T09:29:08Z,1,1340,0,Charge 6
2025-01-05T09:29:09Z,0,1230,0,Charge 6
2025-01-05T09:29:10Z,2,1080,0,Charge 6
2025-01-05T09:29:11Z,1,0,0,Charge 6
2025-01-05T09:29:12Z,2,0,0,Charge 6
2025-01-05T09:29:13Z,1,0,0,Charge 6
2025-01-05T09:29:14Z,2,1240,0,Charge 6
2025-01-05T09:29:15Z,0,370,0,Charge 6
2025-01-05T09:29:16Z,1,450,0,Charge 6
2025-01-05T09:29:17Z,3,620,0,Charge 6
2025-01-05T09:29:18Z,1,780,0,Charge 6
2025-01-05T09:29:19Z,0,750,0,Charge 6
2025-01-05T09:29:20Z,2,820,0,Charge 6
2025-01-05T09:29:21Z,1,850,0,Charge 6
2025-01-05T09:29:22Z,2,850,0,Charge 6
2025-01-05T09:29:23Z,1,840,0,Charge 6
2025-01-05T09:29:24Z,1,890,0,Charge 6
2025-01-05T09:29:25Z,1,960,0,Charge 6
2025-01-05T09:29:26Z,4,1060,0,Charge 6
2025-01-05T09:29:27Z,1,1100,0,Charge 6
2025-01-05T09:29:28Z,2,1170,0,Charge 6
2025-01-05T09:29:29Z,1,1230,0,Charge 6
2025-01-05T09:29:30Z,1,1260,0,Charge 6
2025-01-05T09:29:31Z,0,1140,0,Charge 6
2025-01-05T09:29:32Z,2,1140,0,Charge 6
2025-01-05T09:29:33Z,1,1040,0,Charge 6
2025-01-05T09:29:34Z,1,970,0,Charge 6
2025-01-05T09:29:35Z,1,920,0,Charge 6
2025-01-05T09:29:36Z,1,850,0,Charge 6
2025-01-05T09:29:37Z,1,820,0,Charge 6
2025-01-05T09:29:38Z,1,790,0,Charge 6
2025-01-05T09:29:39Z,2,800,0,Charge 6
2025-01-05T09:29:40Z,2,850,0,Charge 6
2025-01-05T09:29:41Z,1,900,0,Charge 6
2025-01-05T09:29:42Z,2,1020,0,Charge 6
2025-01-05T09:29:43Z,2,1110,0,Charge 6
2025-01-05T09:29:44Z,2,1180,0,Charge 6
2025-01-05T09:29:45Z,2,1220,0,Charge 6
2025-01-05T09:29:46Z,2,1310,0,Charge 6
2025-01-05T09:29:47Z,2,1360,0,Charge 6
2025-01-05T09:29:48Z,2,1360,0,Charge 6
2025-01-05T09:29:49Z,1,1370,0,Charge 6
2025-01-05T09:29:50Z,2,1360,0,Charge 6
2025-01-05T09:29:51Z,2,1370,0,Charge 6
2025-01-05T09:29:52Z,2,1370,0,Charge 6
2025-01-05T09:29:53Z,1,1360,0,Charge 6
2025-01-05T09:29:54Z,2,1370,0,Charge 6
2025-01-05T09:29:55Z,1,1360,0,Charge 6
2025-01-05T09:29:56Z,1,1350,0,Charge 6
2025-01-05T09:29:57Z,0,1210,0,Charge 6
2025-01-05T09:29:58Z,0,1050,0,Charge 6
