timestamp,steps,distance millimeters,altitude gain millimeters,data source
2023-12-29T19:16:10Z,0,0,0,Charge 5
2023-12-29T19:16:11Z,2,0,0,Charge 5
2023-12-29T19:16:12Z,2,0,0,Charge 5
2023-12-29T19:16:13Z,2,190,0,Charge 5
2023-12-29T19:16:14Z,2,310,0,Charge 5
2023-12-29T19:16:15Z,3,500,0,Charge 5
2023-12-29T19:16:16Z,2,690,0,Charge 5
2023-12-29T19:16:17Z,2,850,0,Charge 5
2023-12-29T19:16:18Z,2,970,0,Charge 5
2023-12-29T19:16:19Z,2,1070,0,Charge 5
2023-12-29T19:16:20Z,2,1110,0,Charge 5
2023-12-29T19:16:21Z,2,1150,0,Charge 5
2023-12-29T19:16:22Z,3,1210,0,Charge 5
2023-12-29T19:16:23Z,2,1490,0,Charge 5
2023-12-29T19:16:24Z,2,1530,0,Charge 5
2023-12-29T19:16:25Z,2,1550,0,Charge 5
2023-12-29T19:16:26Z,2,1570,0,Charge 5
2023-12-29T19:16:27Z,2,1550,0,Charge 5
2023-12-29T19:16:28Z,2,1530,0,Charge 5
2023-12-29T19:16:29Z,3,1560,0,Charge 5
2023-12-29T19:16:30Z,2,1580,0,Charge 5
2023-12-29T19:16:31Z,2,1590,0,Charge 5
2023-12-29T19:16:32Z,2,1600,0,Charge 5
2023-12-29T19:16:33Z,1,2280,0,Charge 5
2023-12-29T19:16:34Z,3,2260,0,Charge 5
2023-12-29T19:16:35Z,2,2270,0,Charge 5
2023-12-29T19:16:36Z,1,1630,0,Charge 5
2023-12-29T19:16:37Z,2,1630,0,Charge 5
2023-12-29T19:16:38Z,2,1620,0,Charge 5
2023-12-29T19:16:39Z,2,1620,0,Charge 5
2023-12-29T19:16:40Z,3,1620,0,Charge 5
2023-12-29T19:16:41Z,2,1600,0,Charge 5
2023-12-29T19:16:42Z,2,1620,0,Charge 5
2023-12-29T19:16:43Z,2,1620,0,Charge 5
2023-12-29T19:16:44Z,2,1630,0,Charge 5
2023-12-29T19:16:45Z,2,1660,0,Charge 5
2023-12-29T19:16:46Z,2,1650,0,Charge 5
2023-12-29T19:16:47Z,2,1650,0,Charge 5
2023-12-29T19:16:48Z,2,1640,0,Charge 5
2023-12-29T19:16:49Z,2,1650,0,Charge 5
2023-12-29T19:16:50Z,2,1640,0,Charge 5
2023-12-29T19:16:51Z,3,2270,0,Charge 5
2023-12-29T19:16:52Z,2,2270,0,Charge 5
2023-12-29T19:16:53Z,2,2280,0,Charge 5
2023-12-29T19:16:54Z,2,2270,0,Charge 5
2023-12-29T19:16:55Z,2,2270,0,Charge 5
2023-12-29T19:16:56Z,2,2280,0,Charge 5
2023-12-29T19:16:57Z,2,2260,0,Charge 5
2023-12-29T19:16:58Z,2,2270,0,Charge 5
2023-12-29T19:16:59Z,2,2260,0,Charge 5
2023-12-29T19:17:00Z,2,2250,0,Charge 5
2023-12-29T19:17:01Z,2,2260,0,Charge 5
2023-12-29T19:17:02Z,2,2250,0,Charge 5
2023-12-29T19:17:03Z,2,2250,0,Charge 5
2023-12-29T19:17:04Z,2,2250,0,Charge 5
2023-12-29T19:17:05Z,2,2240,0,Charge 5
2023-12-29T19:17:06Z,2,2250,0,Charge 5
2023-12-29T19:17:07Z,2,2240,0,Charge 5
2023-12-29T19:17:08Z,2,2230,0,Charge 5
2023-12-29T19:17:09Z,2,2240,0,Charge 5
2023-12-29T19:17:10Z,2,2230,0,Charge 5
2023-12-29T19:17:11Z,1,1610,0,Charge 5
2023-12-29T19:17:12Z,1,1510,0,Charge 5
2023-12-29T19:17:13Z,2,1440,0,Charge 5
2023-12-29T19:17:14Z,1,1340,0,Charge 5
2023-12-29T19:17:15Z,0,1190,0,Charge 5
2023-12-29T19:17:16Z,1,1090,0,Charge 5
2023-12-29T19:17:17Z,2,1050,0,Charge 5
2023-12-29T19:17:18Z,2,1010,0,Charge 5
2023-12-29T19:17:19Z,2,1020,0,Charge 5
2023-12-29T19:17:20Z,1,1020,0,Charge 5
2023-12-29T19:17:21Z,2,1030,0,Charge 5
2023-12-29T19:17:22Z,2,1040,0,Charge 5
2023-12-29T19:17:23Z,2,1050,0,Charge 5
2023-12-29T19:17:24Z,1,1050,0,Charge 5
2023-12-29T19:17:25Z,1,1060,0,Charge 5
2023-12-29T19:17:26Z,0,1020,0,Charge 5
2023-12-29T19:17:27Z,0,920,0,Charge 5
2023-12-29T19:17:28Z,0,0,0,Charge 5
2023-12-29T19:17:29Z,1,0,0,Charge 5
2023-12-29T19:17:30Z,2,0,0,Charge 5
2023-12-29T19:17:31Z,2,0,0,Charge 5
2023-12-29T19:17:32Z,1,210,0,Charge 5
2023-12-29T19:17:33Z,1,210,0,Charge 5
2023-12-29T19:17:34Z,1,340,0,Charge 5
2023-12-29T19:17:35Z,0,430,0,Charge 5
2023-12-29T19:17:36Z,0,1070,0,Charge 5
2023-12-29T19:17:37Z,0,0,0,Charge 5
2023-12-29T19:17:38Z,0,0,0,Charge 5
2023-12-29T19:17:39Z,0,0,0,Charge 5
2023-12-29T19:17:40Z,0,0,0,Charge 5
2023-12-29T19:17:41Z,0,0,0,Charge 5
2023-12-29T19:17:42Z,0,0,0,Charge 5
2023-12-29T19:17:43Z,0,0,0,Charge 5
2023-12-29T19:17:44Z,0,0,0,Charge 5
2023-12-29T19:17:45Z,0,0,0,Charge 5
2023-12-29T19:17:46Z,0,0,0,Charge 5
2023-12-29T19:17:47Z,2,0,0,Charge 5
2023-12-29T19:17:48Z,0,0,0,Charge 5
2023-12-29T19:17:49Z,2,140,0,Charge 5
2023-12-29T19:17:50Z,1,290,0,Charge 5
2023-12-29T19:17:51Z,3,510,0,Charge 5
2023-12-29T22:42:14Z,0,0,0,Charge 5
2023-12-29T22:42:15Z,3,0,0,Charge 5
2023-12-29T22:42:16Z,2,0,0,Charge 5
2023-12-29T22:42:17Z,3,220,0,Charge 5
2023-12-29T22:42:18Z,2,360,0,Charge 5
2023-12-29T22:42:19Z,2,530,0,Charge 5
2023-12-29T22:42:20Z,2,720,0,Charge 5
2023-12-29T22:42:21Z,2,870,0,Charge 5
2023-12-29T22:42:22Z,2,960,0,Charge 5
2023-12-29T22:42:23Z,2,1020,0,Charge 5
2023-12-29T22:42:24Z,1,1050,0,Charge 5
2023-12-29T22:42:25Z,2,1070,0,Charge 5
2023-12-29T22:42:26Z,1,1050,0,Charge 5
2023-12-29T22:42:27Z,2,1280,0,Charge 5
2023-12-29T22:42:28Z,2,1280,0,Charge 5
2023-12-29T22:42:29Z,2,1270,0,Charge 5
2023-12-29T22:42:30Z,2,1300,0,Charge 5
2023-12-29T22:42:31Z,2,1310,0,Charge 5
