start time,end time,data source
2024-12-19T01:35:00Z,2024-12-19T02:00:00Z,Fitbit App
2024-12-19T07:22:00Z,2024-12-19T09:17:00Z,Fitbit App
2024-12-19T09:26:00Z,2024-12-19T09:38:00Z,Fitbit App
2024-12-19T09:39:00Z,2024-12-19T09:56:00Z,Fitbit App
2024-12-19T09:57:00Z,2024-12-19T10:12:00Z,Fitbit App
2024-12-19T11:37:00Z,2024-12-19T11:55:00Z,Fitbit App
2024-12-19T11:56:00Z,2024-12-19T12:18:00Z,Fitbit App
2024-12-19T12:25:00Z,2024-12-19T12:36:00Z,Fitbit App
2024-12-19T14:49:00Z,2024-12-19T15:07:00Z,Fitbit App
2024-12-19T15:08:00Z,2024-12-19T15:21:00Z,Fitbit App
2024-12-19T15:32:00Z,2024-12-19T16:12:00Z,Fitbit App
2024-12-19T16:14:00Z,2024-12-19T17:32:00Z,Fitbit App
2024-12-19T17:33:00Z,2024-12-19T18:21:00Z,Fitbit App
2024-12-19T18:25:00Z,2024-12-19T18:38:00Z,Fitbit App
2024-12-19T18:39:00Z,2024-12-19T19:08:00Z,Fitbit App
2024-12-19T19:09:00Z,2024-12-19T21:04:00Z,Fitbit App
2024-12-19T21:06:00Z,2024-12-19T23:00:00Z,Fitbit App
2024-12-19T23:00:00Z,2024-12-20T02:23:00Z,Fitbit App
