start time,end time,data source
2025-11-01T05:35:00Z,2025-11-01T05:49:00Z,Fitbit App
2025-11-01T05:57:00Z,2025-11-01T06:19:00Z,Fitbit App
2025-11-01T06:37:00Z,2025-11-01T07:10:00Z,Fitbit App
2025-11-01T07:11:00Z,2025-11-01T07:21:00Z,Fitbit App
2025-11-01T07:22:00Z,2025-11-01T07:39:00Z,Fitbit App
2025-11-01T08:02:00Z,2025-11-01T08:16:00Z,Fitbit App
2025-11-01T08:17:00Z,2025-11-01T08:49:00Z,Fitbit App
2025-11-01T09:01:00Z,2025-11-01T09:17:00Z,Fitbit App
2025-11-01T09:23:00Z,2025-11-01T10:17:00Z,Fitbit App
2025-11-01T10:26:00Z,2025-11-01T10:58:00Z,Fitbit App
2025-11-01T13:18:00Z,2025-11-01T13:35:00Z,Fitbit App
2025-11-01T14:01:00Z,2025-11-01T14:40:00Z,Fitbit App
2025-11-01T14:56:00Z,2025-11-01T15:11:00Z,Fitbit App
2025-11-01T15:45:00Z,2025-11-01T15:56:00Z,Fitbit App
2025-11-01T16:05:00Z,2025-11-01T16:15:00Z,Fitbit App
2025-11-01T17:10:00Z,2025-11-01T17:22:00Z,Fitbit App
2025-11-01T19:01:00Z,2025-11-01T19:11:00Z,Fitbit App
2025-11-01T20:31:00Z,2025-11-01T21:01:00Z,Fitbit App
2025-11-01T21:42:00Z,2025-11-01T21:56:00Z,Fitbit App
2025-11-01T22:03:00Z,2025-11-01T22:39:00Z,Fitbit App
2025-11-01T22:44:00Z,2025-11-01T22:54:00Z,Fitbit App
2025-11-01T23:15:00Z,2025-11-01T23:45:00Z,Fitbit App
2025-11-01T23:52:00Z,2025-11-02T00:07:00Z,Fitbit App
