start time,end time,data source
2024-06-10T05:06:00Z,2024-06-10T05:17:00Z,Fitbit App
2024-06-10T05:24:00Z,2024-06-10T05:41:00Z,Fitbit App
2024-06-10T06:09:00Z,2024-06-10T06:26:00Z,Fitbit App
2024-06-10T06:42:00Z,2024-06-10T07:00:00Z,Fitbit App
2024-06-10T07:14:00Z,2024-06-10T11:41:00Z,Fitbit App
2024-06-10T11:56:00Z,2024-06-10T12:17:00Z,Fitbit App
2024-06-10T12:27:00Z,2024-06-10T13:52:00Z,Fitbit App
2024-06-10T14:21:00Z,2024-06-10T15:10:00Z,Fitbit App
2024-06-10T15:59:00Z,2024-06-10T16:19:00Z,Fitbit App
2024-06-10T16:20:00Z,2024-06-10T16:44:00Z,Fitbit App
2024-06-10T16:51:00Z,2024-06-10T17:37:00Z,Fitbit App
2024-06-10T17:38:00Z,2024-06-10T17:52:00Z,Fitbit App
2024-06-10T18:44:00Z,2024-06-10T19:31:00Z,Fitbit App
2024-06-10T19:32:00Z,2024-06-10T19:44:00Z,Fitbit App
2024-06-10T19:46:00Z,2024-06-10T19:59:00Z,Fitbit App
2024-06-10T20:05:00Z,2024-06-10T20:51:00Z,Fitbit App
2024-06-10T20:54:00Z,2024-06-10T21:10:00Z,Fitbit App
