start time,end time,data source
2022-10-07T07:33:00Z,2022-10-07T09:07:00Z,Fitbit App
2022-10-07T09:12:00Z,2022-10-07T09:40:00Z,Fitbit App
2022-10-07T09:41:00Z,2022-10-07T11:45:00Z,Fitbit App
2022-10-07T11:46:00Z,2022-10-07T13:28:00Z,Fitbit App
2022-10-07T13:29:00Z,2022-10-07T14:40:00Z,Fitbit App
2022-10-07T14:51:00Z,2022-10-07T16:11:00Z,Fitbit App
2022-10-07T16:15:00Z,2022-10-07T16:27:00Z,Fitbit App
2022-10-07T17:57:00Z,2022-10-07T18:17:00Z,Fitbit App
2022-10-07T18:18:00Z,2022-10-07T18:48:00Z,Fitbit App
2022-10-07T18:49:00Z,2022-10-07T20:34:00Z,Fitbit App
2022-10-07T20:46:00Z,2022-10-07T21:17:00Z,Fitbit App
2022-10-07T21:29:00Z,2022-10-07T22:00:00Z,Fitbit App
