timestamp,lap time,stroke count,stroke type,data source
2022-06-01T09:50:30Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T18:54:37Z,00:00:07.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T19:03:22Z,00:00:18.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T19:09:57Z,00:00:25.000,16,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T19:15:03Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T19:33:08Z,00:00:11.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T19:33:25Z,00:00:15.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T19:33:59Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-02T22:08:07Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-03T12:15:31Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T14:53:38Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T14:55:42Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T14:58:30Z,00:00:28.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T15:02:00Z,00:00:40.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T15:13:54Z,00:00:44.000,25,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T15:15:14Z,00:00:17.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-04T18:34:12Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-05T17:33:10Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-05T21:03:05Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-05T22:18:08Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-06T21:08:10Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T09:43:39Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T11:17:29Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T11:18:47Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T17:09:54Z,00:00:22.000,22,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T17:10:21Z,00:00:18.000,17,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T17:10:46Z,00:00:12.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-07T19:36:27Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-08T09:55:12Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-08T12:15:13Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-08T14:15:25Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-10T15:42:29Z,00:00:22.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-10T19:41:11Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-10T21:13:11Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-10T21:14:04Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-11T23:55:04Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T09:58:26Z,00:00:17.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T09:58:53Z,00:00:18.000,16,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T09:59:25Z,00:00:19.000,18,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T15:56:25Z,00:00:10.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T16:01:55Z,00:00:21.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T16:14:17Z,00:00:29.000,26,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T16:19:02Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T16:19:26Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T16:24:17Z,00:00:09.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T19:26:25Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T19:57:11Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-12T20:01:44Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T08:36:59Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T08:38:49Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T09:47:19Z,00:00:15.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T10:00:12Z,00:00:26.000,24,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T10:01:14Z,00:00:16.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T10:02:36Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T10:03:02Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T17:43:16Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T20:58:19Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T22:13:52Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-14T22:14:05Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T06:41:21Z,00:00:12.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T08:21:38Z,00:00:13.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T14:42:11Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T18:15:18Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T18:50:42Z,00:00:08.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T18:54:04Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T18:54:49Z,00:00:25.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-15T19:01:12Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T04:37:39Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T04:41:55Z,00:00:12.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T09:00:43Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T10:34:23Z,00:00:14.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T10:58:47Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T10:59:08Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T11:02:21Z,00:00:34.000,27,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T11:03:10Z,00:00:08.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T11:28:54Z,00:00:18.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2022-06-17T11:29:53Z,00:00:13.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
