timestamp,lap time,stroke count,stroke type,data source
2025-02-01T01:45:00Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-01T06:15:27Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-01T15:02:38Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-01T17:57:30Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-01T20:25:47Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-02T23:28:17Z,00:00:12.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-03T20:16:04Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T00:55:02Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T01:00:00Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T01:44:24Z,00:00:08.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T04:43:57Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T16:23:04Z,00:00:21.000,20,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T18:20:24Z,00:00:11.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-04T18:20:38Z,00:00:13.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-09T20:21:51Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-09T20:36:46Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-09T20:37:43Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-09T20:51:28Z,00:00:31.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-09T20:52:51Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-11T21:59:39Z,00:00:14.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-12T00:50:15Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-12T19:10:19Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-02-12T19:12:08Z,00:00:07.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
