timestamp,heart rate zone,total minutes,data source
2024-07-02T09:49:00Z,FAT_BURN,1,Charge 5
2024-07-02T09:54:00Z,FAT_BURN,1,Charge 5
2024-07-02T09:55:00Z,FAT_BURN,1,Charge 5
2024-07-02T09:56:00Z,FAT_BURN,1,Charge 5
2024-07-02T09:57:00Z,FAT_BURN,1,Charge 5
2024-07-02T09:58:00Z,FAT_BURN,1,Charge 5
2024-07-02T17:31:00Z,FAT_BURN,1,Charge 5
2024-07-02T19:24:00Z,FAT_BURN,1,Charge 5
2024-07-02T19:25:00Z,FAT_BURN,1,Charge 5
2024-07-04T18:54:00Z,FAT_BURN,1,Charge 5
2024-07-04T18:55:00Z,CARDIO,2,Charge 5
2024-07-04T18:56:00Z,CARDIO,2,Charge 5
2024-07-04T18:57:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:31:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:32:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:34:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:35:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:36:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:37:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:38:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:39:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:40:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:44:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:45:00Z,FAT_BURN,1,Charge 5
2024-07-04T19:46:00Z,FAT_BURN,1,Charge 5
2024-07-08T13:57:00Z,FAT_BURN,1,Charge 5
2024-07-08T13:58:00Z,FAT_BURN,1,Charge 5
2024-07-09T09:57:00Z,FAT_BURN,1,Charge 5
2024-07-09T10:06:00Z,FAT_BURN,1,Charge 5
2024-07-09T10:08:00Z,FAT_BURN,1,Charge 5
2024-07-09T12:05:00Z,FAT_BURN,1,Charge 5
2024-07-09T14:59:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:00:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:02:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:49:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:50:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:53:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:55:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:57:00Z,FAT_BURN,1,Charge 5
2024-07-09T15:58:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:17:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:18:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:19:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:20:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:21:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:24:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:29:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:30:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:31:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:32:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:33:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:35:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:36:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:37:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:38:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:39:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:40:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:43:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:44:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:45:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:46:00Z,FAT_BURN,1,Charge 5
2024-07-09T16:53:00Z,FAT_BURN,1,Charge 5
2024-07-09T17:52:00Z,FAT_BURN,1,Charge 5
2024-07-09T17:53:00Z,FAT_BURN,1,Charge 5
