timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2024-12-01T00:00:00Z,95.9,93.5,97.5,95.5,1.5,Charge 6
2024-12-02T00:00:00Z,96.0,93.8,98.5,95.4,1.5,Charge 6
2024-12-03T00:00:00Z,91.5,88.9,94.3,95.2,1.6,Charge 6
2024-12-04T00:00:00Z,97.2,95.3,99.4,95.3,1.6,Charge 6
2024-12-05T00:00:00Z,98.1,95.4,100.0,95.5,1.6,Charge 6
2024-12-06T00:00:00Z,95.8,94.0,98.1,95.5,1.6,Charge 6
2024-12-07T00:00:00Z,94.7,90.0,97.2,95.5,1.6,Charge 6
2024-12-08T00:00:00Z,93.6,91.1,97.4,95.4,1.6,Charge 6
2024-12-09T00:00:00Z,96.8,95.1,98.8,95.5,1.7,Charge 6
2024-12-10T00:00:00Z,94.1,91.9,96.8,95.4,1.7,Charge 6
2024-12-11T00:00:00Z,93.6,92.4,94.9,95.3,1.7,Charge 6
2024-12-12T00:00:00Z,97.4,93.6,99.5,95.4,1.7,Charge 6
2024-12-13T00:00:00Z,96.1,92.8,99.3,95.4,1.7,Charge 6
2024-12-14T00:00:00Z,95.7,94.0,97.3,95.5,1.7,Charge 6
2024-12-16T00:00:00Z,95.2,90.6,99.9,95.5,1.7,Charge 6
2024-12-17T00:00:00Z,93.6,89.7,98.2,95.5,1.6,Charge 6
2024-12-18T00:00:00Z,94.6,91.3,97.5,95.5,1.6,Charge 6
2024-12-20T00:00:00Z,97.5,94.4,100.0,95.6,1.7,Charge 6
2024-12-21T00:00:00Z,95.5,93.8,97.4,95.7,1.6,Charge 6
2024-12-23T00:00:00Z,95.6,92.1,99.8,95.6,1.6,Charge 6
2024-12-24T00:00:00Z,91.1,88.9,93.6,95.5,1.8,Charge 6
2024-12-26T00:00:00Z,93.8,93.8,93.8,95.3,1.8,Charge 6
2024-12-27T00:00:00Z,94.1,88.2,97.7,95.3,1.8,Charge 6
2024-12-28T00:00:00Z,97.4,95.4,99.6,95.4,1.8,Charge 6
2024-12-29T00:00:00Z,96.4,93.3,98.7,95.4,1.8,Charge 6
2024-12-30T00:00:00Z,96.8,94.5,99.4,95.5,1.8,Charge 6
2024-12-31T00:00:00Z,95.5,91.4,98.3,95.5,1.8,Charge 6
