timestamp,steps,distance millimeters,altitude gain millimeters,data source
2023-11-27T12:59:10Z,0,0,0,Charge 5
2023-11-27T12:59:11Z,0,0,0,Charge 5
2023-11-27T12:59:12Z,0,0,0,Charge 5
2023-11-27T12:59:13Z,0,0,0,Charge 5
2023-11-27T12:59:14Z,1,0,0,Charge 5
2023-11-27T12:59:15Z,1,0,0,Charge 5
2023-11-27T12:59:16Z,1,0,0,Charge 5
2023-11-27T12:59:17Z,1,0,0,Charge 5
2023-11-27T12:59:18Z,2,0,0,Charge 5
2023-11-27T12:59:19Z,2,110,0,Charge 5
2023-11-27T12:59:20Z,1,250,0,Charge 5
2023-11-27T12:59:21Z,2,390,0,Charge 5
2023-11-27T12:59:22Z,1,550,0,Charge 5
2023-11-27T12:59:23Z,0,660,0,Charge 5
2023-11-27T12:59:24Z,2,690,0,Charge 5
2023-11-27T12:59:25Z,3,780,0,Charge 5
2023-11-27T12:59:26Z,0,770,0,Charge 5
2023-11-27T12:59:27Z,1,770,0,Charge 5
2023-11-27T12:59:28Z,2,850,0,Charge 5
2023-11-27T12:59:29Z,1,1010,0,Charge 5
2023-11-27T12:59:30Z,0,1010,0,Charge 5
2023-11-27T12:59:31Z,4,1060,0,Charge 5
2023-11-27T12:59:32Z,3,1170,0,Charge 5
2023-11-27T12:59:33Z,0,1190,0,Charge 5
2023-11-27T12:59:34Z,0,1160,0,Charge 5
2023-11-27T12:59:35Z,2,1130,0,Charge 5
2023-11-27T12:59:36Z,1,0,0,Charge 5
2023-11-27T12:59:37Z,0,0,0,Charge 5
2023-11-27T12:59:38Z,4,0,0,Charge 5
2023-11-27T12:59:39Z,2,0,0,Charge 5
2023-11-27T12:59:40Z,2,1180,0,Charge 5
2023-11-27T12:59:41Z,0,300,0,Charge 5
2023-11-27T12:59:42Z,0,360,0,Charge 5
2023-11-27T12:59:43Z,0,840,0,Charge 5
2023-11-27T12:59:44Z,0,0,0,Charge 5
2023-11-27T12:59:45Z,2,0,0,Charge 5
2023-11-27T12:59:46Z,2,0,0,Charge 5
2023-11-27T12:59:47Z,0,0,0,Charge 5
2023-11-27T12:59:48Z,0,0,0,Charge 5
2023-11-27T12:59:49Z,0,0,0,Charge 5
2023-11-27T12:59:50Z,0,0,0,Charge 5
2023-11-27T12:59:51Z,0,0,0,Charge 5
2023-11-27T12:59:52Z,0,0,0,Charge 5
2023-11-27T12:59:53Z,0,0,0,Charge 5
2023-11-27T12:59:54Z,0,0,0,Charge 5
2023-11-27T12:59:55Z,0,0,0,Charge 5
2023-11-27T12:59:56Z,0,0,0,Charge 5
2023-11-27T12:59:57Z,0,0,0,Charge 5
2023-11-27T12:59:58Z,0,0,0,Charge 5
2023-11-27T12:59:59Z,1,0,0,Charge 5
2023-11-27T13:00:00Z,2,0,0,Charge 5
2023-11-27T13:00:01Z,2,0,0,Charge 5
2023-11-27T13:00:02Z,2,140,0,Charge 5
2023-11-27T13:00:03Z,2,310,0,Charge 5
2023-11-27T13:00:04Z,1,490,0,Charge 5
2023-11-27T13:00:05Z,0,610,0,Charge 5
2023-11-27T13:00:06Z,0,700,0,Charge 5
2023-11-27T13:00:07Z,0,630,0,Charge 5
2023-11-27T13:00:08Z,0,0,0,Charge 5
2023-11-27T13:00:09Z,2,0,0,Charge 5
2023-11-27T13:00:10Z,3,0,0,Charge 5
2023-11-27T13:00:11Z,1,210,0,Charge 5
2023-11-27T13:00:12Z,2,380,0,Charge 5
2023-11-27T13:00:13Z,0,490,0,Charge 5
2023-11-27T13:00:14Z,0,590,0,Charge 5
2023-11-27T13:00:15Z,0,650,0,Charge 5
2023-11-27T13:00:16Z,0,0,0,Charge 5
2023-11-27T13:00:17Z,0,0,0,Charge 5
2023-11-27T13:00:18Z,0,0,0,Charge 5
2023-11-27T13:00:19Z,0,0,0,Charge 5
2023-11-27T13:00:20Z,0,0,0,Charge 5
2023-11-27T13:00:21Z,0,0,0,Charge 5
2023-11-27T13:00:22Z,0,0,0,Charge 5
2023-11-27T13:00:23Z,0,0,0,Charge 5
2023-11-27T13:00:24Z,0,0,0,Charge 5
2023-11-27T13:00:25Z,0,0,0,Charge 5
2023-11-27T13:00:26Z,0,0,0,Charge 5
2023-11-27T13:00:27Z,0,0,0,Charge 5
2023-11-27T13:00:28Z,0,0,0,Charge 5
2023-11-27T13:00:29Z,0,0,0,Charge 5
2023-11-27T13:00:30Z,0,0,0,Charge 5
2023-11-27T13:00:31Z,0,0,0,Charge 5
2023-11-27T13:00:32Z,2,0,0,Charge 5
2023-11-27T13:00:33Z,2,0,0,Charge 5
2023-11-27T13:00:34Z,1,0,0,Charge 5
2023-11-27T13:00:35Z,1,140,0,Charge 5
2023-11-27T13:00:36Z,1,290,0,Charge 5
2023-11-27T13:00:37Z,1,420,0,Charge 5
2023-11-27T13:00:38Z,0,540,0,Charge 5
2023-11-27T13:00:39Z,0,630,0,Charge 5
2023-11-27T13:00:40Z,0,0,0,Charge 5
2023-11-27T13:00:41Z,0,0,0,Charge 5
2023-11-27T13:00:42Z,0,0,0,Charge 5
2023-11-27T13:00:43Z,0,0,0,Charge 5
2023-11-27T13:00:44Z,0,0,0,Charge 5
2023-11-27T13:00:45Z,0,0,0,Charge 5
2023-11-27T13:00:46Z,0,0,0,Charge 5
2023-11-27T13:00:47Z,0,0,0,Charge 5
2023-11-27T13:00:48Z,0,0,0,Charge 5
2023-11-27T13:00:49Z,0,0,0,Charge 5
