start time,end time,data source
2022-09-07T06:53:00Z,2022-09-07T07:05:00Z,Fitbit App
2022-09-07T07:06:00Z,2022-09-07T09:00:00Z,Fitbit App
2022-09-07T09:09:00Z,2022-09-07T09:47:00Z,Fitbit App
2022-09-07T09:49:00Z,2022-09-07T10:32:00Z,Fitbit App
2022-09-07T10:33:00Z,2022-09-07T10:51:00Z,Fitbit App
2022-09-07T10:59:00Z,2022-09-07T11:15:00Z,Fitbit App
2022-09-07T11:47:00Z,2022-09-07T12:23:00Z,Fitbit App
2022-09-07T12:24:00Z,2022-09-07T12:45:00Z,Fitbit App
2022-09-07T13:01:00Z,2022-09-07T13:26:00Z,Fitbit App
2022-09-07T13:27:00Z,2022-09-07T13:43:00Z,Fitbit App
2022-09-07T16:27:00Z,2022-09-07T16:51:00Z,Fitbit App
2022-09-07T16:54:00Z,2022-09-07T17:17:00Z,Fitbit App
2022-09-07T17:41:00Z,2022-09-07T18:04:00Z,Fitbit App
2022-09-07T19:20:00Z,2022-09-07T19:45:00Z,Fitbit App
2022-09-07T20:22:00Z,2022-09-07T20:41:00Z,Fitbit App
2022-09-07T21:30:00Z,2022-09-07T22:00:00Z,Fitbit App
