timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2024-04-08T00:00:00Z,97.6,93.2,100.0,95.3,1.5,Charge 5
2024-04-09T00:00:00Z,96.5,93.7,98.3,95.3,1.5,Charge 5
2024-04-10T00:00:00Z,96.0,91.1,99.9,95.3,1.5,Charge 5
2024-04-11T00:00:00Z,94.4,92.5,96.6,95.3,1.5,Charge 5
2024-04-12T00:00:00Z,94.8,91.5,98.5,95.2,1.5,Charge 5
2024-04-13T00:00:00Z,99.2,97.2,100.0,95.5,1.6,Charge 5
2024-04-14T00:00:00Z,98.7,96.1,100.0,95.6,1.7,Charge 5
2024-04-15T00:00:00Z,98.2,94.8,100.0,95.7,1.7,Charge 5
2024-04-16T00:00:00Z,97.9,95.3,100.0,95.9,1.7,Charge 5
2024-04-17T00:00:00Z,97.5,95.9,100.0,95.9,1.7,Charge 5
2024-04-18T00:00:00Z,97.9,94.2,100.0,96.0,1.8,Charge 5
2024-04-19T00:00:00Z,97.6,97.0,98.2,96.1,1.8,Charge 5
2024-04-20T00:00:00Z,97.2,96.0,98.8,96.1,1.8,Charge 5
2024-04-21T00:00:00Z,98.1,95.9,99.6,96.1,1.8,Charge 5
2024-04-22T00:00:00Z,96.8,91.6,98.6,96.2,1.8,Charge 5
