timestamp,temperature celsius,data source
2024-08-18T00:00:00Z,35.3,Charge 5
2024-08-18T00:01:00Z,35.3,Charge 5
2024-08-18T00:02:00Z,35.2,Charge 5
2024-08-18T00:03:00Z,35.2,Charge 5
2024-08-18T00:04:00Z,35.2,Charge 5
2024-08-18T00:05:00Z,35.1,Charge 5
2024-08-18T00:06:00Z,35.1,Charge 5
2024-08-18T00:07:00Z,35.0,Charge 5
2024-08-18T00:08:00Z,35.0,Charge 5
2024-08-18T00:09:00Z,35.0,Charge 5
2024-08-18T00:10:00Z,35.0,Charge 5
2024-08-18T00:11:00Z,34.9,Charge 5
2024-08-18T00:12:00Z,35.0,Charge 5
2024-08-18T00:13:00Z,34.9,Charge 5
2024-08-18T00:14:00Z,34.9,Charge 5
2024-08-18T00:15:00Z,34.9,Charge 5
2024-08-18T00:16:00Z,35.0,Charge 5
2024-08-18T00:17:00Z,34.9,Charge 5
2024-08-18T00:18:00Z,34.9,Charge 5
2024-08-18T00:19:00Z,34.9,Charge 5
2024-08-18T00:20:00Z,34.9,Charge 5
2024-08-18T00:21:00Z,34.9,Charge 5
2024-08-18T00:22:00Z,34.9,Charge 5
2024-08-18T00:23:00Z,34.8,Charge 5
2024-08-18T00:24:00Z,34.8,Charge 5
2024-08-18T00:25:00Z,34.8,Charge 5
2024-08-18T00:26:00Z,35.1,Charge 5
2024-08-18T00:27:00Z,35.2,Charge 5
2024-08-18T00:28:00Z,35.3,Charge 5
2024-08-18T00:29:00Z,35.3,Charge 5
2024-08-18T00:30:00Z,35.3,Charge 5
2024-08-18T00:31:00Z,35.4,Charge 5
2024-08-18T00:32:00Z,35.4,Charge 5
2024-08-18T00:33:00Z,35.5,Charge 5
2024-08-18T00:34:00Z,35.4,Charge 5
2024-08-18T00:35:00Z,35.5,Charge 5
2024-08-18T00:36:00Z,35.4,Charge 5
2024-08-18T00:37:00Z,35.5,Charge 5
2024-08-18T00:38:00Z,35.5,Charge 5
2024-08-18T00:39:00Z,35.5,Charge 5
