start time,end time,data source
2023-12-27T00:20:00Z,2023-12-27T00:41:00Z,Fitbit App
2023-12-27T00:46:00Z,2023-12-27T00:59:00Z,Fitbit App
2023-12-27T01:01:00Z,2023-12-27T02:09:00Z,Fitbit App
2023-12-27T02:20:00Z,2023-12-27T03:09:00Z,Fitbit App
2023-12-27T03:16:00Z,2023-12-27T04:38:00Z,Fitbit App
2023-12-27T04:53:00Z,2023-12-27T06:00:00Z,Fitbit App
2023-12-27T06:00:00Z,2023-12-27T07:15:00Z,Fitbit App
2023-12-27T14:39:00Z,2023-12-27T15:25:00Z,Fitbit App
2023-12-27T15:31:00Z,2023-12-27T15:44:00Z,Fitbit App
2023-12-27T15:49:00Z,2023-12-27T16:02:00Z,Fitbit App
2023-12-27T16:07:00Z,2023-12-27T17:04:00Z,Fitbit App
2023-12-27T17:15:00Z,2023-12-27T17:35:00Z,Fitbit App
2023-12-27T18:21:00Z,2023-12-27T18:45:00Z,Fitbit App
2023-12-27T19:02:00Z,2023-12-27T19:13:00Z,Fitbit App
2023-12-27T19:22:00Z,2023-12-27T19:45:00Z,Fitbit App
2023-12-27T20:19:00Z,2023-12-27T20:31:00Z,Fitbit App
2023-12-27T20:56:00Z,2023-12-27T21:08:00Z,Fitbit App
2023-12-27T21:46:00Z,2023-12-27T21:59:00Z,Fitbit App
2023-12-27T22:00:00Z,2023-12-27T22:15:00Z,Fitbit App
2023-12-27T22:30:00Z,2023-12-27T22:51:00Z,Fitbit App
2023-12-27T23:00:00Z,2023-12-27T23:22:00Z,Fitbit App
2023-12-27T23:26:00Z,2023-12-28T01:22:00Z,Fitbit App
