timestamp,latitude,longitude,altitude,data source
2021-09-18T08:00:37Z,48.807375,9.235675,0.0,Charge 4
2021-09-18T08:00:38Z,48.807468,9.235633,275.6,Charge 4
2021-09-18T08:00:39Z,48.807460,9.235612,275.6,Charge 4
2021-09-18T08:00:40Z,48.807450,9.235593,275.6,Charge 4
2021-09-18T08:00:45Z,48.807437,9.235478,0.0,Charge 4
2021-09-18T08:00:52Z,48.807403,9.235283,0.0,Charge 4
2021-09-18T08:00:56Z,48.807380,9.235207,0.0,Charge 4
2021-09-18T08:00:57Z,48.807372,9.235192,0.0,Charge 4
2021-09-18T08:00:58Z,48.807363,9.235175,0.0,Charge 4
2021-09-18T08:00:59Z,48.807348,9.235155,0.0,Charge 4
2021-09-18T08:01:00Z,48.807335,9.235137,0.0,Charge 4
2021-09-18T08:01:03Z,48.807292,9.235095,271.1,Charge 4
2021-09-18T08:01:04Z,48.807280,9.235092,271.1,Charge 4
2021-09-18T08:01:05Z,48.807280,9.235072,271.1,Charge 4
