start time,end time,data source
2023-11-10T05:47:00Z,2023-11-10T06:08:00Z,Fitbit App
2023-11-10T06:09:00Z,2023-11-10T06:27:00Z,Fitbit App
2023-11-10T06:55:00Z,2023-11-10T07:05:00Z,Fitbit App
2023-11-10T07:29:00Z,2023-11-10T09:04:00Z,Fitbit App
2023-11-10T09:12:00Z,2023-11-10T11:04:00Z,Fitbit App
2023-11-10T11:08:00Z,2023-11-10T11:51:00Z,Fitbit App
2023-11-10T12:34:00Z,2023-11-10T12:47:00Z,Fitbit App
2023-11-10T13:04:00Z,2023-11-10T13:26:00Z,Fitbit App
2023-11-10T13:43:00Z,2023-11-10T16:08:00Z,Fitbit App
2023-11-10T16:09:00Z,2023-11-10T16:22:00Z,Fitbit App
2023-11-10T16:24:00Z,2023-11-10T16:58:00Z,Fitbit App
2023-11-10T16:59:00Z,2023-11-10T17:15:00Z,Fitbit App
2023-11-10T18:21:00Z,2023-11-10T18:32:00Z,Fitbit App
2023-11-10T19:00:00Z,2023-11-10T19:25:00Z,Fitbit App
2023-11-10T19:29:00Z,2023-11-10T19:42:00Z,Fitbit App
2023-11-10T19:54:00Z,2023-11-10T21:25:00Z,Fitbit App
2023-11-10T21:26:00Z,2023-11-10T21:53:00Z,Fitbit App
