timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-07-06T00:00:00Z,93.6,91.4,95.8,95.0,1.9,Charge 4
2022-07-07T00:00:00Z,92.6,91.2,90.1,94.9,2.0,Charge 4
2022-07-09T00:00:00Z,94.4,93.2,93.0,94.9,2.0,Charge 4
2022-07-11T00:00:00Z,94.0,93.5,94.4,94.8,2.0,Charge 4
2022-07-15T00:00:00Z,95.6,93.3,96.9,94.8,2.0,Charge 4
2022-07-17T00:00:00Z,96.0,91.1,98.1,94.9,2.0,Charge 4
2022-07-18T00:00:00Z,94.7,94.6,95.0,94.8,1.9,Charge 4
2022-07-22T00:00:00Z,95.6,95.8,97.2,94.8,1.9,Charge 4
2022-07-23T00:00:00Z,94.5,91.1,98.0,94.7,1.9,Charge 4
2022-07-24T00:00:00Z,94.0,94.2,94.2,94.6,1.9,Charge 4
2022-07-26T00:00:00Z,96.6,95.1,99.4,94.6,1.9,Charge 4
2022-07-27T00:00:00Z,97.5,95.0,99.2,94.7,2.0,Charge 4
2022-07-29T00:00:00Z,95.2,95.4,95.8,94.7,1.9,Charge 4
2022-07-30T00:00:00Z,95.4,95.4,96.4,94.6,1.8,Charge 4
2022-07-31T00:00:00Z,94.7,93.7,95.5,94.6,1.8,Charge 4
