start time,end time,data source
2022-10-19T03:50:00Z,2022-10-19T04:05:00Z,Fitbit App
2022-10-19T04:39:00Z,2022-10-19T04:49:00Z,Fitbit App
2022-10-19T05:08:00Z,2022-10-19T05:40:00Z,Fitbit App
2022-10-19T05:46:00Z,2022-10-19T06:05:00Z,Fitbit App
2022-10-19T06:13:00Z,2022-10-19T06:25:00Z,Fitbit App
2022-10-19T07:19:00Z,2022-10-19T08:07:00Z,Fitbit App
2022-10-19T08:19:00Z,2022-10-19T10:46:00Z,Fitbit App
2022-10-19T10:58:00Z,2022-10-19T11:10:00Z,Fitbit App
2022-10-19T11:30:00Z,2022-10-19T12:55:00Z,Fitbit App
2022-10-19T12:57:00Z,2022-10-19T13:08:00Z,Fitbit App
2022-10-19T13:44:00Z,2022-10-19T14:42:00Z,Fitbit App
2022-10-19T15:09:00Z,2022-10-19T15:32:00Z,Fitbit App
2022-10-19T16:17:00Z,2022-10-19T16:35:00Z,Fitbit App
2022-10-19T16:40:00Z,2022-10-19T17:31:00Z,Fitbit App
2022-10-19T17:48:00Z,2022-10-19T17:58:00Z,Fitbit App
2022-10-19T18:26:00Z,2022-10-19T18:40:00Z,Fitbit App
2022-10-19T18:46:00Z,2022-10-19T18:58:00Z,Fitbit App
2022-10-19T19:04:00Z,2022-10-19T19:23:00Z,Fitbit App
2022-10-19T19:37:00Z,2022-10-19T20:09:00Z,Fitbit App
