start time,end time,data source
2023-03-28T05:57:00Z,2023-03-28T06:10:00Z,Fitbit App
2023-03-28T06:51:00Z,2023-03-28T07:20:00Z,Fitbit App
2023-03-28T07:35:00Z,2023-03-28T07:59:00Z,Fitbit App
2023-03-28T08:00:00Z,2023-03-28T08:27:00Z,Fitbit App
2023-03-28T08:39:00Z,2023-03-28T10:00:00Z,Fitbit App
2023-03-28T10:19:00Z,2023-03-28T10:42:00Z,Fitbit App
2023-03-28T10:43:00Z,2023-03-28T10:53:00Z,Fitbit App
2023-03-28T11:18:00Z,2023-03-28T12:17:00Z,Fitbit App
2023-03-28T12:18:00Z,2023-03-28T12:29:00Z,Fitbit App
2023-03-28T12:36:00Z,2023-03-28T13:07:00Z,Fitbit App
2023-03-28T13:08:00Z,2023-03-28T13:29:00Z,Fitbit App
2023-03-28T13:39:00Z,2023-03-28T14:16:00Z,Fitbit App
2023-03-28T14:23:00Z,2023-03-28T14:33:00Z,Fitbit App
2023-03-28T14:35:00Z,2023-03-28T15:06:00Z,Fitbit App
2023-03-28T15:18:00Z,2023-03-28T15:39:00Z,Fitbit App
2023-03-28T15:44:00Z,2023-03-28T15:59:00Z,Fitbit App
2023-03-28T16:31:00Z,2023-03-28T16:41:00Z,Fitbit App
2023-03-28T16:42:00Z,2023-03-28T17:04:00Z,Fitbit App
2023-03-28T17:05:00Z,2023-03-28T17:34:00Z,Fitbit App
2023-03-28T17:56:00Z,2023-03-28T18:37:00Z,Fitbit App
2023-03-28T18:41:00Z,2023-03-28T20:28:00Z,Fitbit App
