start time,end time,data source
2023-11-20T06:33:00Z,2023-11-20T06:59:00Z,Fitbit App
2023-11-20T07:29:00Z,2023-11-20T09:16:00Z,Fitbit App
2023-11-20T09:17:00Z,2023-11-20T09:37:00Z,Fitbit App
2023-11-20T10:20:00Z,2023-11-20T10:59:00Z,Fitbit App
2023-11-20T11:00:00Z,2023-11-20T11:15:00Z,Fitbit App
2023-11-20T11:27:00Z,2023-11-20T11:37:00Z,Fitbit App
2023-11-20T12:23:00Z,2023-11-20T12:37:00Z,Fitbit App
2023-11-20T13:19:00Z,2023-11-20T13:57:00Z,Fitbit App
2023-11-20T14:03:00Z,2023-11-20T14:17:00Z,Fitbit App
2023-11-20T14:54:00Z,2023-11-20T15:22:00Z,Fitbit App
2023-11-20T15:24:00Z,2023-11-20T16:34:00Z,Fitbit App
2023-11-20T16:55:00Z,2023-11-20T17:16:00Z,Fitbit App
2023-11-20T17:33:00Z,2023-11-20T17:49:00Z,Fitbit App
2023-11-20T17:53:00Z,2023-11-20T18:05:00Z,Fitbit App
2023-11-20T18:26:00Z,2023-11-20T19:01:00Z,Fitbit App
2023-11-20T19:13:00Z,2023-11-20T20:01:00Z,Fitbit App
2023-11-20T20:02:00Z,2023-11-20T20:51:00Z,Fitbit App
2023-11-20T21:04:00Z,2023-11-20T21:27:00Z,Fitbit App
