timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2026-02-01T00:00:00Z,95.2,92.1,99.1,94.8,1.3,Charge 6
2026-02-02T00:00:00Z,95.0,93.3,97.2,94.8,1.3,Charge 6
2026-02-03T00:00:00Z,97.0,92.8,100.0,94.8,1.4,Charge 6
2026-02-04T00:00:00Z,94.8,90.6,98.3,94.9,1.3,Charge 6
2026-02-05T00:00:00Z,97.6,97.3,97.9,95.0,1.4,Charge 6
2026-02-06T00:00:00Z,94.8,94.8,94.8,95.0,1.4,Charge 6
2026-02-07T00:00:00Z,96.1,96.1,97.3,95.1,1.4,Charge 6
2026-02-08T00:00:00Z,96.4,94.1,98.2,95.1,1.4,Charge 6
2026-02-09T00:00:00Z,95.0,92.1,98.5,95.1,1.4,Charge 6
2026-02-10T00:00:00Z,93.0,90.5,97.9,95.1,1.3,Charge 6
2026-02-11T00:00:00Z,94.9,90.6,99.4,95.1,1.3,Charge 6
2026-02-12T00:00:00Z,93.7,91.0,97.0,95.0,1.3,Charge 6
2026-02-13T00:00:00Z,96.3,93.3,99.7,95.1,1.3,Charge 6
2026-02-14T00:00:00Z,95.5,92.4,99.2,95.1,1.3,Charge 6
2026-02-15T00:00:00Z,95.8,94.1,98.4,95.1,1.3,Charge 6
2026-02-16T00:00:00Z,95.4,91.1,98.9,95.2,1.3,Charge 6
2026-02-17T00:00:00Z,93.6,91.7,95.6,95.1,1.3,Charge 6
2026-02-18T00:00:00Z,92.1,88.0,95.4,95.0,1.4,Charge 6
2026-02-19T00:00:00Z,92.6,86.0,98.7,94.9,1.4,Charge 6
2026-02-20T00:00:00Z,91.5,89.4,93.9,94.9,1.5,Charge 6
2026-02-21T00:00:00Z,94.0,91.0,96.7,94.9,1.5,Charge 6
2026-02-22T00:00:00Z,95.8,90.2,99.2,94.9,1.5,Charge 6
2026-02-23T00:00:00Z,94.5,94.0,94.8,94.9,1.5,Charge 6
2026-02-25T00:00:00Z,92.8,91.9,93.8,94.7,1.5,Charge 6
2026-02-26T00:00:00Z,93.6,91.9,95.5,94.7,1.5,Charge 6
2026-02-27T00:00:00Z,93.2,90.9,94.5,94.7,1.5,Charge 6
2026-02-28T00:00:00Z,96.7,94.8,98.5,94.7,1.5,Charge 6
