timestamp,floors,data source
2022-04-01T06:22:00Z,2,Fitbit App
2022-04-01T06:24:00Z,1,Fitbit App
2022-04-01T06:51:00Z,1,Fitbit App
2022-04-01T06:58:00Z,2,Fitbit App
2022-04-01T08:41:00Z,1,Fitbit App
2022-04-01T15:20:00Z,1,Fitbit App
2022-04-02T07:45:00Z,2,Fitbit App
2022-04-02T07:46:00Z,1,Fitbit App
2022-04-02T08:15:00Z,2,Fitbit App
2022-04-02T08:16:00Z,2,Fitbit App
2022-04-02T08:17:00Z,1,Fitbit App
2022-04-02T08:31:00Z,2,Fitbit App
2022-04-02T08:49:00Z,1,Fitbit App
2022-04-02T08:50:00Z,1,Fitbit App
2022-04-02T08:59:00Z,1,Fitbit App
2022-04-02T09:00:00Z,1,Fitbit App
2022-04-02T09:18:00Z,1,Fitbit App
2022-04-02T09:31:00Z,2,Fitbit App
2022-04-02T09:32:00Z,6,Fitbit App
2022-04-02T09:33:00Z,1,Fitbit App
2022-04-02T09:34:00Z,4,Fitbit App
2022-04-02T09:35:00Z,1,Fitbit App
2022-04-02T09:36:00Z,3,Fitbit App
2022-04-02T09:37:00Z,2,Fitbit App
2022-04-02T09:38:00Z,2,Fitbit App
2022-04-02T11:50:00Z,1,Fitbit App
2022-04-02T11:52:00Z,2,Fitbit App
2022-04-02T12:25:00Z,1,Fitbit App
2022-04-02T12:59:00Z,1,Fitbit App
2022-04-02T13:12:00Z,1,Fitbit App
2022-04-02T13:50:00Z,1,Fitbit App
2022-04-03T04:21:00Z,1,Fitbit App
2022-04-03T04:46:00Z,1,Fitbit App
2022-04-03T04:51:00Z,1,Fitbit App
2022-04-03T04:53:00Z,1,Fitbit App
2022-04-03T05:00:00Z,1,Fitbit App
2022-04-03T05:39:00Z,1,Fitbit App
2022-04-03T06:31:00Z,1,Fitbit App
2022-04-03T06:33:00Z,1,Fitbit App
2022-04-03T07:27:00Z,1,Fitbit App
2022-04-03T07:28:00Z,1,Fitbit App
2022-04-03T10:45:00Z,1,Fitbit App
2022-04-03T11:14:00Z,1,Fitbit App
2022-04-03T11:16:00Z,2,Fitbit App
2022-04-03T11:17:00Z,1,Fitbit App
2022-04-03T11:30:00Z,1,Fitbit App
2022-04-03T11:31:00Z,2,Fitbit App
2022-04-03T11:32:00Z,1,Fitbit App
2022-04-03T11:35:00Z,1,Fitbit App
2022-04-03T17:20:00Z,1,Fitbit App
2022-04-03T20:47:00Z,1,Fitbit App
2022-04-04T06:09:00Z,1,Fitbit App
2022-04-05T09:03:00Z,1,Fitbit App
2022-04-05T11:26:00Z,1,Fitbit App
2022-04-05T14:06:00Z,2,Fitbit App
2022-04-05T14:07:00Z,1,Fitbit App
2022-04-05T15:42:00Z,2,Fitbit App
2022-04-05T15:43:00Z,1,Fitbit App
2022-04-05T15:44:00Z,1,Fitbit App
2022-04-05T15:52:00Z,1,Fitbit App
2022-04-05T16:12:00Z,1,Fitbit App
2022-04-05T16:19:00Z,3,Fitbit App
2022-04-05T16:20:00Z,1,Fitbit App
2022-04-05T16:29:00Z,1,Fitbit App
2022-04-05T16:36:00Z,2,Fitbit App
2022-04-05T20:46:00Z,1,Fitbit App
2022-04-05T20:47:00Z,1,Fitbit App
2022-04-05T20:49:00Z,1,Fitbit App
2022-04-05T21:53:00Z,1,Fitbit App
2022-04-06T17:22:00Z,1,Fitbit App
2022-04-06T17:27:00Z,1,Fitbit App
2022-04-06T18:23:00Z,1,Fitbit App
2022-04-06T18:29:00Z,1,Fitbit App
2022-04-06T21:40:00Z,1,Fitbit App
2022-04-07T08:22:00Z,1,Fitbit App
2022-04-07T10:36:00Z,1,Fitbit App
2022-04-07T10:39:00Z,1,Fitbit App
2022-04-07T10:41:00Z,3,Fitbit App
2022-04-07T10:42:00Z,2,Fitbit App
2022-04-07T10:43:00Z,1,Fitbit App
2022-04-07T10:45:00Z,1,Fitbit App
2022-04-07T10:46:00Z,2,Fitbit App
2022-04-07T10:48:00Z,2,Fitbit App
2022-04-07T10:49:00Z,1,Fitbit App
2022-04-07T10:51:00Z,4,Fitbit App
2022-04-07T10:54:00Z,3,Fitbit App
2022-04-07T10:55:00Z,2,Fitbit App
2022-04-07T10:56:00Z,1,Fitbit App
2022-04-07T10:58:00Z,2,Fitbit App
2022-04-07T10:59:00Z,1,Fitbit App
2022-04-07T11:00:00Z,1,Fitbit App
2022-04-07T11:40:00Z,1,Fitbit App
2022-04-07T11:52:00Z,1,Fitbit App
2022-04-07T11:53:00Z,1,Fitbit App
2022-04-07T11:54:00Z,1,Fitbit App
2022-04-07T12:00:00Z,2,Fitbit App
2022-04-07T12:01:00Z,2,Fitbit App
2022-04-07T12:03:00Z,1,Fitbit App
2022-04-07T12:04:00Z,3,Fitbit App
2022-04-07T12:05:00Z,1,Fitbit App
2022-04-07T12:06:00Z,1,Fitbit App
2022-04-07T12:10:00Z,1,Fitbit App
2022-04-07T12:11:00Z,1,Fitbit App
2022-04-07T12:12:00Z,2,Fitbit App
2022-04-07T12:13:00Z,1,Fitbit App
2022-04-07T12:38:00Z,1,Fitbit App
2022-04-07T14:23:00Z,1,Fitbit App
2022-04-07T15:39:00Z,1,Fitbit App
2022-04-07T15:42:00Z,1,Fitbit App
2022-04-07T15:44:00Z,1,Fitbit App
2022-04-09T20:24:00Z,1,Fitbit App
2022-04-10T14:18:00Z,1,Fitbit App
2022-04-10T14:30:00Z,1,Fitbit App
2022-04-10T14:45:00Z,1,Fitbit App
2022-04-10T14:49:00Z,1,Fitbit App
2022-04-10T14:51:00Z,1,Fitbit App
2022-04-10T14:52:00Z,1,Fitbit App
2022-04-10T14:53:00Z,1,Fitbit App
2022-04-10T15:16:00Z,1,Fitbit App
2022-04-10T15:18:00Z,1,Fitbit App
2022-04-10T15:59:00Z,1,Fitbit App
2022-04-10T16:40:00Z,1,Fitbit App
2022-04-10T16:41:00Z,2,Fitbit App
2022-04-10T16:42:00Z,1,Fitbit App
2022-04-10T16:47:00Z,1,Fitbit App
2022-04-10T20:10:00Z,1,Fitbit App
2022-04-11T15:25:00Z,1,Fitbit App
2022-04-11T20:03:00Z,1,Fitbit App
2022-04-12T07:12:00Z,1,Fitbit App
2022-04-12T17:39:00Z,2,Fitbit App
2022-04-12T18:12:00Z,1,Fitbit App
2022-04-12T20:52:00Z,2,Fitbit App
2022-04-12T20:55:00Z,2,Fitbit App
2022-04-12T21:18:00Z,1,Fitbit App
2022-04-12T21:21:00Z,1,Fitbit App
2022-04-13T09:33:00Z,3,Fitbit App
2022-04-13T12:03:00Z,3,Fitbit App
2022-04-13T22:09:00Z,1,Fitbit App
2022-04-14T04:41:00Z,1,Fitbit App
2022-04-14T04:55:00Z,1,Fitbit App
2022-04-14T05:01:00Z,1,Fitbit App
2022-04-14T08:33:00Z,1,Fitbit App
2022-04-14T10:51:00Z,1,Fitbit App
2022-04-14T13:44:00Z,1,Fitbit App
2022-04-14T13:45:00Z,1,Fitbit App
2022-04-14T14:19:00Z,1,Fitbit App
2022-04-14T14:22:00Z,1,Fitbit App
2022-04-14T14:30:00Z,1,Fitbit App
2022-04-14T14:33:00Z,1,Fitbit App
2022-04-14T14:35:00Z,1,Fitbit App
2022-04-14T14:49:00Z,1,Fitbit App
2022-04-14T15:09:00Z,1,Fitbit App
2022-04-14T15:54:00Z,1,Fitbit App
2022-04-14T15:55:00Z,1,Fitbit App
2022-04-14T15:58:00Z,1,Fitbit App
2022-04-14T16:08:00Z,1,Fitbit App
2022-04-14T16:09:00Z,2,Fitbit App
2022-04-14T16:29:00Z,4,Fitbit App
2022-04-14T16:39:00Z,1,Fitbit App
2022-04-14T16:40:00Z,1,Fitbit App
2022-04-14T16:47:00Z,2,Fitbit App
2022-04-14T16:50:00Z,1,Fitbit App
2022-04-14T16:51:00Z,2,Fitbit App
2022-04-14T16:59:00Z,1,Fitbit App
2022-04-14T17:08:00Z,1,Fitbit App
2022-04-14T17:09:00Z,1,Fitbit App
2022-04-14T18:16:00Z,1,Fitbit App
2022-04-14T18:20:00Z,1,Fitbit App
2022-04-14T18:21:00Z,2,Fitbit App
2022-04-14T18:22:00Z,1,Fitbit App
2022-04-14T18:35:00Z,1,Fitbit App
2022-04-14T18:59:00Z,1,Fitbit App
2022-04-14T19:00:00Z,1,Fitbit App
2022-04-14T19:03:00Z,1,Fitbit App
2022-04-14T19:18:00Z,1,Fitbit App
2022-04-14T19:19:00Z,2,Fitbit App
2022-04-14T19:20:00Z,1,Fitbit App
2022-04-14T19:21:00Z,1,Fitbit App
2022-04-14T19:22:00Z,2,Fitbit App
2022-04-14T19:47:00Z,1,Fitbit App
2022-04-14T19:48:00Z,1,Fitbit App
2022-04-14T20:08:00Z,3,Fitbit App
2022-04-14T20:16:00Z,1,Fitbit App
2022-04-14T20:18:00Z,1,Fitbit App
2022-04-14T20:19:00Z,2,Fitbit App
2022-04-15T04:29:00Z,2,Fitbit App
2022-04-15T04:32:00Z,1,Fitbit App
2022-04-15T05:07:00Z,1,Fitbit App
2022-04-15T05:19:00Z,1,Fitbit App
2022-04-15T05:20:00Z,2,Fitbit App
2022-04-15T05:22:00Z,1,Fitbit App
2022-04-15T05:24:00Z,1,Fitbit App
2022-04-15T05:27:00Z,2,Fitbit App
2022-04-15T05:28:00Z,1,Fitbit App
2022-04-15T05:52:00Z,1,Fitbit App
