timestamp,demographic vo2max,data source
2021-03-10T00:00:00Z,39.99287,Fitbit App
2021-03-11T00:00:00Z,39.96467,Fitbit App
2021-03-12T00:00:00Z,39.95921,Fitbit App
2021-03-13T00:00:00Z,40.00714,Fitbit App
2021-03-14T00:00:00Z,40.05412,Fitbit App
2021-03-15T00:00:00Z,40.12276,Fitbit App
2021-03-16T00:00:00Z,40.22916,Fitbit App
2021-03-17T00:00:00Z,40.29742,Fitbit App
2021-03-18T00:00:00Z,40.31176,Fitbit App
2021-03-19T00:00:00Z,40.29742,Fitbit App
2021-03-20T00:00:00Z,40.25534,Fitbit App
2021-03-21T00:00:00Z,40.21473,Fitbit App
2021-03-22T00:00:00Z,40.19075,Fitbit App
2021-03-23T00:00:00Z,40.1444,Fitbit App
2021-03-24T00:00:00Z,40.11168,Fitbit App
2021-03-25T00:00:00Z,40.11822,Fitbit App
2021-03-26T00:00:00Z,40.16611,Fitbit App
2021-03-27T00:00:00Z,40.22064,Fitbit App
2021-03-28T00:00:00Z,40.24042,Fitbit App
2021-03-29T00:00:00Z,40.21183,Fitbit App
2021-03-30T00:00:00Z,40.16556,Fitbit App
2021-03-31T00:00:00Z,40.13015,Fitbit App
2021-04-01T00:00:00Z,40.13523,Fitbit App
2021-04-02T00:00:00Z,40.1989,Fitbit App
2021-04-03T00:00:00Z,40.24635,Fitbit App
2021-04-04T00:00:00Z,40.30505,Fitbit App
2021-04-05T00:00:00Z,40.36249,Fitbit App
2021-04-06T00:00:00Z,40.43196,Fitbit App
2021-04-07T00:00:00Z,40.55591,Fitbit App
2021-04-08T00:00:00Z,40.71444,Fitbit App
2021-04-09T00:00:00Z,40.78043,Fitbit App
2021-04-10T00:00:00Z,40.8525,Fitbit App
2021-04-11T00:00:00Z,40.89948,Fitbit App
2021-04-12T00:00:00Z,40.90675,Fitbit App
2021-04-13T00:00:00Z,40.90005,Fitbit App
2021-04-14T00:00:00Z,40.86701,Fitbit App
2021-04-15T00:00:00Z,40.8545,Fitbit App
2021-04-16T00:00:00Z,40.81995,Fitbit App
2021-04-17T00:00:00Z,40.74498,Fitbit App
2021-04-18T00:00:00Z,40.70584,Fitbit App
2021-04-19T00:00:00Z,40.70462,Fitbit App
2021-04-20T00:00:00Z,40.7565,Fitbit App
2021-04-21T00:00:00Z,40.81182,Fitbit App
2021-04-22T00:00:00Z,40.84993,Fitbit App
2021-04-23T00:00:00Z,40.90696,Fitbit App
2021-04-24T00:00:00Z,41.05945,Fitbit App
2021-04-25T00:00:00Z,41.19176,Fitbit App
2021-04-26T00:00:00Z,41.36256,Fitbit App
2021-04-27T00:00:00Z,41.56188,Fitbit App
2021-04-28T00:00:00Z,41.78707,Fitbit App
2021-04-29T00:00:00Z,42.03255,Fitbit App
2021-04-30T00:00:00Z,42.32218,Fitbit App
2021-05-01T00:00:00Z,42.59203,Fitbit App
2021-05-02T00:00:00Z,42.85547,Fitbit App
2021-05-03T00:00:00Z,43.08299,Fitbit App
2021-05-04T00:00:00Z,43.24415,Fitbit App
2021-05-05T00:00:00Z,43.21243,Fitbit App
2021-05-06T00:00:00Z,43.19122,Fitbit App
2021-05-07T00:00:00Z,43.17001,Fitbit App
2021-05-08T00:00:00Z,43.13173,Fitbit App
2021-05-09T00:00:00Z,43.03146,Fitbit App
2021-05-10T00:00:00Z,42.84927,Fitbit App
2021-05-11T00:00:00Z,42.78162,Fitbit App
2021-05-12T00:00:00Z,42.6635,Fitbit App
2021-05-13T00:00:00Z,42.64455,Fitbit App
2021-05-14T00:00:00Z,42.6053,Fitbit App
2021-05-15T00:00:00Z,42.55444,Fitbit App
2021-05-17T00:00:00Z,42.47445,Fitbit App
2021-05-18T00:00:00Z,42.3655,Fitbit App
2021-05-19T00:00:00Z,42.25045,Fitbit App
2021-05-20T00:00:00Z,42.04009,Fitbit App
2021-05-21T00:00:00Z,41.75091,Fitbit App
2021-05-22T00:00:00Z,41.57518,Fitbit App
2021-05-23T00:00:00Z,41.4175,Fitbit App
2021-05-24T00:00:00Z,41.33776,Fitbit App
2021-05-26T00:00:00Z,41.25988,Fitbit App
2021-05-27T00:00:00Z,41.17564,Fitbit App
2021-05-28T00:00:00Z,41.10447,Fitbit App
2021-05-29T00:00:00Z,41.05257,Fitbit App
2021-05-30T00:00:00Z,41.0656,Fitbit App
2021-05-31T00:00:00Z,41.09243,Fitbit App
2021-06-01T00:00:00Z,41.16268,Fitbit App
2021-06-02T00:00:00Z,41.26691,Fitbit App
2021-06-03T00:00:00Z,41.40886,Fitbit App
2021-06-04T00:00:00Z,41.52648,Fitbit App
2021-06-05T00:00:00Z,41.57545,Fitbit App
2021-06-06T00:00:00Z,41.60099,Fitbit App
2021-06-07T00:00:00Z,41.54574,Fitbit App
2021-06-08T00:00:00Z,41.52898,Fitbit App
2021-06-09T00:00:00Z,41.46567,Fitbit App
2021-06-10T00:00:00Z,41.45596,Fitbit App
2021-06-11T00:00:00Z,41.39227,Fitbit App
2021-06-12T00:00:00Z,41.26149,Fitbit App
2021-06-13T00:00:00Z,41.10235,Fitbit App
2021-06-14T00:00:00Z,40.9124,Fitbit App
2021-06-15T00:00:00Z,40.79276,Fitbit App
2021-06-16T00:00:00Z,40.68617,Fitbit App
2021-06-17T00:00:00Z,40.6033,Fitbit App
2021-06-18T00:00:00Z,40.51915,Fitbit App
2021-06-19T00:00:00Z,40.45387,Fitbit App
2021-06-20T00:00:00Z,40.37547,Fitbit App
2021-06-21T00:00:00Z,40.30997,Fitbit App
2021-06-22T00:00:00Z,40.24403,Fitbit App
2021-06-23T00:00:00Z,40.28201,Fitbit App
2021-06-24T00:00:00Z,40.33513,Fitbit App
2021-06-25T00:00:00Z,40.41189,Fitbit App
2021-06-26T00:00:00Z,40.51844,Fitbit App
2021-06-27T00:00:00Z,40.66808,Fitbit App
2021-06-28T00:00:00Z,40.89205,Fitbit App
2021-06-29T00:00:00Z,41.09706,Fitbit App
2021-06-30T00:00:00Z,41.29707,Fitbit App
2021-07-01T00:00:00Z,41.43262,Fitbit App
2021-07-02T00:00:00Z,41.58798,Fitbit App
2021-07-03T00:00:00Z,41.70663,Fitbit App
2021-07-04T00:00:00Z,41.7894,Fitbit App
2021-07-05T00:00:00Z,41.7947,Fitbit App
2021-07-06T00:00:00Z,41.7259,Fitbit App
2021-07-07T00:00:00Z,41.73611,Fitbit App
2021-07-08T00:00:00Z,41.75564,Fitbit App
2021-07-09T00:00:00Z,41.68748,Fitbit App
2021-07-10T00:00:00Z,41.68245,Fitbit App
2021-07-11T00:00:00Z,41.7466,Fitbit App
2021-07-12T00:00:00Z,41.74191,Fitbit App
2021-07-13T00:00:00Z,41.77218,Fitbit App
2021-07-14T00:00:00Z,41.74124,Fitbit App
2021-07-15T00:00:00Z,41.79168,Fitbit App
2021-07-16T00:00:00Z,41.90147,Fitbit App
2021-07-17T00:00:00Z,41.99796,Fitbit App
2021-07-18T00:00:00Z,42.14886,Fitbit App
2021-07-19T00:00:00Z,42.20608,Fitbit App
2021-07-20T00:00:00Z,42.25171,Fitbit App
2021-07-21T00:00:00Z,42.25653,Fitbit App
2021-07-22T00:00:00Z,42.18534,Fitbit App
2021-07-23T00:00:00Z,42.14422,Fitbit App
2021-07-24T00:00:00Z,42.08379,Fitbit App
2021-07-25T00:00:00Z,42.01023,Fitbit App
2021-07-26T00:00:00Z,41.90569,Fitbit App
2021-07-27T00:00:00Z,41.73762,Fitbit App
2021-07-28T00:00:00Z,41.52983,Fitbit App
2021-07-29T00:00:00Z,41.32464,Fitbit App
2021-07-30T00:00:00Z,41.14386,Fitbit App
2021-07-31T00:00:00Z,41.04811,Fitbit App
2021-08-01T00:00:00Z,40.99091,Fitbit App
2021-08-02T00:00:00Z,40.94006,Fitbit App
2021-08-03T00:00:00Z,40.88531,Fitbit App
2021-08-04T00:00:00Z,40.8833,Fitbit App
2021-08-05T00:00:00Z,40.8609,Fitbit App
2021-08-06T00:00:00Z,40.76535,Fitbit App
2021-08-07T00:00:00Z,40.72196,Fitbit App
2021-08-08T00:00:00Z,40.76331,Fitbit App
2021-08-09T00:00:00Z,40.79242,Fitbit App
2021-08-10T00:00:00Z,40.77295,Fitbit App
2021-08-11T00:00:00Z,40.68996,Fitbit App
2021-08-12T00:00:00Z,40.61426,Fitbit App
2021-08-13T00:00:00Z,40.5443,Fitbit App
2021-08-14T00:00:00Z,40.45677,Fitbit App
2021-08-15T00:00:00Z,40.45694,Fitbit App
2021-08-16T00:00:00Z,40.46655,Fitbit App
2021-08-17T00:00:00Z,40.50149,Fitbit App
2021-08-18T00:00:00Z,40.54174,Fitbit App
2021-08-19T00:00:00Z,40.53891,Fitbit App
2021-08-20T00:00:00Z,40.56617,Fitbit App
2021-08-21T00:00:00Z,40.6234,Fitbit App
2021-08-22T00:00:00Z,40.67691,Fitbit App
2021-08-23T00:00:00Z,40.76242,Fitbit App
2021-08-24T00:00:00Z,40.89327,Fitbit App
2021-08-25T00:00:00Z,40.92138,Fitbit App
2021-08-26T00:00:00Z,40.9265,Fitbit App
2021-08-27T00:00:00Z,40.88004,Fitbit App
2021-08-28T00:00:00Z,40.82151,Fitbit App
2021-08-29T00:00:00Z,40.84567,Fitbit App
2021-08-30T00:00:00Z,40.92619,Fitbit App
2021-08-31T00:00:00Z,41.01486,Fitbit App
2021-09-01T00:00:00Z,41.11199,Fitbit App
2021-09-02T00:00:00Z,41.25349,Fitbit App
2021-09-03T00:00:00Z,41.38959,Fitbit App
2021-09-04T00:00:00Z,41.61578,Fitbit App
2021-09-05T00:00:00Z,41.8123,Fitbit App
2021-09-06T00:00:00Z,41.91095,Fitbit App
2021-09-07T00:00:00Z,41.94233,Fitbit App
2021-09-08T00:00:00Z,41.9825,Fitbit App
2021-09-09T00:00:00Z,42.01042,Fitbit App
2021-09-10T00:00:00Z,42.02009,Fitbit App
2021-09-11T00:00:00Z,42.04126,Fitbit App
2021-09-12T00:00:00Z,42.07378,Fitbit App
2021-09-13T00:00:00Z,42.01504,Fitbit App
2021-09-14T00:00:00Z,42.01816,Fitbit App
2021-09-15T00:00:00Z,41.97432,Fitbit App
2021-09-16T00:00:00Z,41.91607,Fitbit App
2021-09-17T00:00:00Z,41.93498,Fitbit App
2021-09-18T00:00:00Z,41.87375,Fitbit App
2021-09-19T00:00:00Z,41.85091,Fitbit App
2021-09-20T00:00:00Z,41.8322,Fitbit App
2021-09-21T00:00:00Z,41.82678,Fitbit App
2021-09-22T00:00:00Z,41.81499,Fitbit App
2021-09-23T00:00:00Z,41.71876,Fitbit App
2021-09-24T00:00:00Z,41.64609,Fitbit App
2021-09-25T00:00:00Z,41.5408,Fitbit App
2021-09-26T00:00:00Z,41.39592,Fitbit App
2021-09-27T00:00:00Z,41.24226,Fitbit App
2021-09-28T00:00:00Z,41.14407,Fitbit App
2021-09-29T00:00:00Z,41.06155,Fitbit App
2021-09-30T00:00:00Z,40.98058,Fitbit App
2021-10-01T00:00:00Z,40.90486,Fitbit App
2021-10-02T00:00:00Z,40.88728,Fitbit App
2021-10-03T00:00:00Z,40.9482,Fitbit App
2021-10-04T00:00:00Z,40.95889,Fitbit App
2021-10-05T00:00:00Z,41.06238,Fitbit App
2021-10-06T00:00:00Z,41.22788,Fitbit App
2021-10-07T00:00:00Z,41.309,Fitbit App
2021-10-08T00:00:00Z,41.42711,Fitbit App
2021-10-09T00:00:00Z,41.49545,Fitbit App
2021-10-10T00:00:00Z,41.50381,Fitbit App
2021-10-11T00:00:00Z,41.59313,Fitbit App
2021-10-12T00:00:00Z,41.64097,Fitbit App
2021-10-13T00:00:00Z,41.58738,Fitbit App
2021-10-14T00:00:00Z,41.54906,Fitbit App
2021-10-15T00:00:00Z,41.45643,Fitbit App
2021-10-16T00:00:00Z,41.36333,Fitbit App
2021-10-17T00:00:00Z,41.2188,Fitbit App
2021-10-18T00:00:00Z,41.02699,Fitbit App
2021-10-19T00:00:00Z,40.94981,Fitbit App
2021-10-20T00:00:00Z,40.96419,Fitbit App
2021-10-21T00:00:00Z,41.04648,Fitbit App
2021-10-22T00:00:00Z,41.12297,Fitbit App
2021-10-23T00:00:00Z,41.12022,Fitbit App
2021-10-24T00:00:00Z,41.02736,Fitbit App
2021-10-25T00:00:00Z,40.97269,Fitbit App
2021-10-26T00:00:00Z,40.94311,Fitbit App
2021-10-27T00:00:00Z,40.86535,Fitbit App
2021-10-28T00:00:00Z,40.85515,Fitbit App
2021-10-29T00:00:00Z,40.89826,Fitbit App
2021-10-30T00:00:00Z,40.93435,Fitbit App
2021-10-31T00:00:00Z,41.02527,Fitbit App
2021-11-01T00:00:00Z,41.08715,Fitbit App
2021-11-02T00:00:00Z,41.06986,Fitbit App
2021-11-03T00:00:00Z,41.09801,Fitbit App
2021-11-04T00:00:00Z,41.10436,Fitbit App
2021-11-05T00:00:00Z,41.04656,Fitbit App
2021-11-06T00:00:00Z,41.09113,Fitbit App
2021-11-07T00:00:00Z,41.05075,Fitbit App
2021-11-09T00:00:00Z,40.94942,Fitbit App
2021-11-10T00:00:00Z,40.95977,Fitbit App
2021-11-11T00:00:00Z,41.04541,Fitbit App
2021-11-12T00:00:00Z,41.09207,Fitbit App
2021-11-13T00:00:00Z,41.0589,Fitbit App
2021-11-14T00:00:00Z,41.05645,Fitbit App
2021-11-15T00:00:00Z,41.02984,Fitbit App
2021-11-16T00:00:00Z,41.0622,Fitbit App
2021-11-17T00:00:00Z,41.0295,Fitbit App
2021-11-18T00:00:00Z,40.93029,Fitbit App
2021-11-19T00:00:00Z,40.81038,Fitbit App
2021-11-20T00:00:00Z,40.73261,Fitbit App
2021-11-21T00:00:00Z,40.27562,Fitbit App
2021-11-22T00:00:00Z,39.85209,Fitbit App
2021-11-23T00:00:00Z,39.53201,Fitbit App
2021-11-24T00:00:00Z,39.3236,Fitbit App
2021-11-25T00:00:00Z,39.10877,Fitbit App
2021-11-26T00:00:00Z,38.9439,Fitbit App
2021-11-27T00:00:00Z,38.79043,Fitbit App
2021-11-28T00:00:00Z,38.70386,Fitbit App
2021-11-29T00:00:00Z,38.60938,Fitbit App
2021-11-30T00:00:00Z,38.45637,Fitbit App
2021-12-01T00:00:00Z,38.36104,Fitbit App
2021-12-02T00:00:00Z,38.33817,Fitbit App
2021-12-03T00:00:00Z,38.33182,Fitbit App
2021-12-04T00:00:00Z,38.31348,Fitbit App
2021-12-05T00:00:00Z,38.25753,Fitbit App
2021-12-06T00:00:00Z,38.21576,Fitbit App
2021-12-07T00:00:00Z,38.22947,Fitbit App
2021-12-08T00:00:00Z,38.23279,Fitbit App
2021-12-09T00:00:00Z,38.21486,Fitbit App
2021-12-10T00:00:00Z,38.25889,Fitbit App
2021-12-11T00:00:00Z,38.28868,Fitbit App
2021-12-12T00:00:00Z,38.38807,Fitbit App
2021-12-13T00:00:00Z,38.39377,Fitbit App
2021-12-14T00:00:00Z,38.34796,Fitbit App
2021-12-15T00:00:00Z,38.31106,Fitbit App
2021-12-16T00:00:00Z,38.22017,Fitbit App
2021-12-17T00:00:00Z,38.14263,Fitbit App
2021-12-18T00:00:00Z,38.13414,Fitbit App
2021-12-19T00:00:00Z,38.22423,Fitbit App
2021-12-20T00:00:00Z,38.38091,Fitbit App
2021-12-21T00:00:00Z,38.46641,Fitbit App
2021-12-22T00:00:00Z,38.50951,Fitbit App
2021-12-23T00:00:00Z,38.50155,Fitbit App
2021-12-24T00:00:00Z,38.47996,Fitbit App
2021-12-25T00:00:00Z,38.44421,Fitbit App
2021-12-26T00:00:00Z,38.36575,Fitbit App
2021-12-27T00:00:00Z,38.37726,Fitbit App
2021-12-28T00:00:00Z,38.3192,Fitbit App
2021-12-29T00:00:00Z,38.2356,Fitbit App
2021-12-30T00:00:00Z,38.24448,Fitbit App
2021-12-31T00:00:00Z,38.25514,Fitbit App
2022-01-01T00:00:00Z,38.29916,Fitbit App
2022-01-02T00:00:00Z,38.28154,Fitbit App
2022-01-03T00:00:00Z,38.3082,Fitbit App
2022-01-04T00:00:00Z,38.39688,Fitbit App
2022-01-05T00:00:00Z,38.46288,Fitbit App
2022-01-06T00:00:00Z,38.50673,Fitbit App
2022-01-07T00:00:00Z,38.47445,Fitbit App
2022-01-08T00:00:00Z,38.37767,Fitbit App
2022-01-09T00:00:00Z,38.35792,Fitbit App
2022-01-10T00:00:00Z,38.29755,Fitbit App
2022-01-11T00:00:00Z,38.3018,Fitbit App
2022-01-12T00:00:00Z,38.29354,Fitbit App
2022-01-13T00:00:00Z,38.27049,Fitbit App
2022-01-14T00:00:00Z,38.29239,Fitbit App
2022-01-15T00:00:00Z,38.311,Fitbit App
2022-01-16T00:00:00Z,38.31974,Fitbit App
2022-01-17T00:00:00Z,38.30524,Fitbit App
