timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2023-06-05T00:00:00Z,96.8,96.8,99.1,95.6,1.3,Charge 5
2023-06-07T00:00:00Z,94.9,94.9,95.0,95.6,1.3,Charge 5
2023-06-08T00:00:00Z,96.7,95.0,99.8,95.5,1.3,Charge 5
2023-06-09T00:00:00Z,96.1,92.8,99.3,95.5,1.3,Charge 5
2023-06-10T00:00:00Z,94.6,92.0,94.6,95.6,1.2,Charge 5
2023-06-11T00:00:00Z,96.2,95.8,97.8,95.6,1.2,Charge 5
2023-06-12T00:00:00Z,92.9,88.3,97.6,95.5,1.3,Charge 5
2023-06-14T00:00:00Z,93.4,89.2,96.9,95.4,1.3,Charge 5
2023-06-15T00:00:00Z,96.2,95.7,96.2,95.4,1.3,Charge 5
2023-06-16T00:00:00Z,97.5,94.8,100.0,95.5,1.4,Charge 5
2023-06-17T00:00:00Z,97.4,95.4,99.5,95.5,1.4,Charge 5
2023-06-18T00:00:00Z,96.9,96.2,97.1,95.5,1.4,Charge 5
2023-06-20T00:00:00Z,95.5,94.8,95.5,95.5,1.4,Charge 5
2023-06-21T00:00:00Z,97.0,95.3,99.0,95.5,1.4,Charge 5
2023-06-22T00:00:00Z,96.0,94.9,97.4,95.4,1.3,Charge 5
2023-06-23T00:00:00Z,95.7,94.5,96.7,95.4,1.3,Charge 5
2023-06-24T00:00:00Z,97.1,92.2,99.7,95.5,1.3,Charge 5
2023-06-25T00:00:00Z,97.3,95.5,98.9,95.7,1.2,Charge 5
2023-06-27T00:00:00Z,95.9,93.7,98.0,95.7,1.2,Charge 5
2023-06-28T00:00:00Z,96.2,95.4,97.0,95.7,1.2,Charge 5
2023-06-29T00:00:00Z,97.5,97.3,97.9,95.8,1.3,Charge 5
