timestamp,latitude,longitude,altitude,data source
2021-01-22T09:59:45Z,48.811275,9.251052,341.2,Charge 4
2021-01-22T09:59:46Z,48.811270,9.251073,341.2,Charge 4
2021-01-22T09:59:47Z,48.811265,9.251102,341.2,Charge 4
2021-01-22T09:59:48Z,48.811270,9.251120,341.2,Charge 4
2021-01-22T09:59:49Z,48.811273,9.251130,341.5,Charge 4
2021-01-22T09:59:50Z,48.811267,9.251133,341.5,Charge 4
2021-01-22T09:59:51Z,48.811260,9.251140,341.5,Charge 4
2021-01-22T09:59:52Z,48.811252,9.251155,341.5,Charge 4
2021-01-22T09:59:53Z,48.811237,9.251178,341.5,Charge 4
2021-01-22T09:59:54Z,48.811225,9.251198,341.5,Charge 4
2021-01-22T09:59:55Z,48.811208,9.251220,341.5,Charge 4
2021-01-22T09:59:56Z,48.811192,9.251242,341.5,Charge 4
2021-01-22T09:59:57Z,48.811180,9.251255,341.5,Charge 4
2021-01-22T09:59:58Z,48.811168,9.251273,341.5,Charge 4
2021-01-22T09:59:59Z,48.811162,9.251282,341.5,Charge 4
2021-01-22T10:00:00Z,48.811157,9.251302,342.7,Charge 4
2021-01-22T10:00:01Z,48.811155,9.251322,342.7,Charge 4
2021-01-22T10:00:02Z,48.811153,9.251343,342.7,Charge 4
2021-01-22T10:00:03Z,48.811155,9.251378,342.7,Charge 4
2021-01-22T10:00:04Z,48.811155,9.251390,342.7,Charge 4
2021-01-22T10:00:05Z,48.811152,9.251412,342.7,Charge 4
2021-01-22T10:00:06Z,48.811152,9.251432,342.7,Charge 4
2021-01-22T10:00:07Z,48.811155,9.251448,342.7,Charge 4
2021-01-22T10:00:08Z,48.811157,9.251475,342.7,Charge 4
2021-01-22T10:00:09Z,48.811160,9.251498,342.2,Charge 4
2021-01-22T10:00:10Z,48.811165,9.251510,342.2,Charge 4
2021-01-22T10:00:11Z,48.811175,9.251515,342.2,Charge 4
2021-01-22T10:00:12Z,48.811182,9.251520,342.2,Charge 4
2021-01-22T10:00:13Z,48.811200,9.251532,342.2,Charge 4
