timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2023-03-02T00:00:00Z,95.1,95.4,95.0,95.2,1.1,Charge 4
2023-03-03T00:00:00Z,96.7,97.4,96.6,95.3,1.1,Charge 4
2023-03-04T00:00:00Z,95.1,92.1,97.5,95.3,1.0,Charge 4
2023-03-05T00:00:00Z,94.8,92.5,96.6,95.3,1.0,Charge 4
2023-03-06T00:00:00Z,95.1,95.3,95.1,95.3,1.0,Charge 4
2023-03-07T00:00:00Z,93.4,92.9,93.9,95.3,0.9,Charge 4
2023-03-10T00:00:00Z,96.0,93.8,97.9,95.3,0.9,Charge 4
2023-03-11T00:00:00Z,97.1,95.4,99.0,95.3,1.0,Charge 4
2023-03-12T00:00:00Z,91.6,90.6,90.9,95.2,1.2,Charge 4
2023-03-13T00:00:00Z,96.4,96.4,97.3,95.2,1.2,Charge 4
2023-03-14T00:00:00Z,96.0,92.0,98.8,95.2,1.2,Charge 4
2023-03-15T00:00:00Z,96.6,92.6,99.6,95.3,1.1,Charge 4
2023-03-16T00:00:00Z,96.9,94.4,98.5,95.4,1.2,Charge 4
2023-03-17T00:00:00Z,97.7,95.7,99.6,95.4,1.2,Charge 4
2023-03-18T00:00:00Z,94.1,92.8,95.4,95.4,1.3,Charge 4
2023-03-19T00:00:00Z,93.9,92.3,95.3,95.3,1.3,Charge 4
2023-03-20T00:00:00Z,94.9,94.3,95.4,95.3,1.3,Charge 4
2023-03-22T00:00:00Z,95.4,93.5,97.4,95.3,1.3,Charge 4
2023-03-23T00:00:00Z,95.7,94.1,97.5,95.3,1.3,Charge 4
2023-03-26T00:00:00Z,95.5,93.7,98.6,95.3,1.2,Charge 4
2023-03-27T00:00:00Z,94.3,93.4,95.4,95.3,1.3,Charge 4
2023-03-29T00:00:00Z,96.4,92.2,99.3,95.3,1.3,Charge 4
2023-03-31T00:00:00Z,95.8,92.0,99.2,95.4,1.3,Charge 4
