start time,end time,data source
2022-12-12T00:44:00Z,2022-12-12T01:06:00Z,Fitbit App
2022-12-12T07:12:00Z,2022-12-12T07:26:00Z,Fitbit App
2022-12-12T07:36:00Z,2022-12-12T08:58:00Z,Fitbit App
2022-12-12T09:00:00Z,2022-12-12T10:46:00Z,Fitbit App
2022-12-12T10:52:00Z,2022-12-12T11:03:00Z,Fitbit App
2022-12-12T11:04:00Z,2022-12-12T11:52:00Z,Fitbit App
2022-12-12T11:53:00Z,2022-12-12T12:52:00Z,Fitbit App
2022-12-12T12:53:00Z,2022-12-12T14:24:00Z,Fitbit App
2022-12-12T14:28:00Z,2022-12-12T15:50:00Z,Fitbit App
2022-12-12T16:26:00Z,2022-12-12T16:41:00Z,Fitbit App
2022-12-12T17:00:00Z,2022-12-12T17:28:00Z,Fitbit App
2022-12-12T17:34:00Z,2022-12-12T18:01:00Z,Fitbit App
2022-12-12T18:11:00Z,2022-12-12T18:23:00Z,Fitbit App
2022-12-12T18:29:00Z,2022-12-12T18:39:00Z,Fitbit App
2022-12-12T18:40:00Z,2022-12-12T18:50:00Z,Fitbit App
2022-12-12T19:25:00Z,2022-12-12T20:07:00Z,Fitbit App
2022-12-12T20:09:00Z,2022-12-12T21:37:00Z,Fitbit App
2022-12-12T21:41:00Z,2022-12-12T21:58:00Z,Fitbit App
