timestamp,light,moderate,very,data source
2021-08-01T00:16:00Z,1,0,0,Fitbit App
2021-08-01T01:37:00Z,1,0,0,Fitbit App
2021-08-01T06:37:00Z,1,0,0,Fitbit App
2021-08-01T06:42:00Z,1,0,0,Fitbit App
2021-08-01T07:15:00Z,1,0,0,Fitbit App
2021-08-01T07:27:00Z,1,0,0,Fitbit App
2021-08-01T07:28:00Z,1,0,0,Fitbit App
2021-08-01T07:29:00Z,1,0,0,Fitbit App
2021-08-01T07:30:00Z,1,0,0,Fitbit App
2021-08-01T07:32:00Z,1,0,0,Fitbit App
2021-08-01T09:45:00Z,1,0,0,Fitbit App
2021-08-01T09:51:00Z,1,0,0,Fitbit App
2021-08-01T09:52:00Z,1,0,0,Fitbit App
2021-08-01T09:59:00Z,1,0,0,Fitbit App
2021-08-01T10:59:00Z,1,0,0,Fitbit App
2021-08-01T11:00:00Z,1,0,0,Fitbit App
2021-08-01T11:01:00Z,1,0,0,Fitbit App
2021-08-01T11:43:00Z,1,0,0,Fitbit App
2021-08-01T11:44:00Z,1,0,0,Fitbit App
2021-08-01T11:46:00Z,1,0,0,Fitbit App
2021-08-01T12:35:00Z,1,0,0,Fitbit App
2021-08-01T12:46:00Z,1,0,0,Fitbit App
2021-08-01T12:47:00Z,1,0,0,Fitbit App
2021-08-01T12:48:00Z,1,0,0,Fitbit App
2021-08-01T12:49:00Z,1,0,0,Fitbit App
2021-08-01T12:59:00Z,1,0,0,Fitbit App
2021-08-01T13:00:00Z,1,0,0,Fitbit App
2021-08-01T13:03:00Z,1,0,0,Fitbit App
2021-08-01T13:04:00Z,1,0,0,Fitbit App
2021-08-01T13:09:00Z,1,0,0,Fitbit App
2021-08-01T13:10:00Z,1,0,0,Fitbit App
2021-08-01T13:12:00Z,1,0,0,Fitbit App
2021-08-01T13:13:00Z,1,0,0,Fitbit App
2021-08-01T13:14:00Z,1,0,0,Fitbit App
2021-08-01T13:21:00Z,1,0,0,Fitbit App
2021-08-01T13:22:00Z,1,0,0,Fitbit App
2021-08-01T13:54:00Z,1,0,0,Fitbit App
2021-08-01T14:05:00Z,1,0,0,Fitbit App
2021-08-01T14:06:00Z,1,0,0,Fitbit App
2021-08-01T14:07:00Z,1,0,0,Fitbit App
2021-08-01T14:08:00Z,1,0,0,Fitbit App
2021-08-01T14:11:00Z,1,0,0,Fitbit App
2021-08-01T14:12:00Z,1,0,0,Fitbit App
2021-08-01T14:13:00Z,0,1,0,Fitbit App
2021-08-01T14:14:00Z,0,0,1,Fitbit App
2021-08-01T14:15:00Z,0,0,1,Fitbit App
2021-08-01T14:16:00Z,0,0,1,Fitbit App
2021-08-01T14:17:00Z,0,0,1,Fitbit App
2021-08-01T14:18:00Z,0,0,1,Fitbit App
2021-08-01T14:19:00Z,0,0,1,Fitbit App
2021-08-01T14:20:00Z,0,0,1,Fitbit App
2021-08-01T14:21:00Z,0,0,1,Fitbit App
2021-08-01T14:22:00Z,0,0,1,Fitbit App
2021-08-01T14:23:00Z,0,0,1,Fitbit App
2021-08-01T14:24:00Z,0,1,0,Fitbit App
2021-08-01T14:25:00Z,1,0,0,Fitbit App
2021-08-01T14:26:00Z,0,0,1,Fitbit App
2021-08-01T14:27:00Z,0,0,1,Fitbit App
2021-08-01T14:28:00Z,0,0,1,Fitbit App
2021-08-01T14:29:00Z,0,0,1,Fitbit App
2021-08-01T14:30:00Z,0,0,1,Fitbit App
2021-08-01T14:31:00Z,0,0,1,Fitbit App
2021-08-01T14:32:00Z,0,0,1,Fitbit App
2021-08-01T14:33:00Z,0,0,1,Fitbit App
2021-08-01T14:34:00Z,0,0,1,Fitbit App
2021-08-01T14:35:00Z,0,0,1,Fitbit App
2021-08-01T14:36:00Z,0,0,1,Fitbit App
2021-08-01T14:37:00Z,0,0,1,Fitbit App
2021-08-01T14:38:00Z,1,0,0,Fitbit App
2021-08-01T14:39:00Z,0,1,0,Fitbit App
2021-08-01T14:40:00Z,0,0,1,Fitbit App
2021-08-01T14:41:00Z,0,0,1,Fitbit App
2021-08-01T14:42:00Z,0,0,1,Fitbit App
2021-08-01T14:43:00Z,0,0,1,Fitbit App
2021-08-01T14:44:00Z,0,0,1,Fitbit App
2021-08-01T14:45:00Z,0,1,0,Fitbit App
2021-08-01T14:46:00Z,0,0,1,Fitbit App
2021-08-01T14:47:00Z,0,0,1,Fitbit App
2021-08-01T14:48:00Z,0,0,1,Fitbit App
2021-08-01T14:49:00Z,0,0,1,Fitbit App
2021-08-01T14:50:00Z,0,0,1,Fitbit App
2021-08-01T14:51:00Z,0,1,0,Fitbit App
2021-08-01T14:52:00Z,0,1,0,Fitbit App
2021-08-01T14:53:00Z,0,0,1,Fitbit App
2021-08-01T14:54:00Z,0,0,1,Fitbit App
2021-08-01T14:55:00Z,0,0,1,Fitbit App
2021-08-01T14:56:00Z,0,0,1,Fitbit App
2021-08-01T14:57:00Z,0,0,1,Fitbit App
2021-08-01T14:58:00Z,0,1,0,Fitbit App
2021-08-01T14:59:00Z,0,0,1,Fitbit App
2021-08-01T15:00:00Z,0,0,1,Fitbit App
2021-08-01T15:01:00Z,0,0,1,Fitbit App
2021-08-01T15:02:00Z,0,0,1,Fitbit App
2021-08-01T15:03:00Z,0,0,1,Fitbit App
2021-08-01T15:04:00Z,0,1,0,Fitbit App
2021-08-01T15:05:00Z,0,0,1,Fitbit App
2021-08-01T15:06:00Z,0,0,1,Fitbit App
2021-08-01T15:07:00Z,0,0,1,Fitbit App
2021-08-01T15:08:00Z,1,0,0,Fitbit App
2021-08-01T15:11:00Z,1,0,0,Fitbit App
2021-08-01T15:14:00Z,1,0,0,Fitbit App
2021-08-01T15:15:00Z,0,0,1,Fitbit App
2021-08-01T15:16:00Z,0,0,1,Fitbit App
2021-08-01T15:17:00Z,0,0,1,Fitbit App
2021-08-01T15:18:00Z,0,1,0,Fitbit App
2021-08-01T15:19:00Z,0,1,0,Fitbit App
2021-08-01T15:20:00Z,1,0,0,Fitbit App
2021-08-01T15:21:00Z,0,1,0,Fitbit App
2021-08-01T15:22:00Z,0,0,1,Fitbit App
2021-08-01T15:23:00Z,0,0,1,Fitbit App
2021-08-01T15:24:00Z,0,0,1,Fitbit App
2021-08-01T15:25:00Z,0,0,1,Fitbit App
2021-08-01T15:26:00Z,0,0,1,Fitbit App
2021-08-01T15:27:00Z,0,0,1,Fitbit App
2021-08-01T15:28:00Z,0,0,1,Fitbit App
2021-08-01T15:29:00Z,0,0,1,Fitbit App
2021-08-01T15:30:00Z,1,0,0,Fitbit App
2021-08-01T15:38:00Z,1,0,0,Fitbit App
2021-08-01T15:49:00Z,1,0,0,Fitbit App
2021-08-01T16:00:00Z,1,0,0,Fitbit App
2021-08-01T16:06:00Z,1,0,0,Fitbit App
2021-08-01T16:08:00Z,1,0,0,Fitbit App
2021-08-01T16:33:00Z,1,0,0,Fitbit App
2021-08-01T16:34:00Z,1,0,0,Fitbit App
2021-08-01T16:42:00Z,1,0,0,Fitbit App
2021-08-01T16:44:00Z,1,0,0,Fitbit App
2021-08-01T16:45:00Z,1,0,0,Fitbit App
2021-08-01T16:46:00Z,0,1,0,Fitbit App
2021-08-01T16:47:00Z,0,0,1,Fitbit App
2021-08-01T16:48:00Z,0,0,1,Fitbit App
2021-08-01T16:49:00Z,0,0,1,Fitbit App
2021-08-01T16:50:00Z,0,1,0,Fitbit App
2021-08-01T16:51:00Z,0,1,0,Fitbit App
2021-08-01T16:52:00Z,0,0,1,Fitbit App
2021-08-01T16:53:00Z,0,0,1,Fitbit App
2021-08-01T16:54:00Z,0,1,0,Fitbit App
2021-08-01T16:55:00Z,0,1,0,Fitbit App
2021-08-01T16:56:00Z,0,1,0,Fitbit App
2021-08-01T16:57:00Z,0,1,0,Fitbit App
2021-08-01T16:58:00Z,0,1,0,Fitbit App
2021-08-01T16:59:00Z,0,1,0,Fitbit App
2021-08-01T17:00:00Z,0,1,0,Fitbit App
2021-08-01T17:01:00Z,0,1,0,Fitbit App
2021-08-01T17:02:00Z,0,1,0,Fitbit App
2021-08-01T17:03:00Z,0,1,0,Fitbit App
2021-08-01T17:04:00Z,1,0,0,Fitbit App
2021-08-01T17:05:00Z,1,0,0,Fitbit App
2021-08-01T17:06:00Z,0,1,0,Fitbit App
2021-08-01T17:07:00Z,0,0,1,Fitbit App
2021-08-01T17:08:00Z,0,0,1,Fitbit App
2021-08-01T17:09:00Z,0,0,1,Fitbit App
2021-08-01T17:10:00Z,0,0,1,Fitbit App
2021-08-01T17:11:00Z,0,0,1,Fitbit App
2021-08-01T17:12:00Z,0,1,0,Fitbit App
2021-08-01T17:13:00Z,1,0,0,Fitbit App
2021-08-01T17:14:00Z,1,0,0,Fitbit App
2021-08-01T17:29:00Z,1,0,0,Fitbit App
2021-08-01T17:30:00Z,1,0,0,Fitbit App
2021-08-01T17:31:00Z,1,0,0,Fitbit App
2021-08-01T17:32:00Z,0,1,0,Fitbit App
2021-08-01T17:33:00Z,0,0,1,Fitbit App
2021-08-01T17:34:00Z,0,0,1,Fitbit App
2021-08-01T17:35:00Z,0,0,1,Fitbit App
2021-08-01T17:36:00Z,0,0,1,Fitbit App
2021-08-01T17:37:00Z,0,0,1,Fitbit App
2021-08-01T17:38:00Z,0,1,0,Fitbit App
2021-08-01T17:39:00Z,0,0,1,Fitbit App
2021-08-01T17:40:00Z,0,1,0,Fitbit App
2021-08-01T17:41:00Z,0,1,0,Fitbit App
2021-08-01T17:42:00Z,0,1,0,Fitbit App
2021-08-01T17:43:00Z,0,0,1,Fitbit App
2021-08-01T17:44:00Z,0,1,0,Fitbit App
2021-08-01T17:45:00Z,0,0,1,Fitbit App
2021-08-01T17:46:00Z,0,1,0,Fitbit App
2021-08-01T17:47:00Z,0,1,0,Fitbit App
2021-08-01T17:48:00Z,0,0,1,Fitbit App
2021-08-01T17:49:00Z,0,0,1,Fitbit App
2021-08-01T17:50:00Z,0,0,1,Fitbit App
2021-08-01T17:51:00Z,0,0,1,Fitbit App
2021-08-01T17:52:00Z,0,0,1,Fitbit App
2021-08-01T17:53:00Z,0,0,1,Fitbit App
2021-08-01T17:54:00Z,0,0,1,Fitbit App
2021-08-01T17:55:00Z,0,0,1,Fitbit App
2021-08-01T17:56:00Z,0,0,1,Fitbit App
2021-08-01T17:57:00Z,0,1,0,Fitbit App
2021-08-01T17:58:00Z,0,1,0,Fitbit App
2021-08-01T17:59:00Z,0,0,1,Fitbit App
2021-08-01T18:00:00Z,0,0,1,Fitbit App
2021-08-01T18:01:00Z,0,0,1,Fitbit App
2021-08-01T18:02:00Z,0,1,0,Fitbit App
2021-08-01T18:03:00Z,0,1,0,Fitbit App
2021-08-01T18:04:00Z,0,0,1,Fitbit App
2021-08-01T18:05:00Z,0,0,1,Fitbit App
2021-08-01T18:06:00Z,0,1,0,Fitbit App
2021-08-01T18:08:00Z,1,0,0,Fitbit App
2021-08-01T18:09:00Z,1,0,0,Fitbit App
2021-08-01T18:34:00Z,1,0,0,Fitbit App
2021-08-01T18:38:00Z,1,0,0,Fitbit App
2021-08-01T18:39:00Z,1,0,0,Fitbit App
2021-08-01T18:40:00Z,1,0,0,Fitbit App
2021-08-01T18:46:00Z,1,0,0,Fitbit App
2021-08-01T18:47:00Z,1,0,0,Fitbit App
2021-08-01T18:48:00Z,1,0,0,Fitbit App
2021-08-01T18:52:00Z,1,0,0,Fitbit App
2021-08-01T18:53:00Z,1,0,0,Fitbit App
2021-08-01T18:57:00Z,1,0,0,Fitbit App
2021-08-01T18:58:00Z,1,0,0,Fitbit App
2021-08-01T18:59:00Z,1,0,0,Fitbit App
2021-08-01T19:03:00Z,1,0,0,Fitbit App
2021-08-01T19:05:00Z,1,0,0,Fitbit App
2021-08-01T19:08:00Z,1,0,0,Fitbit App
2021-08-01T19:09:00Z,1,0,0,Fitbit App
2021-08-01T19:10:00Z,1,0,0,Fitbit App
2021-08-01T19:11:00Z,1,0,0,Fitbit App
2021-08-01T19:19:00Z,1,0,0,Fitbit App
2021-08-01T19:59:00Z,1,0,0,Fitbit App
2021-08-01T20:01:00Z,1,0,0,Fitbit App
2021-08-01T20:03:00Z,1,0,0,Fitbit App
2021-08-01T20:12:00Z,1,0,0,Fitbit App
2021-08-01T20:33:00Z,1,0,0,Fitbit App
2021-08-01T20:34:00Z,1,0,0,Fitbit App
2021-08-01T20:35:00Z,1,0,0,Fitbit App
2021-08-01T20:52:00Z,1,0,0,Fitbit App
2021-08-01T20:53:00Z,1,0,0,Fitbit App
2021-08-01T21:08:00Z,1,0,0,Fitbit App
2021-08-01T21:09:00Z,1,0,0,Fitbit App
2021-08-01T21:11:00Z,1,0,0,Fitbit App
2021-08-02T12:09:00Z,1,0,0,Fitbit App
2021-08-02T12:10:00Z,1,0,0,Fitbit App
2021-08-02T12:11:00Z,1,0,0,Fitbit App
2021-08-02T12:12:00Z,1,0,0,Fitbit App
2021-08-02T12:13:00Z,1,0,0,Fitbit App
2021-08-02T12:14:00Z,1,0,0,Fitbit App
2021-08-02T12:15:00Z,1,0,0,Fitbit App
2021-08-02T12:20:00Z,1,0,0,Fitbit App
2021-08-02T12:22:00Z,1,0,0,Fitbit App
2021-08-02T12:36:00Z,1,0,0,Fitbit App
2021-08-02T12:50:00Z,1,0,0,Fitbit App
2021-08-02T12:51:00Z,1,0,0,Fitbit App
2021-08-02T12:52:00Z,1,0,0,Fitbit App
2021-08-02T12:53:00Z,1,0,0,Fitbit App
2021-08-02T12:54:00Z,1,0,0,Fitbit App
2021-08-02T12:55:00Z,1,0,0,Fitbit App
2021-08-02T12:56:00Z,1,0,0,Fitbit App
2021-08-02T13:11:00Z,1,0,0,Fitbit App
2021-08-02T13:12:00Z,0,0,1,Fitbit App
2021-08-02T13:13:00Z,0,0,1,Fitbit App
2021-08-02T13:14:00Z,0,0,1,Fitbit App
2021-08-02T13:15:00Z,0,0,1,Fitbit App
2021-08-02T13:16:00Z,0,0,1,Fitbit App
2021-08-02T13:17:00Z,0,0,1,Fitbit App
2021-08-02T13:18:00Z,0,0,1,Fitbit App
2021-08-02T13:19:00Z,0,0,1,Fitbit App
2021-08-02T13:20:00Z,0,0,1,Fitbit App
2021-08-02T13:21:00Z,0,0,1,Fitbit App
2021-08-02T13:22:00Z,0,1,0,Fitbit App
2021-08-02T13:56:00Z,1,0,0,Fitbit App
2021-08-02T14:44:00Z,1,0,0,Fitbit App
2021-08-02T15:08:00Z,1,0,0,Fitbit App
2021-08-02T15:09:00Z,1,0,0,Fitbit App
2021-08-02T15:10:00Z,0,1,0,Fitbit App
2021-08-02T15:11:00Z,0,1,0,Fitbit App
2021-08-02T15:12:00Z,0,1,0,Fitbit App
2021-08-02T15:13:00Z,0,1,0,Fitbit App
2021-08-02T15:14:00Z,0,1,0,Fitbit App
2021-08-02T15:15:00Z,0,1,0,Fitbit App
2021-08-02T15:16:00Z,0,1,0,Fitbit App
2021-08-02T15:17:00Z,0,1,0,Fitbit App
2021-08-02T15:18:00Z,0,1,0,Fitbit App
2021-08-02T15:19:00Z,0,0,1,Fitbit App
2021-08-02T15:20:00Z,0,1,0,Fitbit App
2021-08-02T15:55:00Z,1,0,0,Fitbit App
2021-08-02T15:56:00Z,1,0,0,Fitbit App
2021-08-02T16:15:00Z,1,0,0,Fitbit App
2021-08-02T16:17:00Z,1,0,0,Fitbit App
2021-08-02T16:18:00Z,1,0,0,Fitbit App
2021-08-02T16:25:00Z,1,0,0,Fitbit App
2021-08-02T16:27:00Z,1,0,0,Fitbit App
2021-08-02T16:29:00Z,1,0,0,Fitbit App
2021-08-02T16:30:00Z,1,0,0,Fitbit App
2021-08-02T16:33:00Z,1,0,0,Fitbit App
2021-08-02T16:37:00Z,1,0,0,Fitbit App
2021-08-02T16:38:00Z,1,0,0,Fitbit App
2021-08-02T16:43:00Z,1,0,0,Fitbit App
2021-08-02T17:00:00Z,1,0,0,Fitbit App
2021-08-02T17:09:00Z,1,0,0,Fitbit App
2021-08-02T17:10:00Z,1,0,0,Fitbit App
2021-08-02T19:02:00Z,1,0,0,Fitbit App
2021-08-02T19:03:00Z,1,0,0,Fitbit App
2021-08-02T19:42:00Z,1,0,0,Fitbit App
2021-08-02T19:45:00Z,1,0,0,Fitbit App
2021-08-02T19:55:00Z,1,0,0,Fitbit App
2021-08-02T19:56:00Z,1,0,0,Fitbit App
2021-08-02T20:08:00Z,1,0,0,Fitbit App
2021-08-02T20:09:00Z,1,0,0,Fitbit App
2021-08-02T20:44:00Z,1,0,0,Fitbit App
2021-08-02T20:47:00Z,1,0,0,Fitbit App
2021-08-02T20:48:00Z,1,0,0,Fitbit App
2021-08-02T21:13:00Z,1,0,0,Fitbit App
2021-08-02T21:14:00Z,1,0,0,Fitbit App
2021-08-02T21:50:00Z,1,0,0,Fitbit App
2021-08-02T22:13:00Z,1,0,0,Fitbit App
2021-08-02T22:15:00Z,1,0,0,Fitbit App
2021-08-02T22:55:00Z,1,0,0,Fitbit App
2021-08-02T23:20:00Z,1,0,0,Fitbit App
2021-08-03T05:55:00Z,1,0,0,Fitbit App
2021-08-03T06:22:00Z,1,0,0,Fitbit App
2021-08-03T06:23:00Z,1,0,0,Fitbit App
2021-08-03T06:31:00Z,1,0,0,Fitbit App
2021-08-03T06:32:00Z,1,0,0,Fitbit App
2021-08-03T06:33:00Z,1,0,0,Fitbit App
2021-08-03T06:48:00Z,1,0,0,Fitbit App
2021-08-03T06:49:00Z,1,0,0,Fitbit App
2021-08-03T07:16:00Z,1,0,0,Fitbit App
2021-08-03T07:17:00Z,1,0,0,Fitbit App
2021-08-03T07:30:00Z,1,0,0,Fitbit App
2021-08-03T08:16:00Z,1,0,0,Fitbit App
2021-08-03T08:20:00Z,1,0,0,Fitbit App
2021-08-03T08:25:00Z,1,0,0,Fitbit App
2021-08-03T08:27:00Z,1,0,0,Fitbit App
2021-08-03T08:28:00Z,1,0,0,Fitbit App
2021-08-03T08:29:00Z,1,0,0,Fitbit App
2021-08-03T08:30:00Z,1,0,0,Fitbit App
2021-08-03T08:46:00Z,1,0,0,Fitbit App
2021-08-03T08:49:00Z,1,0,0,Fitbit App
2021-08-03T08:56:00Z,1,0,0,Fitbit App
2021-08-03T08:57:00Z,1,0,0,Fitbit App
2021-08-03T09:07:00Z,1,0,0,Fitbit App
2021-08-03T09:08:00Z,1,0,0,Fitbit App
2021-08-03T09:12:00Z,1,0,0,Fitbit App
2021-08-03T09:58:00Z,1,0,0,Fitbit App
2021-08-03T10:02:00Z,1,0,0,Fitbit App
2021-08-03T10:03:00Z,1,0,0,Fitbit App
2021-08-03T10:10:00Z,1,0,0,Fitbit App
2021-08-03T10:14:00Z,1,0,0,Fitbit App
2021-08-03T10:15:00Z,1,0,0,Fitbit App
2021-08-03T10:21:00Z,1,0,0,Fitbit App
2021-08-03T10:22:00Z,1,0,0,Fitbit App
2021-08-03T10:23:00Z,1,0,0,Fitbit App
2021-08-03T10:24:00Z,1,0,0,Fitbit App
2021-08-03T10:39:00Z,1,0,0,Fitbit App
2021-08-03T10:40:00Z,1,0,0,Fitbit App
2021-08-03T11:01:00Z,1,0,0,Fitbit App
2021-08-03T11:02:00Z,1,0,0,Fitbit App
2021-08-03T11:03:00Z,1,0,0,Fitbit App
2021-08-03T11:04:00Z,1,0,0,Fitbit App
2021-08-03T11:05:00Z,1,0,0,Fitbit App
2021-08-03T11:06:00Z,1,0,0,Fitbit App
2021-08-03T11:22:00Z,1,0,0,Fitbit App
2021-08-03T11:35:00Z,1,0,0,Fitbit App
2021-08-03T11:41:00Z,1,0,0,Fitbit App
2021-08-03T11:46:00Z,1,0,0,Fitbit App
2021-08-03T11:47:00Z,1,0,0,Fitbit App
2021-08-03T11:53:00Z,1,0,0,Fitbit App
2021-08-03T11:54:00Z,1,0,0,Fitbit App
2021-08-03T11:55:00Z,1,0,0,Fitbit App
2021-08-03T11:56:00Z,1,0,0,Fitbit App
2021-08-03T11:57:00Z,1,0,0,Fitbit App
2021-08-03T12:14:00Z,1,0,0,Fitbit App
2021-08-03T12:19:00Z,1,0,0,Fitbit App
2021-08-03T12:21:00Z,1,0,0,Fitbit App
2021-08-03T12:27:00Z,1,0,0,Fitbit App
2021-08-03T12:29:00Z,1,0,0,Fitbit App
2021-08-03T12:34:00Z,1,0,0,Fitbit App
2021-08-03T12:36:00Z,1,0,0,Fitbit App
2021-08-03T12:38:00Z,1,0,0,Fitbit App
2021-08-03T12:41:00Z,1,0,0,Fitbit App
2021-08-03T12:44:00Z,1,0,0,Fitbit App
2021-08-03T12:56:00Z,1,0,0,Fitbit App
2021-08-03T12:57:00Z,1,0,0,Fitbit App
2021-08-03T12:58:00Z,1,0,0,Fitbit App
2021-08-03T13:00:00Z,1,0,0,Fitbit App
2021-08-03T13:38:00Z,1,0,0,Fitbit App
2021-08-03T13:56:00Z,1,0,0,Fitbit App
2021-08-03T13:57:00Z,1,0,0,Fitbit App
2021-08-03T14:31:00Z,1,0,0,Fitbit App
2021-08-03T14:32:00Z,1,0,0,Fitbit App
2021-08-03T14:33:00Z,1,0,0,Fitbit App
2021-08-03T14:35:00Z,1,0,0,Fitbit App
2021-08-03T14:38:00Z,1,0,0,Fitbit App
2021-08-03T14:43:00Z,1,0,0,Fitbit App
2021-08-03T14:58:00Z,1,0,0,Fitbit App
2021-08-03T14:59:00Z,1,0,0,Fitbit App
2021-08-03T15:00:00Z,1,0,0,Fitbit App
2021-08-03T15:04:00Z,1,0,0,Fitbit App
2021-08-03T15:05:00Z,1,0,0,Fitbit App
2021-08-03T15:21:00Z,1,0,0,Fitbit App
2021-08-03T15:22:00Z,1,0,0,Fitbit App
2021-08-03T15:23:00Z,1,0,0,Fitbit App
2021-08-03T15:24:00Z,1,0,0,Fitbit App
2021-08-03T15:25:00Z,1,0,0,Fitbit App
2021-08-03T15:26:00Z,1,0,0,Fitbit App
2021-08-03T15:29:00Z,1,0,0,Fitbit App
2021-08-03T15:31:00Z,1,0,0,Fitbit App
2021-08-03T15:32:00Z,1,0,0,Fitbit App
2021-08-03T15:42:00Z,1,0,0,Fitbit App
2021-08-03T15:44:00Z,1,0,0,Fitbit App
2021-08-03T15:48:00Z,1,0,0,Fitbit App
2021-08-03T15:49:00Z,1,0,0,Fitbit App
2021-08-03T15:52:00Z,1,0,0,Fitbit App
2021-08-03T16:02:00Z,1,0,0,Fitbit App
2021-08-03T16:03:00Z,1,0,0,Fitbit App
2021-08-03T16:12:00Z,1,0,0,Fitbit App
2021-08-03T16:19:00Z,1,0,0,Fitbit App
2021-08-03T17:22:00Z,1,0,0,Fitbit App
2021-08-03T17:25:00Z,1,0,0,Fitbit App
2021-08-03T17:26:00Z,1,0,0,Fitbit App
2021-08-03T17:27:00Z,1,0,0,Fitbit App
2021-08-03T17:40:00Z,1,0,0,Fitbit App
2021-08-03T17:50:00Z,1,0,0,Fitbit App
2021-08-03T17:58:00Z,1,0,0,Fitbit App
2021-08-03T17:59:00Z,1,0,0,Fitbit App
2021-08-03T18:00:00Z,1,0,0,Fitbit App
2021-08-03T18:03:00Z,1,0,0,Fitbit App
2021-08-03T18:06:00Z,1,0,0,Fitbit App
2021-08-03T18:07:00Z,1,0,0,Fitbit App
2021-08-03T18:08:00Z,1,0,0,Fitbit App
2021-08-03T18:09:00Z,1,0,0,Fitbit App
2021-08-03T18:27:00Z,1,0,0,Fitbit App
2021-08-03T18:28:00Z,1,0,0,Fitbit App
2021-08-03T18:31:00Z,1,0,0,Fitbit App
2021-08-03T18:36:00Z,1,0,0,Fitbit App
2021-08-03T18:54:00Z,1,0,0,Fitbit App
2021-08-03T18:56:00Z,1,0,0,Fitbit App
2021-08-03T18:57:00Z,1,0,0,Fitbit App
2021-08-03T19:00:00Z,1,0,0,Fitbit App
2021-08-03T19:01:00Z,1,0,0,Fitbit App
2021-08-03T19:02:00Z,1,0,0,Fitbit App
2021-08-03T19:12:00Z,1,0,0,Fitbit App
2021-08-03T19:13:00Z,1,0,0,Fitbit App
2021-08-03T19:28:00Z,1,0,0,Fitbit App
2021-08-03T19:40:00Z,1,0,0,Fitbit App
2021-08-03T19:41:00Z,1,0,0,Fitbit App
