timestamp,floors,data source
2022-05-01T11:54:00Z,1,Fitbit App
2022-05-01T18:47:00Z,1,Fitbit App
2022-05-02T11:29:00Z,2,Fitbit App
2022-05-02T11:30:00Z,1,Fitbit App
2022-05-02T11:41:00Z,1,Fitbit App
2022-05-02T11:42:00Z,1,Fitbit App
2022-05-02T11:45:00Z,1,Fitbit App
2022-05-03T04:10:00Z,1,Fitbit App
2022-05-03T05:07:00Z,1,Fitbit App
2022-05-03T05:13:00Z,2,Fitbit App
2022-05-03T05:49:00Z,1,Fitbit App
2022-05-03T05:51:00Z,1,Fitbit App
2022-05-03T05:59:00Z,1,Fitbit App
2022-05-03T09:07:00Z,1,Fitbit App
2022-05-03T11:29:00Z,1,Fitbit App
2022-05-03T11:30:00Z,1,Fitbit App
2022-05-03T15:34:00Z,1,Fitbit App
2022-05-03T15:44:00Z,2,Fitbit App
2022-05-03T15:54:00Z,2,Fitbit App
2022-05-03T16:11:00Z,2,Fitbit App
2022-05-03T16:12:00Z,1,Fitbit App
2022-05-03T16:38:00Z,2,Fitbit App
2022-05-03T20:47:00Z,1,Fitbit App
2022-05-03T20:48:00Z,1,Fitbit App
2022-05-03T21:24:00Z,1,Fitbit App
2022-05-04T04:05:00Z,1,Fitbit App
2022-05-04T04:12:00Z,1,Fitbit App
2022-05-04T04:47:00Z,1,Fitbit App
2022-05-04T04:49:00Z,2,Fitbit App
2022-05-04T04:51:00Z,1,Fitbit App
2022-05-04T05:18:00Z,1,Fitbit App
2022-05-04T11:02:00Z,1,Fitbit App
2022-05-04T11:04:00Z,1,Fitbit App
2022-05-04T12:08:00Z,1,Fitbit App
2022-05-04T12:09:00Z,1,Fitbit App
2022-05-04T12:19:00Z,1,Fitbit App
2022-05-04T12:28:00Z,1,Fitbit App
2022-05-04T12:39:00Z,2,Fitbit App
2022-05-04T13:06:00Z,1,Fitbit App
2022-05-04T19:37:00Z,1,Fitbit App
2022-05-04T20:02:00Z,1,Fitbit App
2022-05-05T05:02:00Z,1,Fitbit App
2022-05-05T12:33:00Z,1,Fitbit App
2022-05-05T15:28:00Z,1,Fitbit App
2022-05-05T15:34:00Z,1,Fitbit App
2022-05-05T15:35:00Z,1,Fitbit App
2022-05-05T19:44:00Z,2,Fitbit App
2022-05-05T19:45:00Z,1,Fitbit App
2022-05-05T19:46:00Z,1,Fitbit App
2022-05-05T19:47:00Z,1,Fitbit App
