timestamp,latitude,longitude,altitude,data source
2021-01-25T15:07:21Z,48.811092,9.251292,294.1,Charge 4
2021-01-25T15:07:22Z,48.811110,9.251305,295.5,Charge 4
2021-01-25T15:07:23Z,48.811132,9.251320,297.1,Charge 4
2021-01-25T15:07:24Z,48.811152,9.251337,298.8,Charge 4
2021-01-25T15:07:25Z,48.811152,9.251347,298.3,Charge 4
2021-01-25T15:07:26Z,48.811160,9.251362,298.0,Charge 4
2021-01-25T15:07:27Z,48.811170,9.251465,297.86,Fitbit App
2021-01-25T15:07:28Z,48.811171,9.251474,297.73,Fitbit App
2021-01-25T15:07:29Z,48.811173,9.251483,297.6,Fitbit App
2021-01-25T15:07:30Z,48.811175,9.251494,297.45,Fitbit App
2021-01-25T15:07:31Z,48.811177,9.251505,297.33,Fitbit App
2021-01-25T15:07:32Z,48.811178,9.251517,297.2,Fitbit App
2021-01-25T15:07:33Z,48.811180,9.251530,297.06,Fitbit App
2021-01-25T15:07:34Z,48.811182,9.251543,296.93,Fitbit App
2021-01-25T15:07:35Z,48.811188,9.251528,296.8,Charge 4
2021-01-25T15:07:36Z,48.811183,9.251550,297.1,Charge 4
2021-01-25T15:07:37Z,48.811175,9.251563,297.5,Charge 4
2021-01-25T15:07:38Z,48.811187,9.251573,298.0,Charge 4
2021-01-25T15:07:39Z,48.811192,9.251592,298.1,Charge 4
2021-01-25T15:07:40Z,48.811187,9.251607,298.1,Charge 4
2021-01-25T15:07:41Z,48.811178,9.251638,298.3,Charge 4
2021-01-25T15:07:42Z,48.811175,9.251655,298.6,Charge 4
2021-01-25T15:07:43Z,48.811173,9.251675,299.3,Charge 4
2021-01-25T15:07:44Z,48.811173,9.251698,299.6,Charge 4
2021-01-25T15:07:45Z,48.811168,9.251717,300.0,Charge 4
2021-01-25T15:07:46Z,48.811157,9.251730,300.3,Charge 4
2021-01-25T15:07:47Z,48.811165,9.251745,300.5,Charge 4
2021-01-25T15:07:48Z,48.811192,9.251753,301.8,Charge 4
2021-01-25T15:07:49Z,48.811210,9.251762,303.1,Charge 4
2021-01-25T15:07:50Z,48.811217,9.251782,303.8,Charge 4
2021-01-25T15:07:51Z,48.811237,9.251796,304.8,Fitbit App
2021-01-25T15:07:52Z,48.811243,9.251813,305.8,Charge 4
2021-01-25T15:07:53Z,48.811262,9.251832,305.8,Charge 4
2021-01-25T15:07:54Z,48.811280,9.251848,305.8,Charge 4
2021-01-25T15:07:55Z,48.811285,9.251863,305.8,Charge 4
2021-01-25T15:07:56Z,48.811285,9.251878,305.8,Charge 4
2021-01-25T15:07:57Z,48.811290,9.251892,305.8,Charge 4
2021-01-25T15:07:58Z,48.811285,9.251905,306.1,Charge 4
2021-01-25T15:07:59Z,48.811298,9.251915,306.1,Charge 4
2021-01-25T15:08:00Z,48.811298,9.251927,306.3,Charge 4
2021-01-25T15:08:01Z,48.811317,9.251933,306.6,Charge 4
2021-01-25T15:08:02Z,48.811335,9.251938,307.3,Charge 4
2021-01-25T15:08:03Z,48.811340,9.251952,307.8,Charge 4
2021-01-25T15:08:04Z,48.811345,9.251965,308.3,Charge 4
2021-01-25T15:08:05Z,48.811353,9.251980,308.3,Charge 4
2021-01-25T15:08:06Z,48.811345,9.252002,308.1,Charge 4
